,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,test_mse_separa_model,test_mse_separa_model,test_mse_separa_model,test_mse_separa_model,test_mse_separa_model,test_mse_separa_model,test_mse_separa_model,test_mse_separa_model,test_mse_separa_model,,
10,Methane,BG_total,0.92511264,1.011767242,0.933548123,0.802880411,0.91289248,0.963947025,{'n_estimators': 100},0.741461748,0.745568361,0.66887883,0.933779591,0.897222976,0.892031776,0.887723322,1.040577826,1.038178798,0.88,0.13
11,E&E,BG_total,0.92511264,1.011767242,0.933548123,0.802880411,0.929400292,0.50434265,{'n_estimators': 100},0.681069327,0.971334485,0.736171701,0.609077051,0.510658093,0.848196337,0.710285723,0.999394442,0.590229006,0.72,0.18
12,CO2,ETR_total,0.934787085,0.890657989,0.936950002,0.746811837,0.944245377,0.710756195,{'n_estimators': 180},0.82488294,0.653923342,0.787915023,0.83494018,0.788533711,0.914004865,0.957765077,0.694113934,0.813808589,0.80,0.09
13,CFCs,ETR_total,0.934787085,0.890657989,0.936950002,0.746811837,0.837014627,2.173995388,{'n_estimators': 180},0.29194075,0.364881117,0.638194161,0.142730981,0.24449637,1.006353719,0.117195469,2.400016618,2.493359752,0.99,0.98
14,Methane,ETR_total,0.934787085,0.890657989,0.936950002,0.746811837,0.922259412,0.85766606,{'n_estimators': 180},0.716770319,0.666994726,0.669189637,0.899356951,0.870943683,0.851955502,0.742601599,0.954585197,0.68901589,0.79,0.11
15,E&E,ETR_total,0.934787085,0.890657989,0.936950002,0.746811837,0.931669046,0.478006826,{'n_estimators': 180},0.562699102,0.972210395,0.583335158,0.402597212,0.471945388,0.621206618,0.574923544,0.823713676,0.504188578,0.60,0.17
16,CO2,RF_total,0.925687984,1.003107311,0.932978625,0.811944716,0.944749137,0.731832891,{'n_estimators': 200},0.981907056,0.819401084,0.832931399,0.879596595,0.841587887,1.021714173,1.037781408,0.770411531,0.82417914,0.87,0.11
17,CFCs,RF_total,0.925687984,1.003107311,0.932978625,0.811944716,0.690576698,3.15763799,{'n_estimators': 200},0.410753547,0.216387463,0.896630625,0.665507225,0.962469349,1.744130642,0.336057751,1.373226487,2.865699465,1.26,1.04
18,Methane,RF_total,0.925687984,1.003107311,0.932978625,0.811944716,0.911897318,0.977836366,{'n_estimators': 200},0.746036866,0.744438892,0.675428036,0.938154553,0.91247257,0.890253033,0.889667824,1.040191866,1.033266669,0.88,0.13
19,E&E,RF_total,0.925687984,1.003107311,0.932978625,0.811944716,0.93008616,0.502649822,{'n_estimators': 200},0.682666655,0.962309354,0.721213499,0.621202502,0.505609691,0.834717117,0.700784064,1.024041479,0.586976464,0.71,0.18
20,CO2,LGBM_total,0.936215191,0.875273335,0.946658213,0.682545702,0.964850699,0.49075184,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.630622964,0.677783886,0.74514163,0.636246203,0.71520582,0.736995496,0.76511645,0.641565166,0.61308062,0.67,0.08
21,CFCs,LGBM_total,0.936215191,0.875273335,0.946658213,0.682545702,0.77540366,3.200833736,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.43302417,0.931450393,0.254758241,0.717860837,0.157971993,0.479522397,0.105376234,1.399063451,1.239217115,0.89,0.92
22,Methane,LGBM_total,0.936215191,0.875273335,0.946658213,0.682545702,0.910696112,1.053959281,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",1.156470069,0.793481143,0.646911872,0.945371101,1.199717146,0.841150083,0.976675645,1.165495516,0.894607375,0.97,0.18
23,E&E,LGBM_total,0.936215191,0.875273335,0.946658213,0.682545702,0.936749987,0.455590889,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.46753572,0.785669297,0.448711844,0.360470357,0.367924047,0.531940186,0.514111896,0.847773662,0.455359739,0.52,0.16
24,CO2,BGLGBM_total,0.942156415,0.792955595,0.944857585,0.660138596,0.958446265,0.539699172,{'n_estimators': 50},0.706113393,0.657999005,0.684884481,0.673989107,0.665330219,0.773511144,0.844021955,0.622767792,0.663233442,0.68,0.08
25,CFCs,BGLGBM_total,0.942156415,0.792955595,0.944857585,0.660138596,0.655917535,3.540765182,{'n_estimators': 50},0.190811139,0.32249555,0.232625198,0.240869475,0.191923337,0.462107159,0.081429882,0.949636286,1.757387228,0.80,1.09
26,Methane,BGLGBM_total,0.942156415,0.792955595,0.944857585,0.660138596,0.924936853,0.863540552,{'n_estimators': 50},0.8628253,0.63789956,0.528656385,0.861174952,0.930158537,0.790300245,0.891675626,0.982142434,0.792083516,0.81,0.14
27,E&E,BGLGBM_total,0.942156415,0.792955595,0.944857585,0.660138596,0.940849611,0.385703548,{'n_estimators': 50},0.528805386,0.847942515,0.470089951,0.344966547,0.364135321,0.50619925,0.518921887,0.757287467,0.461155737,0.52,0.16
28,CO2,DT_separate,0.890518429,1.628898998,-1,-1,0.921892834,1.08508933,{'criterion': 'friedman_mse'},1.41748926,1.521297626,1.494140708,1.50226108,1.267691576,1.611138652,1.603528601,1.738374475,1.418466852,1.47,0.19
29,CO2,GBR_separate,0.94558954,0.813521291,-1,-1,0.948386391,0.675764792,"{'learning_rate': 0.5, 'n_estimators': 200}",0.730743766,0.728744354,0.720030926,0.755513395,0.763895815,0.837057098,0.823950285,0.730306985,0.778208903,0.75,0.05
30,CO2,BG_separate,0.934731069,0.968367049,-1,-1,0.945229913,0.721969209,{'n_estimators': 100},0.921099008,0.821771442,0.830479621,0.890224566,0.840898491,1.023568871,1.012430879,0.763180612,0.822949375,0.86,0.10
31,CO2,ETR_separate,0.944249489,0.824945769,-1,-1,0.944159002,0.71144888,{'n_estimators': 180},0.849088192,0.680715314,0.801268635,0.85629259,0.756095725,0.94008601,0.9577096,0.740346184,0.820253342,0.81,0.09
32,CO2,RF_separate,0.934848179,0.967337411,-1,-1,0.946150678,0.716814884,{'n_estimators': 200},0.923680934,0.832056552,0.831340122,0.88396705,0.840115545,1.015587867,1.014132068,0.791581114,0.825375041,0.87,0.09
33,CO2,LGBM_separate,0.94481418,0.82715367,-1,-1,0.959119322,0.549948332,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.78549103,0.652962863,0.659384105,0.816353767,0.714083916,0.733193099,0.903862614,0.710073958,0.699968975,0.72,0.10
34,CO2,BGLGBM_separate,0.949572516,0.756458335,-1,-1,0.958125623,0.53990567,{'n_estimators': 50},0.716261556,0.622688787,0.619814986,0.669241091,0.635276971,0.744870601,0.770896478,0.587837093,0.644509027,0.66,0.07
35,CFCs,DT_separate,0.849861414,1.102605854,-1,-1,0.789719575,6.897913705,{'criterion': 'absolute_error'},1.479910831,0.676383886,1.508401394,2.672195454,1.683794252,1.709855201,0.893143996,3.875057258,2.620025414,2.40,1.84
36,CFCs,GBR_separate,0.902950486,0.989454471,-1,-1,0.90256381,1.588818963,"{'learning_rate': 0.1, 'n_estimators': 200}",0.677646207,0.150407458,0.662171839,1.021717449,0.121674597,1.534667407,0.06117479,0.884355521,0.960511558,0.77,0.55
37,CFCs,BG_separate,0.865797158,1.157894931,-1,-1,0.892919456,1.963024333,{'n_estimators': 100},0.777794771,0.391898333,1.275596421,1.605516934,0.709832095,2.054636161,0.067285986,3.844750588,1.966974188,1.47,1.09
38,CFCs,ETR_separate,0.883823053,1.061568804,-1,-1,0.808377852,5.364811047,{'n_estimators': 200},0.842938548,0.382991742,1.02602942,1.491764171,0.203601565,1.827469596,0.248427256,2.540444707,1.806756084,1.57,1.54
39,CFCs,RF_separate,0.865091862,1.156189716,-1,-1,0.892970491,2.100783887,{'n_estimators': 200},0.803536637,0.392114147,1.278297898,1.598230471,0.738965721,2.057053818,0.082414901,3.860434878,2.006582662,1.49,1.10
40,CFCs,LGBM_separate,0.912306868,0.757262347,-1,-1,0.866688707,1.899283298,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 10}",0.495767553,0.25238692,0.35601395,1.363120727,0.434215413,1.275215934,0.290705352,0.850790755,0.962745119,0.82,0.55
41,CFCs,BGLGBM_separate,0.919668355,0.809268129,-1,-1,0.829016206,2.249293987,{'n_estimators': 50},0.45552236,0.195960759,0.610065901,0.978893833,0.307992988,1.309893437,0.066882456,0.847018592,1.28477814,0.83,0.66
42,Methane,DT_separate,0.861493391,1.700586851,-1,-1,0.865062032,1.718493934,{'criterion': 'squared_error'},1.225632125,1.787724868,1.309727072,1.97172378,1.80555811,1.578979779,1.513870409,2.00360376,1.909881908,1.68,0.27
43,Methane,GBR_separate,0.920806389,0.948767315,-1,-1,0.930896635,0.788575013,"{'learning_rate': 0.5, 'n_estimators': 200}",0.718687474,0.802100631,0.604093832,0.954952347,0.946764054,1.004161083,1.109127818,0.98147292,0.788974531,0.87,0.15
44,Methane,BG_separate,0.916938136,1.000978769,-1,-1,0.913173798,0.960157389,{'n_estimators': 100},0.768367446,0.816963256,0.665275973,0.954984605,0.938348985,0.891173271,0.918616624,1.041970551,1.091483826,0.90,0.13
45,Methane,ETR_separate,0.930999523,0.825706176,-1,-1,0.922492365,0.854119144,{'n_estimators': 180},0.643766432,0.695786607,0.648211141,0.888472548,0.864420892,0.840043306,0.720333131,0.951522313,0.628716897,0.77,0.12
46,Methane,RF_separate,0.91723571,0.997872255,-1,-1,0.912063734,0.974036324,{'n_estimators': 200},0.757589487,0.815890212,0.664392364,0.94334743,0.955894376,0.888562301,0.928346825,1.047406209,1.076299615,0.91,0.13
47,Methane,LGBM_separate,0.930449881,0.834297669,-1,-1,0.935577962,0.733676424,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.651650296,0.567229331,0.59383933,0.814808299,0.799582629,0.640683839,0.744623065,0.935562706,0.742711131,0.72,0.11
48,Methane,BGLGBM_separate,0.932035217,0.811669902,-1,-1,0.936277371,0.718497233,{'n_estimators': 50},0.586635206,0.570822323,0.508211895,0.750351302,0.807164248,0.701380515,0.699527793,0.849828015,0.647336321,0.68,0.11
49,E&E,DT_separate,0.85485175,1.170544978,-1,-1,0.880736291,0.960521447,{'criterion': 'friedman_mse'},1.213349071,1.449417825,0.92287433,0.843185882,0.790071985,1.177214676,1.015434603,1.192425419,0.814296255,1.04,0.21
50,E&E,GBR_separate,0.927847115,0.564713454,-1,-1,0.949473146,0.353437611,"{'learning_rate': 0.5, 'n_estimators': 200}",0.385949535,0.738241566,0.597859702,0.401265292,0.415981985,0.58102752,0.399364484,0.701712873,0.454733909,0.50,0.14
51,E&E,BG_separate,0.903866232,0.774497558,-1,-1,0.915700618,0.603309427,{'n_estimators': 100},0.653689946,1.051800723,0.738187022,0.532325383,0.502828112,0.75487134,0.701410666,0.819121016,0.576860466,0.69,0.16
52,E&E,ETR_separate,0.916253065,0.677025972,-1,-1,0.927314064,0.509558499,{'n_estimators': 180},0.532237148,1.019573931,0.651367439,0.304901188,0.504123164,0.596215631,0.653768828,0.687009028,0.500727818,0.60,0.18
53,E&E,RF_separate,0.904322513,0.772450543,-1,-1,0.915391418,0.601555571,{'n_estimators': 200},0.672938104,1.034211681,0.721882111,0.524593039,0.494044659,0.743867041,0.700304101,0.815906041,0.577844414,0.69,0.16
54,E&E,LGBM_separate,0.933509174,0.537771184,-1,-1,0.944786998,0.378848543,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 30}",0.346380808,0.652475055,0.483715807,0.278718284,0.387076269,0.484187741,0.413571262,0.56471649,0.450726864,0.44,0.11
55,E&E,BGLGBM_separate,0.936392204,0.517870291,-1,-1,0.949150176,0.346132105,{'n_estimators': 30},0.350895364,0.720021016,0.463570846,0.288041942,0.333804916,0.464434012,0.41818543,0.601512331,0.441840227,0.44,0.13
