,S,V,L,BET,Vt,Temp(K),K,n,Vmic,Group
1175,0.28,0.2809,0.058,1964.0,1.04,298.0,3.0676504130020485,0.8822666120598854,0.92,0
1176,0.28,0.2809,0.058,445.0,0.357,273.0,4.393915685042779,0.3099953970067451,0.178,2
1177,0.28,0.2809,0.058,866.4,0.513,273.0,4.7336700429803535,0.3269104538895895,0.382,2
1178,0.28,0.2809,0.058,570.8,0.274,273.0,4.013693824412729,0.3876734921902109,0.243,2
1179,0.28,0.2809,0.058,639.2,0.4,273.0,3.5530493214856538,0.4909710648494162,0.256,2
1180,0.28,0.2809,0.058,445.0,0.357,298.0,3.211685391996754,0.4608302572567149,0.178,0
1181,0.28,0.2809,0.058,866.4,0.513,298.0,3.63095496126456,0.4696604771012043,0.382,0
1182,0.28,0.2809,0.058,570.8,0.274,298.0,3.045943395245526,0.58550665682319,0.243,0
1183,0.28,0.2809,0.058,639.2,0.4,298.0,2.193505952966742,0.628667417718028,0.256,0
1184,0.28,0.2809,0.058,1898.0,1.524,273.0,3.793784152346048,0.7553256090426387,0.431,2
1185,0.28,0.2809,0.058,1790.0,1.21,273.0,4.440783450662945,0.6336680616452701,0.475,2
1186,0.28,0.2809,0.058,2424.0,1.375,273.0,4.120465547481821,0.790237107262388,0.513,2
1187,0.28,0.2809,0.058,2358.0,1.854,273.0,4.83379877380302,0.7890433695319277,0.493,2
1188,0.28,0.2809,0.058,1829.0,1.249,273.0,5.054493402449263,0.8127938620711358,0.485,2
1189,0.28,0.2809,0.058,1684.0,1.431,273.0,4.620917070076409,0.6075119707345941,0.481,2
1190,0.28,0.2809,0.058,1898.0,1.524,298.0,2.457188876877281,0.6940692893690001,0.431,0
1191,0.28,0.2809,0.058,1790.0,1.21,298.0,2.700869948758768,0.7891293559015878,0.475,0
1192,0.28,0.2809,0.058,2424.0,1.375,298.0,2.679511152125252,0.841622132971962,0.513,0
1193,0.28,0.2809,0.058,2358.0,1.854,298.0,2.9201536779872783,0.6707703676059997,0.493,0
1194,0.28,0.2809,0.058,1829.0,1.249,298.0,3.139646332285268,0.6589862691758912,0.485,0
1195,0.28,0.2809,0.058,1684.0,1.431,298.0,2.730514133641783,0.7167721644970907,0.481,0
1196,0.28,0.2809,0.058,1898.0,1.524,313.0,1.5991495146273,0.8052438597499076,0.431,1
1197,0.28,0.2809,0.058,1790.0,1.21,313.0,2.147112178278284,0.6949774659450947,0.475,1
1198,0.28,0.2809,0.058,2424.0,1.375,313.0,2.003176097724075,0.8234106228231158,0.513,1
1199,0.28,0.2809,0.058,2358.0,1.854,313.0,2.2274914031896254,0.8206134830260137,0.493,1
1200,0.28,0.2809,0.058,1829.0,1.249,313.0,2.376432127323472,0.7063405401383757,0.485,1
1201,0.28,0.2809,0.058,1684.0,1.431,313.0,2.15314098375899,0.8278443507722341,0.481,1
1202,0.28,0.2809,0.058,778.8,0.32,273.0,4.1106221447757365,0.4238910585268763,0.26,2
1203,0.28,0.2809,0.058,774.0,0.32,273.0,4.494778847405693,0.3944652738278776,0.27,2
1204,0.28,0.2809,0.058,777.7,0.31,273.0,4.40147342502766,0.4526744817725405,0.27,2
1205,0.28,0.2809,0.058,778.8,0.32,298.0,2.8780217483251453,0.543504208779952,0.26,0
1206,0.28,0.2809,0.058,774.0,0.32,298.0,2.9838207150529046,0.4961008350268404,0.27,0
1207,0.28,0.2809,0.058,777.7,0.31,298.0,3.1395671156411478,0.5204044734001145,0.27,0
1208,0.28,0.2809,0.058,982.0,0.62,273.0,4.998968966523353,0.3082133268285023,0.3534,2
1209,0.28,0.2809,0.058,582.0,0.29,273.0,3.001371144987912,0.3112733823672599,0.1856,2
1210,0.28,0.2809,0.058,982.0,0.62,298.0,2.4390860692761485,0.4223554171121503,0.3534,0
1211,0.28,0.2809,0.058,582.0,0.29,298.0,2.167036237599386,0.3336324421276987,0.1856,0
1212,0.28,0.2809,0.058,671.0,0.43,273.0,3.05176043443722,0.3271476125902617,0.23,2
1213,0.28,0.2809,0.058,858.0,0.57,273.0,3.7840673809251126,0.320507562869886,0.27,2
1214,0.28,0.2809,0.058,569.0,0.28,273.0,3.413380212992392,0.2153176827365729,0.2,2
1215,0.28,0.2809,0.058,1142.0,0.85,273.0,3.882851331359203,0.4192319989614912,0.32,2
1216,0.28,0.2809,0.058,886.0,0.57,273.0,3.895639613969805,0.3177525259844359,0.29,2
1217,0.28,0.2809,0.058,1316.0,1.14,273.0,3.955729514908021,0.4571755759287618,0.33,2
1218,0.28,0.2809,0.058,1033.0,0.69,273.0,3.634980724728048,0.4030149802606507,0.29,2
1219,0.28,0.2809,0.058,671.0,0.43,298.0,2.371143479825528,0.325185419828988,0.23,0
1220,0.28,0.2809,0.058,858.0,0.57,298.0,2.5157362752859305,0.3636213901482469,0.27,0
1221,0.28,0.2809,0.058,569.0,0.28,298.0,2.4713500787346008,0.28374405815137,0.2,0
1222,0.28,0.2809,0.058,1142.0,0.85,298.0,2.6781579382860574,0.4247802633391501,0.32,0
1223,0.28,0.2809,0.058,886.0,0.57,298.0,2.8724352747348374,0.3120253693707893,0.29,0
1224,0.28,0.2809,0.058,1316.0,1.14,298.0,2.757301219043494,0.4684337210440123,0.33,0
1225,0.28,0.2809,0.058,1033.0,0.69,298.0,2.585822731744343,0.4056704478329505,0.29,0
1226,0.28,0.2809,0.058,660.0,0.28,273.0,4.344108613056609,0.3976343395283144,0.24,2
1227,0.28,0.2809,0.058,1076.0,0.44,273.0,6.131737076476417,0.4909839410500404,0.38,2
1228,0.28,0.2809,0.058,1268.0,0.55,273.0,5.517188074080975,0.6412107059327042,0.5,2
1229,0.28,0.2809,0.058,1480.0,0.71,273.0,5.419853432328287,0.6712595487392994,0.48,2
1230,0.28,0.2809,0.058,1161.0,0.38,273.0,5.970127700544623,0.5149487084751683,0.35,2
1231,0.28,0.2809,0.058,1804.0,0.85,273.0,5.241448418350988,0.6656892532340674,0.66,2
1232,0.28,0.2809,0.058,1857.0,0.87,273.0,5.068935521710308,0.6686642423794724,0.48,2
1233,0.28,0.2809,0.058,660.0,0.28,298.0,2.941007453338872,0.738710269487095,0.24,0
1234,0.28,0.2809,0.058,1076.0,0.44,298.0,4.159225634543637,0.6070415187978043,0.38,0
1235,0.28,0.2809,0.058,1268.0,0.55,298.0,3.621424045910413,0.6820866126019366,0.5,0
1236,0.28,0.2809,0.058,1480.0,0.71,298.0,3.376751641293433,0.4994104498136238,0.48,0
1237,0.28,0.2809,0.058,1161.0,0.38,298.0,3.753005845494449,0.6244772627225961,0.35,0
1238,0.28,0.2809,0.058,1804.0,0.85,298.0,3.171864806834755,0.7278412310337907,0.66,0
1239,0.28,0.2809,0.058,1857.0,0.87,298.0,3.0700771132014584,0.7615099153007762,0.48,0
1312,0.28,0.2809,0.058,2803.0,1.63,298.0,3.702711396031512,0.70663326766195,1.21,0
1313,0.28,0.2809,0.058,2507.0,1.42,298.0,2.7405503601278727,0.7600942486807981,1.08,0
1314,0.28,0.2809,0.058,2919.0,1.83,298.0,3.2831506284370358,0.7366505848641033,1.54,0
1315,0.28,0.2809,0.058,2919.0,1.83,273.0,5.576571112702126,0.7193235732819809,1.54,2
1316,0.28,0.2809,0.058,2803.0,1.63,273.0,6.2225286283614,0.6601541278564382,1.21,2
1317,0.28,0.2809,0.058,2507.0,1.42,273.0,4.78393271917618,0.6809326108140131,1.08,2
1318,0.28,0.2809,0.058,2776.0,1.83,298.0,3.134884766658306,0.7232751103868906,1.31,0
1319,0.28,0.2809,0.058,1174.0,0.74,298.0,2.7471357710884927,0.5976952680237172,0.47,0
1320,0.28,0.2809,0.058,2776.0,1.83,273.0,4.396107398518064,0.7018761379467028,1.31,2
1321,0.28,0.2809,0.058,1174.0,0.74,273.0,4.954388124438255,0.5615610971827465,0.47,2
1340,0.28,0.2809,0.058,1227.0,0.575,273.0,6.729145139126109,0.570699380569853,0.544,2
1341,0.28,0.2809,0.058,821.0,0.541,273.0,7.685032118916055,0.4839781464439083,0.409,2
1342,0.28,0.2809,0.058,802.0,0.456,273.0,6.107034556117369,0.5127087074843742,0.424,2
1343,0.28,0.2809,0.058,1182.0,0.556,273.0,6.876534612873006,0.5462502552667587,0.522,2
1344,0.28,0.2809,0.058,662.0,0.386,273.0,4.410198233928471,0.5285414523763482,0.342,2
1345,0.28,0.2809,0.058,1227.0,0.575,298.0,4.602851230225292,0.7636385296543892,0.544,0
1346,0.28,0.2809,0.058,821.0,0.541,298.0,4.988039508075411,0.7653761523063487,0.409,0
1347,0.28,0.2809,0.058,802.0,0.456,298.0,4.288526747955107,0.7538295746419266,0.424,0
1348,0.28,0.2809,0.058,1182.0,0.556,298.0,4.754542235903478,0.7666713907561095,0.522,0
1349,0.28,0.2809,0.058,662.0,0.386,298.0,3.354881050470493,0.762420498371902,0.342,0
1350,0.28,0.2809,0.058,1227.0,0.575,303.0,3.6815269117973504,0.6750234580335815,0.544,0
1351,0.28,0.2809,0.058,821.0,0.541,303.0,4.14062948549777,0.6309398770407202,0.409,0
1352,0.28,0.2809,0.058,802.0,0.456,303.0,3.642083660422447,0.6194802785902987,0.424,0
1353,0.28,0.2809,0.058,1182.0,0.556,303.0,3.8842483630287368,0.6650050600255754,0.522,0
1354,0.28,0.2809,0.058,662.0,0.386,303.0,2.7359160092846766,0.5700793962952075,0.342,0
1355,0.28,0.2809,0.058,892.0,0.39,273.0,5.376027930785975,0.4518988135966132,0.38,2
1356,0.28,0.2809,0.058,1154.0,0.48,273.0,6.058648116826127,0.4670970359969197,0.48,2
1357,0.28,0.2809,0.058,1350.0,0.58,273.0,6.603533637437109,0.5216181836682454,0.57,2
1358,0.28,0.2809,0.058,1551.0,0.65,273.0,6.445803570169788,0.5943651484629369,0.63,2
1359,0.28,0.2809,0.058,1763.0,0.75,273.0,5.510226572052997,0.6242516879175313,0.73,2
1360,0.28,0.2809,0.058,892.0,0.39,298.0,3.53199260026728,0.5922137158392836,0.38,0
1361,0.28,0.2809,0.058,1154.0,0.48,298.0,3.7539285113155816,0.6464665319051714,0.48,0
1362,0.28,0.2809,0.058,892.0,0.39,303.0,2.665016547748313,0.6703964487965908,0.38,0
1363,0.28,0.2809,0.058,1154.0,0.48,303.0,3.347099501130886,0.6566244151110127,0.48,0
1364,0.28,0.2809,0.058,460.0,0.26,273.0,3.03024010793225,0.4355474761268852,0.2,2
1365,0.28,0.2809,0.058,1004.0,0.54,273.0,4.654328495215744,0.5443561885899585,0.41,2
1366,0.28,0.2809,0.058,1704.0,0.9,273.0,6.412721006216048,0.6119947691302733,0.72,2
1367,0.28,0.2809,0.058,2432.0,1.27,273.0,6.154268632611824,0.735340117468006,0.76,2
1368,0.28,0.2809,0.058,3238.0,1.76,273.0,4.719855859157171,0.8262222086994592,1.02,2
1369,0.28,0.2809,0.058,460.0,0.26,298.0,1.9949909116070923,0.5437018290670595,0.2,0
1370,0.28,0.2809,0.058,1004.0,0.54,298.0,2.8141135537584643,0.6593768148400959,0.41,0
1371,0.28,0.2809,0.058,1704.0,0.9,298.0,3.601325272303629,0.7437970154258842,0.72,0
1372,0.28,0.2809,0.058,2432.0,1.27,298.0,3.2315533785088477,0.8153458567021465,0.76,0
1373,0.28,0.2809,0.058,3238.0,1.76,298.0,2.427742487670826,0.8913788899502368,1.02,0
1374,0.28,0.2809,0.058,885.0,0.541,313.0,2.0926014048093493,0.6670672562529227,0.314,1
1375,0.28,0.2809,0.058,885.0,0.541,343.0,1.2695960004846611,0.7635481287457823,0.314,1
1376,0.28,0.2809,0.058,885.0,0.541,373.0,0.8820730567833782,0.8579553506568155,0.314,1
1377,0.28,0.2809,0.058,862.0,0.522,313.0,1.7978917866755078,0.4950694239650053,0.308,1
1378,0.28,0.2809,0.058,862.0,0.522,343.0,1.143883555050262,0.6290173058391118,0.308,1
1379,0.28,0.2809,0.058,862.0,0.522,373.0,0.777941015072636,0.6377639190723123,0.308,1
1380,0.28,0.2809,0.058,889.0,0.546,313.0,1.9413878577763488,0.6057863029450867,0.311,1
1381,0.28,0.2809,0.058,889.0,0.546,343.0,1.209933588242635,0.7083277869694059,0.311,1
1382,0.28,0.2809,0.058,889.0,0.546,373.0,0.7924432224631205,0.7886806133895847,0.311,1
1383,0.28,0.2809,0.058,893.0,0.55,313.0,1.9760400231447253,0.6406050901273618,0.319,1
1384,0.28,0.2809,0.058,893.0,0.55,343.0,1.1636436740094758,0.7201678278240995,0.319,1
1385,0.28,0.2809,0.058,893.0,0.55,373.0,0.742940763147096,0.7894153450848169,0.319,1
1386,0.28,0.2809,0.058,960.0,0.58,313.0,1.8849468935173364,0.6902345357381415,0.336,1
1387,0.28,0.2809,0.058,960.0,0.58,343.0,1.1211906868644743,0.7600151289230914,0.336,1
1388,0.28,0.2809,0.058,960.0,0.58,373.0,0.732291006060065,0.8093139734736352,0.336,1
1389,0.28,0.2809,0.058,1055.0,0.632,313.0,2.1950961210797724,0.7227436278303766,0.367,1
1390,0.28,0.2809,0.058,1055.0,0.632,343.0,1.3909472082515726,0.7864662265325342,0.367,1
1391,0.28,0.2809,0.058,1055.0,0.632,373.0,0.967736352536601,0.7995897717301229,0.367,1
1392,0.28,0.2809,0.058,277.4,0.67,298.0,2.3502933712462277,0.4016440533386296,0.09,0
1393,0.28,0.2809,0.058,195.6,0.46,298.0,1.8238079622136891,0.423828875006989,0.06,0
1412,0.28,0.2809,0.058,983.0,0.48,273.0,4.491295878335734,0.4878572763851007,0.38,2
1413,0.28,0.2809,0.058,983.0,0.48,298.0,2.8930593450390467,0.5839896810138319,0.38,0
1414,0.28,0.2809,0.058,663.0,0.31,273.0,3.7911535469356656,0.4662857854381403,0.26,2
1415,0.28,0.2809,0.058,663.0,0.31,298.0,2.407481046378805,0.5724476353751332,0.26,0
1416,0.28,0.2809,0.058,1620.0,0.97,273.0,6.536869740910116,0.5792447416119758,0.66,2
1417,0.28,0.2809,0.058,1620.0,0.97,298.0,3.7907425665060974,0.6924631287284163,0.66,0
1418,0.28,0.2809,0.058,1013.0,0.73,273.0,4.34809501728197,0.5030178478622057,0.45,2
1419,0.28,0.2809,0.058,1013.0,0.73,298.0,2.8243391354220475,0.6152121906719077,0.45,0
1420,0.28,0.2809,0.058,2679.0,1.56,273.0,4.476180970823751,0.8204880645569171,0.89,2
1421,0.28,0.2809,0.058,2679.0,1.56,298.0,2.3824716827420365,0.8613273361504108,0.89,0
1422,0.28,0.2809,0.058,2040.0,1.24,273.0,3.8118163567993113,0.8360426516687193,0.57,2
1423,0.28,0.2809,0.058,2040.0,1.24,298.0,2.025114073194876,0.8877236738358573,0.57,0
1424,0.28,0.2809,0.058,486.0,0.42,273.0,2.744380113532126,0.479185156901232,0.19,2
1425,0.28,0.2809,0.058,650.0,0.53,273.0,3.342784286412489,0.495498036995864,0.26,2
1426,0.28,0.2809,0.058,394.0,0.27,273.0,2.9161469308284773,0.4169958919444997,0.16,2
1427,0.28,0.2809,0.058,798.0,0.54,273.0,3.938837333216222,0.4524325439255374,0.34,2
1428,0.28,0.2809,0.058,1518.0,1.11,273.0,4.796990344313052,0.5537431188605791,0.54,2
1429,0.28,0.2809,0.058,1873.0,1.56,273.0,3.824601694691932,0.7019896796423793,0.56,2
1430,0.28,0.2809,0.058,486.0,0.42,298.0,1.7850304041367555,0.588078166161739,0.19,0
1431,0.28,0.2809,0.058,650.0,0.53,298.0,2.114328146224235,0.5895572647914136,0.26,0
1432,0.28,0.2809,0.058,394.0,0.27,298.0,2.028049549657203,0.5142536460226396,0.16,0
1433,0.28,0.2809,0.058,798.0,0.54,298.0,2.547937926043274,0.5373399202558968,0.34,0
1434,0.28,0.2809,0.058,1518.0,1.11,298.0,2.941603501081716,0.6404049235887583,0.54,0
1435,0.28,0.2809,0.058,1873.0,1.56,298.0,2.172837068453356,0.7886377460935372,0.56,0
1436,0.28,0.2809,0.058,1871.0,0.91,273.0,6.654944098762478,0.5506449940405881,0.66,2
1437,0.28,0.2809,0.058,1156.0,0.53,273.0,5.5370340389769,0.4469379052022878,0.4,2
1438,0.28,0.2809,0.058,2127.0,0.99,273.0,6.6343334284506605,0.6410899450875097,0.75,2
1439,0.28,0.2809,0.058,2183.0,1.01,273.0,6.217289937970219,0.6318957454865233,0.79,2
1440,0.28,0.2809,0.058,2898.0,1.48,273.0,5.19495603321375,0.6351469540903818,1.0,2
1441,0.28,0.2809,0.058,1156.0,0.53,298.0,3.8858961851422658,0.5367618128116612,0.4,0
1442,0.28,0.2809,0.058,1871.0,0.91,298.0,4.321130942256063,0.6302116686844046,0.66,0
1443,0.28,0.2809,0.058,2127.0,0.99,298.0,4.056997689764636,0.7056332989669009,0.75,0
1444,0.28,0.2809,0.058,2183.0,1.01,298.0,3.85298784478907,0.7247402855571362,0.79,0
1445,0.28,0.2809,0.058,2898.0,1.48,298.0,3.655648694989612,0.7742914800017865,1.0,0
1446,0.28,0.2809,0.058,1413.0,0.75,273.0,6.897609957071235,0.5061692546646134,0.55,2
1447,0.28,0.2809,0.058,1201.0,0.63,273.0,6.558860358641425,0.4967075803602345,0.47,2
1448,0.28,0.2809,0.058,1181.0,0.61,273.0,6.279546769676158,0.5091645324452144,0.47,2
1449,0.28,0.2809,0.058,1413.0,0.75,298.0,4.524254575936064,0.6065618241380755,0.55,0
1450,0.28,0.2809,0.058,1201.0,0.63,298.0,4.416247432136258,0.6135867091227432,0.47,0
1451,0.28,0.2809,0.058,1181.0,0.61,298.0,4.213507081506693,0.615112605109196,0.47,0
1452,0.28,0.2809,0.058,868.0,0.49,273.0,5.40640234314058,0.4551472019171534,0.33,2
1453,0.28,0.2809,0.058,985.0,0.52,273.0,5.712841115466911,0.4232870810236003,0.38,2
1454,0.28,0.2809,0.058,868.0,0.49,298.0,3.7482005769596314,0.557132487770122,0.33,0
1455,0.28,0.2809,0.058,985.0,0.52,298.0,3.9166114516866326,0.5187096718981791,0.38,0
1486,0.28,0.2809,0.058,741.0,0.3,273.0,4.276688218666982,0.413064364221836,0.25,2
1487,0.28,0.2809,0.058,741.0,0.3,298.0,3.0214823612170214,0.5185767133363357,0.25,0
1488,0.28,0.2809,0.058,1377.0,0.56,273.0,6.258515477380081,0.5347937669576259,0.47,2
1489,0.28,0.2809,0.058,1377.0,0.56,298.0,3.997848693542605,0.661643600357983,0.47,0
1490,0.28,0.2809,0.058,2676.0,1.36,273.0,4.511447667075259,0.8016932850989436,0.29,2
1491,0.28,0.2809,0.058,2676.0,1.36,298.0,2.499358606816943,0.8455792438821155,0.29,0
1499,0.28,0.2809,0.058,1477.0,0.76,273.0,6.888367448983978,0.3944984261609962,0.35,2
1500,0.28,0.2809,0.058,1012.0,0.54,273.0,5.839833974113846,0.3117981707408429,0.33,2
1501,0.28,0.2809,0.058,2403.0,1.3,273.0,6.03053898445616,0.4845589165733528,0.3,2
1502,0.28,0.2809,0.058,2393.0,1.28,273.0,6.484177146050314,0.4534466848310534,0.38,2
1503,0.28,0.2809,0.058,1452.0,0.81,273.0,5.083064483295188,0.5145842111744974,0.4,2
1504,0.28,0.2809,0.058,1477.0,0.76,298.0,4.12486060119565,0.4783356422508212,0.35,0
1505,0.28,0.2809,0.058,1012.0,0.54,298.0,3.71093713694704,0.4048166099854428,0.33,0
1506,0.28,0.2809,0.058,2403.0,1.3,298.0,3.7066637311252753,0.5389002966717266,0.3,0
1507,0.28,0.2809,0.058,2393.0,1.28,298.0,3.9970420743678825,0.5209450030874195,0.38,0
1508,0.28,0.2809,0.058,1452.0,0.81,298.0,3.343429332318455,0.5471395944333172,0.4,0
1509,0.28,0.2809,0.058,2039.0,1.12,273.0,6.290997735392494,0.4505267231406537,0.33,2
1510,0.28,0.2809,0.058,2327.0,1.37,273.0,5.518453223601638,0.5265554749756249,0.18,2
1511,0.28,0.2809,0.058,2003.0,1.06,273.0,6.746935626626602,0.3955284497173463,0.62,2
1512,0.28,0.2809,0.058,1748.0,0.92,273.0,7.048282748921374,0.3626244883818684,0.56,2
1513,0.28,0.2809,0.058,2039.0,1.12,298.0,3.947311564823589,0.507782413596406,0.33,0
1514,0.28,0.2809,0.058,2327.0,1.37,298.0,3.355681826794828,0.5784426724429949,0.18,0
1515,0.28,0.2809,0.058,2003.0,1.06,298.0,4.002371068054013,0.4963984979192964,0.62,0
1516,0.28,0.2809,0.058,1748.0,0.92,298.0,4.4866213737326825,0.4484499868335388,0.56,0
1517,0.28,0.2809,0.058,1002.0,0.9,373.0,1.1088546908657106,0.8893216557354301,0.44,1
1518,0.28,0.2809,0.058,903.0,0.7,373.0,0.9923406463858696,0.8689982696909242,0.4,1
1519,0.28,0.2809,0.058,903.0,0.7,323.0,1.615764436008328,0.8157111840429424,0.4,1
1520,0.28,0.2809,0.058,1320.0,0.82,373.0,0.7036508144964326,0.807056739128204,0.45,1
1521,0.28,0.2809,0.058,1320.0,0.82,323.0,1.550483927841694,0.7010380836025893,0.45,1
1522,0.28,0.2809,0.058,1320.0,0.82,298.0,2.124146424685809,0.7055192676173737,0.45,0
1523,0.28,0.2809,0.058,159.0,0.12,303.0,1.3645808121517575,0.2308270679800007,0.09,0
1524,0.28,0.2809,0.058,335.0,0.19,303.0,1.864721007137026,0.2549099257949719,0.17,0
1525,0.28,0.2809,0.058,502.0,0.27,303.0,1.1529297690658753,0.4015784790412475,0.25,0
1526,0.28,0.2809,0.058,943.0,0.51,303.0,2.072789308971404,0.2911583144371646,0.45,0
1527,0.28,0.2809,0.058,943.0,0.51,323.0,1.5045264628177497,0.3867373352058593,0.45,1
1528,0.28,0.2809,0.058,502.0,0.27,323.0,1.394935438483231,0.3088490254606658,0.25,1
1529,0.28,0.2809,0.058,335.0,0.19,323.0,1.3882275865921174,0.2801944411335142,0.17,1
1530,0.28,0.2809,0.058,159.0,0.12,323.0,1.2592841890049524,0.309049810330811,0.09,1
1549,0.28,0.2809,0.058,871.0,0.66,273.0,2.6951001123935283,0.6434397894997606,0.33,2
1550,0.28,0.2809,0.058,520.0,0.58,273.0,2.0382113757766467,0.4594808851871759,0.15,2
1551,0.28,0.2809,0.058,417.0,0.31,273.0,2.9294905443196115,0.3820683027878397,0.16,2
1552,0.28,0.2809,0.058,426.0,0.33,273.0,2.6263456564061083,0.4078444552547881,0.18,2
1553,0.28,0.2809,0.058,749.0,0.47,273.0,3.804290066585104,0.4287811620938219,0.29,2
1554,0.28,0.2809,0.058,2065.0,1.08,273.0,5.21465712577245,0.7314659023802317,0.91,2
1555,0.28,0.2809,0.058,1668.0,1.09,273.0,2.702045211322042,0.8476676735667874,0.49,2
1556,0.28,0.2809,0.058,871.0,0.66,298.0,1.4220040178856197,0.8181645866382287,0.33,0
1557,0.28,0.2809,0.058,520.0,0.58,298.0,1.3483695144301917,0.5646324129244961,0.15,0
1558,0.28,0.2809,0.058,417.0,0.31,298.0,2.0963339278406847,0.4757326034616817,0.16,0
1559,0.28,0.2809,0.058,426.0,0.33,298.0,1.752925215697145,0.5127542916654841,0.18,0
1560,0.28,0.2809,0.058,749.0,0.47,298.0,3.033583371346312,0.5108388661740009,0.29,0
1561,0.28,0.2809,0.058,2065.0,1.08,298.0,3.441600069791604,0.7765495879433172,0.91,0
1562,0.28,0.2809,0.058,1668.0,1.09,298.0,1.7489284458633836,0.8497507030918812,0.49,0
1563,0.28,0.2809,0.058,852.0,0.46,273.0,4.812452865850371,0.442919680035725,0.4,2
1564,0.28,0.2809,0.058,781.0,0.42,273.0,5.010394554370686,0.5044470427776899,0.35,2
1565,0.28,0.2809,0.058,1191.0,0.6,273.0,6.675329084788912,0.5896730483110348,0.54,2
1566,0.28,0.2809,0.058,406.0,0.4,273.0,4.013065939629617,0.4531886272479286,0.12,2
1567,0.28,0.2809,0.058,522.0,0.3,273.0,6.506846303835319,0.5260213459079595,0.24,2
1568,0.28,0.2809,0.058,978.0,0.52,273.0,5.677535076597408,0.6066980982979697,0.44,2
1569,0.28,0.2809,0.058,852.0,0.46,298.0,3.400863580255077,0.6050666823578624,0.4,0
1570,0.28,0.2809,0.058,781.0,0.42,298.0,3.4873314343608097,0.610216916449662,0.35,0
1571,0.28,0.2809,0.058,1191.0,0.6,298.0,3.962558045665896,0.7150107918565926,0.54,0
1572,0.28,0.2809,0.058,406.0,0.4,298.0,2.8850349517491405,0.4702668591644266,0.12,0
1573,0.28,0.2809,0.058,522.0,0.3,298.0,4.0211593571981,0.5374438385799378,0.24,0
1574,0.28,0.2809,0.058,978.0,0.52,298.0,3.455884414494932,0.5754084584529574,0.44,0
1575,0.28,0.2809,0.058,656.0,0.39,298.0,2.1459542293632574,0.6664909582863076,0.17,0
1576,0.28,0.2809,0.058,629.0,0.39,298.0,2.4727481158099898,0.600807621122607,0.25,0
1577,0.28,0.2809,0.058,705.0,0.38,298.0,2.6349241874609786,0.6821573855968348,0.36,0
1578,0.28,0.2809,0.058,751.0,0.41,298.0,2.7530724121261256,0.593783509470692,0.39,0
1579,0.28,0.2809,0.058,1148.0,0.6,298.0,2.995744955952674,0.5541911808670565,0.52,0
1580,0.28,0.2809,0.058,500.0,0.28,298.0,2.260390717846529,0.486387309577851,0.23,0
1581,0.28,0.2809,0.058,656.0,0.39,273.0,3.141577099779042,0.527879207385586,0.17,2
1582,0.28,0.2809,0.058,629.0,0.39,273.0,3.723147449804231,0.5140644973593957,0.25,2
1583,0.28,0.2809,0.058,705.0,0.38,273.0,4.072740016398958,0.6492343343277094,0.36,2
1584,0.28,0.2809,0.058,751.0,0.41,273.0,4.269884828865379,0.4955669659707264,0.39,2
1585,0.28,0.2809,0.058,1148.0,0.6,273.0,4.532624940402922,0.4964030524619892,0.52,2
1586,0.28,0.2809,0.058,500.0,0.28,273.0,3.355124862266602,0.4727612787110994,0.23,2
1587,0.28,0.2809,0.058,917.0,0.55,288.0,4.53505432508603,0.391470072517419,0.23,0
1588,0.28,0.2809,0.058,917.0,0.55,298.0,3.8351418568162496,0.4057245033586981,0.23,0
1589,0.28,0.2809,0.058,917.0,0.55,313.0,3.1646547811775387,0.498203073733762,0.23,0
1590,0.28,0.2809,0.058,190.0,0.12,273.0,1.8984039973381148,0.3869177717487936,0.07,2
1591,0.28,0.2809,0.058,271.0,0.16,273.0,2.789831066199802,0.3598700571741346,0.1,2
1592,0.28,0.2809,0.058,1068.0,0.53,273.0,4.805547790759277,0.48635436256202,0.44,2
1593,0.28,0.2809,0.058,550.0,0.29,273.0,3.53632962458418,0.3643956670714944,0.22,2
1594,0.28,0.2809,0.058,2305.0,1.21,273.0,5.664649384534833,0.6065233669788292,0.89,2
1595,0.28,0.2809,0.058,734.0,0.39,273.0,3.7558155296487534,0.3874306896630657,0.29,2
1596,0.28,0.2809,0.058,1293.0,0.66,273.0,4.783858529829873,0.4929095539715348,0.55,2
1597,0.28,0.2809,0.058,2436.0,1.33,273.0,5.4365323367093294,0.6407407694724516,0.89,2
1598,0.28,0.2809,0.058,190.0,0.12,298.0,1.6487541256915934,0.4572573434105776,0.07,0
1599,0.28,0.2809,0.058,271.0,0.16,298.0,2.0954550754183754,0.4340681284670473,0.1,0
1600,0.28,0.2809,0.058,1068.0,0.53,298.0,3.0931996506941326,0.4856132700116217,0.44,0
1601,0.28,0.2809,0.058,328.0,0.2,298.0,1.94705674057925,0.4298521199097946,0.12,0
1602,0.28,0.2809,0.058,550.0,0.29,298.0,2.327887299213923,0.418650231456258,0.22,0
1603,0.28,0.2809,0.058,2305.0,1.21,298.0,3.48837459066031,0.6153490354115462,0.89,0
1604,0.28,0.2809,0.058,734.0,0.39,298.0,2.335768268902032,0.4985990251817242,0.29,0
1605,0.28,0.2809,0.058,1293.0,0.66,298.0,2.9844192155153944,0.5030349814766951,0.55,0
1606,0.28,0.2809,0.058,2436.0,1.33,298.0,3.245507946094792,0.6780725831199039,0.89,0
1607,0.28,0.2809,0.058,761.0,0.419,273.0,3.1954775919693263,0.448305827498583,0.363,2
