,Literature,Unnamed: 1,GAC,GAS,E,S,A,B,V,L,BET,Vt,Vmeso,Vmic,%C,%O,%N,Temp(K),Pressure,Adsorp(mmol/g),Index,logP,logQ,logD,Label,Unnamed: 25,K,n,R2
2722,,39,CAC-700-3,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1521,0.6,0.03,0.57,85.6,13.3,1.12,298,0.026548673,0.430278884,2559,-3.62877553,-0.843321712,2.785453818,E&E,4882,4.933819979,0.527738006,0.991337299
2731,,48,,Ethane,0,0,0,0,0.3904,0.492,1521,0.6,0.03,0.57,85.6,13.3,1.12,298,0.014749263,0.645418327,2560,-4.216562195,-0.437856604,3.778705591,E&E,4883,5.78265262,0.482819815,0.993294957
2739,,56,CAC-900-3,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1694,0.74,0.18,0.56,91.99,7.36,0.65,298,0.008849558,0.119521912,2561,-4.727387819,-2.124255557,2.603132261,E&E,4884,4.869649094,0.576395491,0.996504856
2749,,66,,Ethane,0,0,0,0,0.3904,0.492,1694,0.74,0.18,0.56,91.99,7.36,0.65,298,0.05899705,1.266932271,2562,-2.830267834,0.236598444,3.066866277,E&E,4885,6.057681592,0.513751056,0.996792426
2757,,74,CAC-700-3,Ethane,0,0,0,0,0.3904,0.492,1521,0.6,0.03,0.57,85.6,13.3,1.12,273,0.024329159,1.972093023,2563,-3.71607968,0.679095427,4.395175108,E&E,4886,7.531800744,0.358035698,0.99524298
2766,,83,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1521,0.6,0.03,0.57,85.6,13.3,1.12,273,0.058954482,1.153488372,2564,-2.830989621,0.142790718,2.973780339,E&E,4887,5.320222786,0.499422612,0.997245951
2773,,90,CAC-800-3,Ethane,0,0,0,0,0.3904,0.492,2063,0.91,0.24,0.67,88.05,9.92,2.02,273,0.012765957,0.897298367,2565,-4.360973225,-0.108366844,4.252606381,E&E,4888,7.685743467,0.382260248,0.97651389
2783,,100,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2063,0.91,0.24,0.67,88.05,9.92,2.02,273,0.004255319,0.115586343,2566,-5.459585514,-2.157737466,3.301848048,E&E,4889,6.277828157,0.462670315,0.992736452
2792,,109,CAC-900-3,Ethane,0,0,0,0,0.3904,0.492,1694,0.74,0.18,0.56,91.99,7.36,0.65,273,0.003702978,0.777272727,2567,-5.598617903,-0.25196399,5.346653913,E&E,4890,8.2559365,0.422451152,0.995412495
2800,,117,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1694,0.74,0.18,0.56,91.99,7.36,0.65,273,0.003996865,0.163636364,2568,-5.522244924,-1.810108608,3.712136316,E&E,4891,7.11598679,0.48599464,0.995209735
2809,,126,CAC-800-2,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1409,0.65,0.09,0.56,,,,273,0.017152659,0.293233083,2569,-4.065602093,-1.226787482,2.838814611,E&E,4892,4.409760685,0.501877787,0.989826212
2817,,134,,Ethane,0,0,0,0,0.3904,0.492,1409,0.65,0.09,0.56,,,,273,0.041166381,1.060150376,2570,-3.190133356,0.058410762,3.248544118,E&E,4893,5.216404728,0.447840871,0.994291996
2825,,142,CAC-800-4,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2002,0.89,0.34,0.65,,,,273,0.015437393,0.135338346,2571,-4.170962609,-1.99997737,2.170985239,E&E,4894,4.772092727,0.570128002,0.993936031
2835,,152,,Ethane,0,0,0,0,0.3904,0.492,2002,0.89,0.34,0.65,,,,273,0.006861063,0.045112782,2572,-4.981892825,-3.098589659,1.883303166,E&E,4895,5.736372441,0.524392193,0.994744497
2846,17,0,ZTC,Ethane,0,0,0,0,0.3904,0.492,3591,,,1.66,,,,297,0.411522634,3.594906541,2573,-0.887891257,1.279517994,2.167409251,E&E,4896,7.316474092,0.366948392,0.947604877
2854,,13,,Ethane,0,0,0,0,0.3904,0.492,3591,,,1.66,,,,314,0.658436214,2.988513392,2574,-0.417887628,1.09477607,1.512663698,E&E,4897,6.318391369,0.349590944,0.910189451
2864,,23,,Ethane,0,0,0,0,0.3904,0.492,3591,,,1.66,,,,344,0.658436214,1.735988139,2575,-0.417887628,0.551576784,0.969464412,E&E,4898,3.893149007,0.461562427,0.964393074
2874,,33,,Ethane,0,0,0,0,0.3904,0.492,3591,,,1.66,,,,375,0.740740741,1.251028807,2576,-0.300104592,0.223966258,0.524070851,E&E,4899,2.306912676,0.572650467,0.982149545
2882,,41,,Ethane,0,0,0,0,0.3904,0.492,3591,,,1.66,,,,421,0.864197531,0.644801929,2577,-0.145953913,-0.438812097,-0.292858184,E&E,4900,1.610987706,0.563342057,0.959633011
2893,,52,MSC-30,Ethane,0,0,0,0,0.3904,0.492,3244,,,1.54,,,,297,0.367631198,2.969348659,2578,-1.000675023,1.088342622,2.089017645,E&E,4901,7.347837587,0.344533549,0.972179988
2903,,62,,Ethane,0,0,0,0,0.3904,0.492,3244,,,1.54,,,,315,0.407229361,2.586206897,2579,-0.898378711,0.950192284,1.848570995,E&E,4902,6.066004498,0.37179022,0.981337383
2912,,71,,Ethane,0,0,0,0,0.3904,0.492,3244,,,1.54,,,,346,0.769005578,2.490421456,2580,-0.262657056,0.912451956,1.175109012,E&E,4903,4.216853636,0.430369191,0.986880191
2921,,80,,Ethane,0,0,0,0,0.3904,0.492,3244,,,1.54,,,,377,0.808372623,1.963601533,2581,-0.212732159,0.674780304,0.887512463,E&E,4904,3.12596012,0.46391994,0.989851185
2929,,88,,Ethane,0,0,0,0,0.3904,0.492,3244,,,1.54,,,,423,0.88756895,1.197318008,2582,-0.11926907,0.180084062,0.299353132,E&E,4905,1.957570827,0.507869686,0.983477809
2937,18,15,SMC1,Ethane,0,0,0,0,0.3904,0.492,1231,0.49,0.06,0.43,,,,298,0.065666041,2.447662883,2584,-2.723173363,0.895133644,3.618307007,E&E,4907,5.161274535,0.242344733,0.981725894
2951,,42,SMC-2,Propane,0,0,0,0,0.5312,1.05,1543,0.62,0.08,0.54,,,,298,0.006531192,2.323943662,2585,-5.031165799,0.843265597,5.874431396,E&E,4908,7.472366098,0.175483297,0.904018745
2965,,58,SMC-2,Ethane,0,0,0,0,0.3904,0.492,1543,0.62,0.08,0.54,,,,298,0.008947906,0.774647887,2586,-4.716335698,-0.255346692,4.460989006,E&E,4909,7.028847801,0.387572531,0.986232505
2976,,79,SMC-3,Propane,0,0,0,0,0.5312,1.05,1999,0.81,0.12,0.69,,,,298,0.007692679,1.540422768,2587,-4.86748618,0.432056904,5.299543084,E&E,4910,8.708358235,0.312256561,0.986456698
2991,,94,SMC-3,Ethane,0,0,0,0,0.3904,0.492,1999,0.81,0.12,0.69,,,,298,0.009307571,0.260840183,2588,-4.676927111,-1.343847386,3.333079725,E&E,4911,5.519331697,0.546386836,0.997141241
3002,,125,SMC-1,Ethane,0,0,0,0,0.3904,0.492,1231,0.49,0.06,0.43,,,,288,0.010351967,1.243201493,2590,-4.570578741,0.217689902,4.788268643,E&E,4913,5.602551115,0.255150064,0.961086437
3015,,147,SMC-2,Propane,0,0,0,0,0.5312,1.05,1543,0.62,0.08,0.54,,,,288,0.006315789,2.819513536,2591,-5.064702515,1.036564365,6.10126688,E&E,4914,7.336853171,0.136186955,0.905927517
3027,,159,SMC-2,Ethane,0,0,0,0,0.3904,0.492,1543,0.62,0.08,0.54,,,,288,0.008421053,1.096166002,2592,-4.777020443,0.091818639,4.868839082,E&E,4915,7.245342924,0.327875016,0.982029079
3041,,182,SMC-3,Propane,0,0,0,0,0.5312,1.05,1999,0.81,0.12,0.69,,,,288,0.008403361,1.409921671,2593,-4.779123493,0.34353415,5.122657643,E&E,4916,9.623059373,0.301219896,0.978553392
3055,,196,SMC-2,Ethane,0,0,0,0,0.3904,0.492,1999,0.81,0.12,0.69,,,,288,0.012605042,0.46997389,2594,-4.373658385,-0.755078138,3.618580247,E&E,4917,6.502201583,0.506069974,0.995978805
3067,,216,SMC-1,Propane,0,0,0,0,0.5312,1.05,1231,0.49,0.06,0.43,,,,308,0.012216562,2.459938103,2595,-4.404962729,0.900136188,5.305098917,E&E,4918,4.792567274,0.121269724,0.917284829
3076,,225,SMC-1,Ethane,0,0,0,0,0.3904,0.492,1231,0.49,0.06,0.43,,,,308,0.008352196,0.661098536,2596,-4.785230726,-0.41385238,4.371378347,E&E,4919,4.846518829,0.321747783,0.978116149
3086,,243,SMC-2,Propane,0,0,0,0,0.5312,1.05,1543,0.62,0.08,0.54,,,,308,0.011888131,2.487354476,2597,-4.432214805,0.911219686,5.343434491,E&E,4920,6.829392754,0.173303706,0.919442267
3095,,252,SMC-2,Ethane,0,0,0,0,0.3904,0.492,1543,0.62,0.08,0.54,,,,308,0.014344975,0.596226415,2598,-4.244355555,-0.517134793,3.727220762,E&E,4921,6.141056698,0.425747422,0.985761958
3106,,271,SMC-3,Propane,0,0,0,0,0.5312,1.05,1999,0.81,0.12,0.69,,,,308,0.014435775,1.285710347,2599,-4.238045769,0.251311365,4.489357134,E&E,4922,7.966262916,0.333880149,0.979246709
3116,,281,SMC-3,Ethane,0,0,0,0,0.3904,0.492,1999,0.81,0.12,0.69,,,,308,0.014634281,0.340823247,2600,-4.2243885,-1.076391273,3.147997228,E&E,4923,4.7749907,0.565417536,0.998985091
3127,19,72,PHA,Ethane,0,0,0,0,0.3904,0.492,284,0.18,0.05,0.13,,,4.53,273,0.006361362,0.480392157,2601,-5.057512778,-0.733152515,4.324360263,E&E,4924,1.71362709,0.195295902,0.963514733
3138,,83,NAHA-0.5,Ethane,0,0,0,0,0.3904,0.492,747,0.36,0.07,0.29,,,3.25,273,0.00233911,0.909313725,2602,-6.057984799,-0.095065112,5.962919687,E&E,4925,3.786346958,0.179747879,0.959163318
3151,,96,NAHA-1,Ethane,0,0,0,0,0.3904,0.492,895,0.43,0.08,0.35,,,2.74,273,0.006727484,1.715686275,2603,-5.001554124,0.539813161,5.541367285,E&E,4926,4.355384346,0.169761353,0.984148948
3163,,108,NAHA-2,Ethane,0,0,0,0,0.3904,0.492,1192,0.54,0.06,0.48,,,1.23,273,0.006574933,1.200980392,2604,-5.02449091,0.183138217,5.207629126,E&E,4927,5.741279381,0.257606263,0.968366109
3177,,122,NAHA-4,Ethane,0,0,0,0,0.3904,0.492,1538,0.69,0.12,0.57,,,0.84,273,0.004347693,0.68627451,2605,-5.43810982,-0.376477571,5.061632248,E&E,4928,5.893943318,0.377142596,0.99731088
3190,,250,NAHA-2,Ethane,0,0,0,0,0.3904,0.492,1192,0.54,0.06,0.48,,,1.23,298,0.01168838,0.572596175,2606,-4.449160068,-0.557574567,3.891585501,E&E,4929,4.80464387,0.351287292,0.975961477
3201,,261,,Ethane,0,0,0,0,0.3904,0.492,1192,0.54,0.06,0.48,,,1.23,323,0.009897186,0.243266216,2607,-4.615504761,-1.413598898,3.201905863,E&E,4930,3.780310652,0.43761038,0.98576596
3213,,312,NAHA-1,Ethane,0,0,0,0,0.3904,0.492,895,0.43,0.08,0.35,,,2.74,298,0.013542646,0.795755968,2608,-4.301911581,-0.228462713,4.073448868,E&E,4931,3.823462467,0.277459596,0.968052293
3225,,324,,Ethane,0,0,0,0,0.3904,0.492,895,0.43,0.08,0.35,,,2.74,323,0.009822778,0.265251989,2609,-4.623051319,-1.327075001,3.295976318,E&E,4932,3.222209726,0.369495235,0.971070669
3238,,377,PHA,Ethane,0,0,0,0,0.3904,0.492,284,0.18,0.05,0.13,,,4.53,298,0.013595745,0.319148936,2610,-4.297998426,-1.142097401,3.155901026,E&E,4933,1.461543453,0.269622763,0.964528028
3252,,391,,Ethane,0,0,0,0,0.3904,0.492,284,0.18,0.05,0.13,,,4.53,323,0.009867021,0.10212766,2611,-4.618557267,-2.281531684,2.337025583,E&E,4934,1.172457613,0.359912984,0.972361915
3266,20,0,UC600,Propane,0,0,0,0,0.5312,1.05,2690,1.36,0.45,0.91,,8.23,1.33,298,0.013659015,1.207729469,2612,-4.293355512,0.188742125,4.482097636,E&E,4935,7.09601146,0.300347433,0.96408715
3280,,14,UC600,Ethane,0,0,0,0,0.3904,0.492,2690,1.36,0.45,0.91,,8.23,1.33,298,0.019686943,0.309178744,2613,-3.927799646,-1.17383571,2.753963936,E&E,4936,4.72509198,0.586068974,0.9949188
3291,,34,UC700,Propane,0,0,0,0,0.5312,1.05,3325,1.71,0.65,1.06,,5.73,2.06,298,0.008887312,0.852340936,2614,-4.723130608,-0.159768672,4.563361936,E&E,4937,9.040177977,0.438211581,0.993030235
3303,,46,UC700,Ethane,0,0,0,0,0.3904,0.492,3325,1.71,0.65,1.06,,5.73,2.06,298,0.018607443,0.192076831,2615,-3.984193618,-1.649859827,2.334333791,E&E,4938,5.131630648,0.745689624,0.998078883
3312,,65,UC800,Propane,0,0,0,0,0.5312,1.05,3839,2.3,1.17,1.13,,4.84,1.21,298,0.008682594,0.995690352,2616,-4.7464349,-0.004318962,4.742115938,E&E,4939,12.37500393,0.435945877,0.990022893
3326,,79,UC800,Ethane,0,0,0,0,0.3904,0.492,3839,2.3,1.17,1.13,,4.84,1.21,298,0.017501212,0.315046059,2617,-4.045485138,-1.155036431,2.890448708,E&E,4940,7.281547155,0.671623947,0.998638339
3336,,100,UC900,Propane,0,0,0,0,0.5312,1.05,3391,2.72,1.91,0.81,,3.95,1,298,0.008857828,0.844995577,2618,-4.726453644,-0.168423885,4.558029759,E&E,4941,10.52118295,0.421411976,0.989259678
3348,,112,UC900,Ethane,0,0,0,0,0.3904,0.492,3391,2.72,1.91,0.81,,3.95,1,298,0.019555745,0.300996025,2619,-3.934486168,-1.20065822,2.733827947,E&E,4942,6.046982576,0.663128782,0.997570044
3359,21,0,BAX 1500,n-butane,0,0,0,0,0.6722,1.615,1350,1.29,0.79,0.5,,,,298,0.029182879,2.73480663,2620,-3.534173064,1.006060731,4.540233796,E&E,4943,11.62099064,0.379872683,0.996059364
3373,,14,,n-butane,0,0,0,0,0.6722,1.615,1350,1.29,0.79,0.5,,,,323,0.019455253,1.491712707,2621,-3.939638172,0.399924928,4.3395631,E&E,4944,8.595274374,0.390524565,0.99729725
3386,,27,,n-butane,0,0,0,0,0.6722,1.615,1350,1.29,0.79,0.5,,,,348,0.004863813,0.696132597,2622,-5.325932534,-0.362215124,4.963717409,E&E,4945,6.214621242,0.418063486,0.997680975
3398,,39,BAX 1500,i-butane,0,0,0,0,0.6722,1.409,1350,1.29,0.79,0.5,,,,298,0.027819797,2.294654307,2623,-3.582007396,0.830582203,4.4125896,E&E,4946,9.232579985,0.329741167,0.992876143
3410,,51,,i-butane,0,0,0,0,0.6722,1.409,1350,1.29,0.79,0.5,,,,323,0.028199277,1.343829658,2624,-3.568458953,0.295523492,3.863982444,E&E,4947,7.193509544,0.372088096,0.994958956
3423,,64,,i-butane,0,0,0,0,0.6722,1.409,1350,1.29,0.79,0.5,,,,348,0.033171771,0.884748052,2625,-3.406056039,-0.122452362,3.283603677,E&E,4948,5.469711013,0.402536595,0.99160908
3436,22,0,A-AC,Ethane,0,0,0,0,0.3904,0.492,2546,1.28,,,,,,298,0.023793738,0.56,2626,-3.738332822,-0.579818495,3.158514326,E&E,4949,7.462492794,0.557904516,0.995100785
3447,,11,25CPDA,Ethane,0,0,0,0,0.3904,0.492,1971,0.79,,,83.08,13.15,3.07,298,0.009021486,0.709333333,2627,-4.708146261,-0.343429717,4.364716544,E&E,4950,7.316208829,0.432109141,0.993732314
3459,,23,50CPDA,Ethane,0,0,0,0,0.3904,0.492,1799,0.72,,,81.47,15.06,3.47,298,0.00904113,0.634666667,2628,-4.705971165,-0.454655352,4.251315812,E&E,4951,7.422935168,0.425465508,0.990150975
3470,,34,75CPDA,Ethane,0,0,0,0,0.3904,0.492,1520,0.68,,,78.15,17.79,4.06,298,0.010941682,0.410666667,2629,-4.515175745,-0.889973424,3.625202321,E&E,4952,7.433731625,0.495265674,0.992182757
3480,,44,A-AC,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2546,1.28,,,,,,298,0.012556143,0.34681506,2630,-4.377545282,-1.058963609,3.318581673,E&E,4953,6.062033202,0.587274487,0.994946201
3490,,54,25CPDA,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1971,0.79,,,83.08,13.15,3.07,298,0.014230295,0.624071791,2631,-4.252382139,-0.471489868,3.780892271,E&E,4954,6.172410812,0.47277064,0.993734838
3501,,65,50CPDA,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1799,0.72,,,81.47,15.06,3.47,298,0.014293301,0.502785754,2632,-4.247964335,-0.687591137,3.560373198,E&E,4955,6.489037153,0.475162477,0.992736252
3512,,76,75CPDA,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1520,0.68,,,78.15,17.79,4.06,298,0.010701974,0.416089864,2633,-4.53732708,-0.876854022,3.660473057,E&E,4956,6.1516648,0.524974793,0.997369141
3524,23,0,Glc-A-2,Ethane,0,0,0,0,0.3904,0.492,1494,0.596,,,86.84,13.16,,288,0.0087284,0.757077519,2634,-4.741173163,-0.278289628,4.462883535,E&E,4957,7.647886858,0.34095622,0.97374309
3537,,13,Glc-A-3,Ethane,0,0,0,0,0.3904,0.492,1825,0.774,,,87.93,12.07,,288,0.01410969,0.562798271,2635,-4.260893469,-0.574834026,3.686059442,E&E,4958,8.036222647,0.402607728,0.977332945
3550,,26,Glc-A-4,Ethane,0,0,0,0,0.3904,0.492,2073,0.813,,,89.58,10.42,,288,0.008801821,0.426979006,2636,-4.732796667,-0.851020433,3.881776234,E&E,4959,8.327638914,0.460722069,0.988546292
3560,,36,Glc-A-2,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1494,0.596,,,86.84,13.16,,288,0.008779929,0.508557457,2637,-4.73528695,-0.676177076,4.059109873,E&E,4960,6.551688403,0.41513646,0.987392278
3571,,47,Glc-A-3,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1825,0.774,,,87.93,12.07,,288,0.012418776,0.430317848,2638,-4.388545779,-0.843231161,3.545314618,E&E,4961,6.84982301,0.455980176,0.987873433
3583,,59,Glc-A-4,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2073,0.813,,,89.58,10.42,,288,0.010705082,0.234718826,2639,-4.537036733,-1.449366965,3.087669769,E&E,4962,7.108151651,0.517040105,0.9923643
3594,,0,AC,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,1784,1.4,,,,,,303,0.228164749,1.128608924,2640,-1.477687329,0.120985834,1.598673163,E&E,4963,2.305281685,0.449002956,0.994730668
3603,,9,,Ethane,0,0,0,0,0.3904,0.492,1784,1.4,,,,,,303,0.167519534,1.044204128,2641,-1.786655315,0.043254995,1.82991031,E&E,4964,2.544010137,0.443957839,0.996734635
3612,24,0,MGA-700-2,Ethane,0,0,0,0,0.3904,0.492,2077,0.86,0.174,0.686,,,,298,0.011811024,0.633245383,2642,-4.438721978,-0.456897282,3.981824697,E&E,4965,7.591080677,0.469585304,0.993579054
3621,,9,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2077,0.86,0.174,0.686,,,,298,0.023622047,0.633245383,2643,-3.745574798,-0.456897282,3.288677516,E&E,4966,6.568375238,0.525085182,0.993178738
3631,,19,MGA-700-3,Ethane,0,0,0,0,0.3904,0.492,2203,0.92,0.172,0.748,,,,298,0.008912656,0.306220096,2644,-4.720282993,-1.183451169,3.536831824,E&E,4967,7.936958363,0.524540476,0.994863633
3642,,30,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2203,0.92,0.172,0.748,,,,298,0.021390374,0.535885167,2645,-3.844814256,-0.623835381,3.220978875,E&E,4968,6.753433491,0.546143135,0.996002647
3652,,40,MGA-700-4,Ethane,0,0,0,0,0.3904,0.492,2791,1.26,0.302,0.958,,,,298,0.010814795,0.190690022,2646,-4.526840221,-1.657106093,2.869734128,E&E,4969,7.40272936,0.599552377,0.996318846
3663,,51,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2791,1.26,0.302,0.958,,,,298,0.03786892,0.743872759,2647,-3.273624559,-0.295885282,2.977739277,E&E,4970,6.101354883,0.607743222,0.998053759
3672,,60,MGA-750-3,Ethane,0,0,0,0,0.3904,0.492,3189,1.483,0.549,0.934,,,,298,0.035120148,0.804646443,2648,-3.3489803,-0.2173523,3.131628,E&E,4971,7.205199816,0.623927879,0.997242496
3682,,70,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,3189,1.483,0.549,0.934,,,,298,0.036968577,0.569388569,2649,-3.297687005,-0.56319218,2.734494825,E&E,4972,5.786561186,0.679359089,0.998163863
3691,,79,GMA-800-3,Ethane,0,0,0,0,0.3904,0.492,3112,1.92,1.248,0.672,,,,298,0.034660115,0.625562323,2650,-3.362165677,-0.469104317,2.893061361,E&E,4973,6.276090528,0.639878173,0.998461993
3699,,87,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,3112,1.92,1.248,0.672,,,,298,0.034699191,0.463945372,2651,-3.361038917,-0.767988466,2.593050451,E&E,4974,5.106296256,0.659233108,0.999172591
3707,,95,MGA-700-4,Ethane,0,0,0,0,0.3904,0.492,2791,1.26,0.302,0.958,,,,273,0.008944544,0.429338104,2652,-4.716711561,-0.84551055,3.871201011,E&E,4975,11.46497372,0.530272998,0.994440928
3717,,105,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2791,1.26,0.302,0.958,,,,273,0.034032269,1.345087381,2653,-3.380446111,0.296458978,3.67690509,E&E,4976,9.653598061,0.541090926,0.99788375
3725,,113,,Ethane,0,0,0,0,0.3904,0.492,2791,1.26,0.302,0.958,,,,288,0.010791367,0.345323741,2654,-4.529008825,-1.063272922,3.465735903,E&E,4977,8.965920954,0.574912443,0.997119275
3735,,123,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,2791,1.26,0.302,0.958,,,,288,0.039568345,0.892086331,2655,-3.229725841,-0.114192368,3.115533473,E&E,4978,7.334303494,0.593124561,0.997943456
3743,,131,MGA-750-3,Ethane,0,0,0,0,0.3904,0.492,3189,1.483,0.549,0.934,,,,273,0.027777778,1.303703704,2656,-3.583518938,0.265209217,3.848728155,E&E,4979,10.56299511,0.535934755,0.995630263
3754,,142,,Ehtylene,0.11,0.1,0,0.07,0.3474,0.289,3189,1.483,0.549,0.934,,,,273,0.011111111,0.207407407,2657,-4.49980967,-1.573070268,2.926739402,E&E,4980,9.034660268,0.569540633,0.993893157
3763,,151,,Ethane,0,0,0,0,0.3904,0.492,3189,1.483,0.549,0.934,,,,288,0.029927219,1.093457944,2658,-3.508986892,0.0893451,3.598331992,E&E,4981,8.3924897,0.571313553,0.997949537
3772,,160,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,3189,1.483,0.549,0.934,,,,288,0.03351253,0.785046729,2659,-3.395835881,-0.242012036,3.153823845,E&E,4982,6.87270208,0.617000725,0.998257169
3780,25,0,A-AC-3,Propane,0,0,0,0,0.5312,1.05,2928,1.6039,,,91.18,8.05,0.77,298,0.006644818,1.183383859,2660,-5.013918022,0.168378012,5.182296033,E&E,4983,11.92307258,0.33928734,0.979578262
3791,,11,,Ethane,0,0,0,0,0.3904,0.492,2928,1.6039,,,91.18,8.05,0.77,298,0.013863171,0.366685785,2661,-4.278519536,-1.003249971,3.275269565,E&E,4984,7.37549094,0.592242819,0.996820123
3801,,30,A-AC-4,Propane,0,0,0,0,0.5312,1.05,3131,1.9197,,,91.62,7.67,0.7,298,0.013218965,1.018712662,2662,-4.326102718,0.018539734,4.344642452,E&E,4985,12.41842496,0.3955193,0.973298414
3812,,41,,Ethane,0,0,0,0,0.3904,0.492,3131,1.9197,,,91.62,7.67,0.7,298,0.016814276,0.248169414,2663,-4.085527,-1.393643647,2.691883353,E&E,4986,6.789308273,0.64893332,0.996704626
3823,,61,A-AC-5,Propane,0,0,0,0,0.5312,1.05,3096,2.1002,,,91.88,7.57,0.61,298,0.006679134,0.631578947,2664,-5.008766883,-0.459532329,4.549234554,E&E,4987,9.558607915,0.418735231,0.988279041
3836,,74,,Ethane,0,0,0,0,0.3904,0.492,3096,2.1002,,,91.88,7.57,0.61,298,0.015205195,0.164759725,2665,-4.186118158,-1.803267076,2.382851082,E&E,4988,5.077555915,0.683161815,0.998849117
3846,,93,A-AC-3,Propane,0,0,0,0,0.5312,1.05,2928,1.6039,,,91.18,8.05,0.77,288,0.005780347,1.531039258,2666,-5.153291594,0.425946759,5.579238353,E&E,4989,12.90271123,0.322475534,0.977915792
3857,,104,,Ethane,0,0,0,0,0.3904,0.492,2928,1.6039,,,91.18,8.05,0.77,288,0.003853565,0.437359505,2667,-5.558756703,-0.826999755,4.731756947,E&E,4990,8.68150201,0.544077537,0.998205163
3866,,121,A-AC-4,Propane,0,0,0,0,0.5312,1.05,3131,1.9197,,,91.62,7.67,0.7,288,0.003580928,1.128847618,2668,-5.632133285,0.121197305,5.75333059,E&E,4991,13.9616051,0.360902313,0.989814239
3876,,131,,Ethane,0,0,0,0,0.3904,0.492,3131,1.9197,,,91.62,7.67,0.7,288,0.011165728,0.212505992,2669,-4.49490616,-1.548785095,2.946121065,E&E,4992,7.61810676,0.642441419,0.997709627
3886,,149,A-AC-5,Propane,0,0,0,0,0.5312,1.05,3096,2.1002,,,91.88,7.57,0.61,288,0.005779221,0.77,2670,-5.153486419,-0.261364764,4.892121655,E&E,4993,11.72958164,0.387368387,0.988904771
3898,,161,,Ethane,0,0,0,0,0.3904,0.492,3096,2.1002,,,91.88,7.57,0.61,288,0.009359926,0.28,2671,-4.671317917,-1.272965676,3.398352241,E&E,4994,5.797032304,0.631309394,0.998619798
3907,,178,A-AC-3,Propane,0,0,0,0,0.5312,1.05,2928,1.6039,,,91.18,8.05,0.77,308,0.006993007,0.604316547,2672,-4.96284463,-0.503657134,4.459187496,E&E,4995,10.68970016,0.375689193,0.979389975
3919,,190,,Ethane,0,0,0,0,0.3904,0.492,2928,1.6039,,,91.18,8.05,0.77,308,0.013986014,0.316546763,2673,-4.26969745,-1.150284299,3.11941315,E&E,4996,6.136616605,0.621403848,0.997050883
3929,,208,A-AC-4,Propane,0,0,0,0,0.5312,1.05,3131,1.9197,,,91.62,7.67,0.7,308,0.009451796,0.610687023,2674,-4.661550519,-0.493170689,4.168379831,E&E,4997,11.12648584,0.427116693,0.986211039
3940,,219,,Ethane,0,0,0,0,0.3904,0.492,3131,1.9197,,,91.62,7.67,0.7,308,0.011342155,0.244274809,2675,-4.479228963,-1.40946142,3.069767542,E&E,4998,5.365462202,0.67355865,0.998123953
3950,,237,A-AC-5,Propane,0,0,0,0,0.5312,1.05,3096,2.1002,,,91.88,7.57,0.61,308,0.007386635,0.666386082,2676,-4.908082991,-0.405886074,4.502196917,E&E,4999,9.182140462,0.460687319,0.99267585
3962,,249,,Ethane,0,0,0,0,0.3904,0.492,3096,2.1002,,,91.88,7.57,0.61,308,0.018693578,0.211497993,2677,-3.979575258,-1.553539772,2.426035486,E&E,5000,4.291714954,0.705673521,0.998863025
3971,26,0,C800,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,574.41,0.352,0.172,0.179,72.96,,0.39,273,0.01302057,0.786985963,2678,-4.34122487,-0.239544866,4.101680003,E&E,5001,2.8383452,0.25732461,0.989422566
3982,,11,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,574.41,0.352,0.172,0.179,72.96,,0.39,288,0.015475877,0.541100498,2679,-4.168472764,-0.614150254,3.554322509,E&E,5002,2.541126922,0.304372559,0.985797632
3993,,22,,Ethylene,0.11,0.1,0,0.07,0.3474,0.289,574.41,0.352,0.172,0.179,72.96,,0.39,298,0.011080771,0.351375996,2680,-4.502544039,-1.045898415,3.456645624,E&E,5003,2.240721453,0.338130995,0.989940617
