,Literature,Unnamed: 1,GAC,GAS,E,S,A,B,V,L,BET,Vt,Vmeso,Vmic,%C,%O,%N,Temp(K),Pressure,Adsorp(mmol/g),Index,logP,logQ,logD,Label,K,n,R2
357,,36,,Methane,0,0,0,0,0.2495,-0.323,671.17,0.333,0.066,0.267,,,,308,0.061660079,0.084866562,2786,-2.786118574,-2.466675119,0.319443456,Methane,0.916482017,0.80475832,0.99804644
366,,45,,Methane,0,0,0,0,0.2495,-0.323,671.17,0.333,0.066,0.267,,,,323,0.072332016,0.046946927,2787,-2.626488429,-3.058737526,-0.432249097,Methane,0.716899623,0.883642588,0.992527568
375,,82,K2CO3/MAC,Methane,0,0,0,0,0.2495,-0.323,643.25,0.322,0.075,0.247,,,,298,0.026138614,0.047493404,2788,-3.6443416,-3.047164447,0.597177152,Methane,1.065850657,0.815363247,0.997417153
385,,92,,Methane,0,0,0,0,0.2495,-0.323,643.25,0.322,0.075,0.247,,,,308,0.042772277,0.052242744,2789,-3.151865115,-2.951854267,0.200010847,Methane,0.805334533,0.881789791,0.999464462
393,,100,,Methane,0,0,0,0,0.2495,-0.323,643.25,0.322,0.075,0.247,,,,323,0.076039604,0.028496042,2790,-2.57650097,-3.557990071,-0.981489101,Methane,0.637232955,1.026724504,0.986351694
402,6,0,Coal tar pitch,Methane,0,0,0,0,0.2495,-0.323,855.3,0.4685,,,,,,298,0.028067789,0.09366485,2791,-3.573132642,-2.368032292,1.20510035,Methane,1.305483391,0.641823917,0.995195877
412,,10,Petro pitch 1,Methane,0,0,0,0,0.2495,-0.323,1305,0.6828,,,,,,298,0.046779649,0.140497275,2792,-3.062307018,-1.962567184,1.099739834,Methane,1.209150569,0.660311447,0.998121449
423,,21,Viscose Rayon,Methane,0,0,0,0,0.2495,-0.323,1873.9,1.588,,,,,,298,0.043037277,0.089407357,2793,-3.145688627,-2.414552308,0.73113632,Methane,1.016111428,0.658381829,0.991254791
434,,32,AC,Methane,0,0,0,0,0.2495,-0.323,988.2,0.5524,,,,,,298,0.028067789,0.038317439,2794,-3.573132642,-3.261850168,0.311282474,Methane,0.67814287,0.751129281,0.998385594
444,7,0,KUA11701,Methane,0,0,0,0,0.2495,-0.323,726,,,0.33,,,,298,1.02915952,1.202020202,2795,0.028742469,0.184003643,0.155261174,Methane,1.485094017,0.325265081,0.972144916
453,,9,KUA2170-200,Methane,0,0,0,0,0.2495,-0.323,1305,,,0.58,,,,298,0.89193825,1.732323232,2796,-0.114358375,0.549463416,0.663821791,Methane,2.254560138,0.347209721,0.974629514
462,,18,KUA21801,Methane,0,0,0,0,0.2495,-0.323,2085,,,0.96,,,,298,1.097770154,2.191919192,2797,0.09328099,0.784777503,0.691496513,Methane,2.862758699,0.374778063,0.969351776
472,,28,KUA21751,Methane,0,0,0,0,0.2495,-0.323,2021,,,0.83,,,,298,1.852487136,2.050505051,2798,0.616529134,0.718086129,0.101556995,Methane,2.328711686,0.400685819,0.952432789
482,,38,KUA41701,Methane,0,0,0,0,0.2495,-0.323,2123,,,0.93,,,,298,1.92109777,2.51010101,2799,0.652896778,0.920322995,0.267426217,Methane,2.464579746,0.409815332,0.977564255
493,,49,KUA31752,Methane,0,0,0,0,0.2495,-0.323,3355,,,1.53,,,,298,3.97941681,3.676767677,2800,1.381135278,1.302034018,-0.079101261,Methane,2.222749695,0.462311336,0.988137529
503,,59,CFC-76,Methane,0,0,0,0,0.2495,-0.323,2370,,,1.13,,,,298,1.031637981,1.308177723,2801,0.031147812,0.268635118,0.237487306,Methane,1.841431004,0.464303629,0.988320983
513,,69,Com-AFC,Methane,0,0,0,0,0.2495,-0.323,2206,,,1.1,,,,298,1.982640431,1.595513454,2802,0.684429508,0.467195599,-0.217233908,Methane,1.348729839,0.523890407,0.993863097
520,,76,LFC-61,Methane,0,0,0,0,0.2495,-0.323,1965,,,0.92,,,,298,3.817576444,2.981747135,2803,1.339615782,1.092509416,-0.247106367,Methane,2.021211518,0.346259554,0.988543423
529,,85,CFC-50,Methane,0,0,0,0,0.2495,-0.323,1770,,,0.78,,,,298,2.350086225,1.935587116,2804,0.854452019,0.660410699,-0.194041319,Methane,1.529374346,0.444408996,0.986362438
537,,93,CFS-54,Methane,0,0,0,0,0.2495,-0.323,1500,,,0.67,,,,298,4.106106422,2.510354118,2805,1.412475237,0.920423826,-0.492051411,Methane,1.590897686,0.381206053,0.981128793
546,,102,LFC-29,Methane,0,0,0,0,0.2495,-0.323,874,,,0.31,,,,298,3.883881015,2.065473375,2806,1.356834915,0.725359438,-0.631475478,Methane,1.54342255,0.279932159,0.975039574
554,,110,CFS-27,Methane,0,0,0,0,0.2495,-0.323,644,,,0.29,,,,298,3.517390619,1.856289141,2807,1.257719413,0.61857941,-0.639140004,Methane,1.422296161,0.283820085,0.97398906
562,,118,CFC-11,Methane,0,0,0,0,0.2495,-0.323,283,,,0.13,,,,298,1.761179342,1.255344254,2808,0.565983666,0.227409841,-0.338573825,Methane,1.20495573,0.201606761,0.976623457
570,8,0,RP-15,Methane,0,0,0,0,0.2495,-0.323,1493,0.658,0.17,0.488,,,,293,0.112,0.16,2809,-2.189256408,-1.832581464,0.356674944,Methane,1.718210739,0.408769515,0.965552085
583,,13,,Methane,0,0,0,0,0.2495,-0.323,1493,0.658,0.17,0.488,,,,303,0.144,0.16,2810,-1.937941979,-1.832581464,0.105360516,Methane,1.615294263,0.4160051,0.969651514
596,,26,,Methane,0,0,0,0,0.2495,-0.323,1493,0.658,0.17,0.488,,,,313,0.264,0.312,2811,-1.331806176,-1.164752091,0.167054085,Methane,1.324414792,0.450957788,0.980389003
608,,38,RP-20,Methane,0,0,0,0,0.2495,-0.323,1853,0.765,0.34,0.425,,,,293,0.122,0.16,2812,-2.103734234,-1.832581464,0.271152771,Methane,1.810410477,0.438969175,0.976128374
622,,52,,Methane,0,0,0,0,0.2495,-0.323,1853,0.765,0.34,0.425,,,,303,0.094,0.192,2813,-2.364460497,-1.650259907,0.71420059,Methane,1.600991908,0.449543801,0.982734139
634,,64,,Methane,0,0,0,0,0.2495,-0.323,1853,0.765,0.34,0.425,,,,313,0.139,0.167,2814,-1.973281346,-1.789761467,0.183519879,Methane,1.271389941,0.496619976,0.98772121
646,9,0,Maxsorb II,Methane,0,0,0,0,0.2495,-0.323,2768,1.38,,,,,,281,0.98,1.3125,2815,-0.020202707,0.271933715,0.292136423,Methane,1.585465176,0.672327467,0.996801074
657,,11,,Methane,0,0,0,0,0.2495,-0.323,2768,1.38,,,,,,298,1.45,1.3125,2816,0.371563556,0.271933715,-0.099629841,Methane,1.146359405,0.70716474,0.997136685
667,,21,,Methane,0,0,0,0,0.2495,-0.323,2768,1.38,,,,,,313,1.04,0.75,2817,0.039220713,-0.287682072,-0.326902786,Methane,0.844819644,0.766932154,0.998232317
677,,31,,Methane,0,0,0,0,0.2495,-0.323,2768,1.38,,,,,,343,1.94,0.8125,2818,0.662687973,-0.207639365,-0.870327338,Methane,0.487492294,0.854995439,0.999483132
683,10,0,MaxSorb III,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,278,0.5,0.9375,2819,-0.693147181,-0.064538521,0.628608659,Methane,2.153569903,0.599562442,0.994883251
698,,15,,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,288,0.5,0.75,2820,-0.693147181,-0.287682072,0.405465108,Methane,1.780568908,0.630945856,0.996159675
713,,30,,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,298,0.57,0.6875,2821,-0.562118918,-0.374693449,0.187425469,Methane,1.459564306,0.665532411,0.996913695
728,,45,,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,308,0.6,0.625,2822,-0.510825624,-0.470003629,0.040821995,Methane,1.246585466,0.686001487,0.996965462
743,,60,,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,318,0.61,0.5,2823,-0.494296322,-0.693147181,-0.198850859,Methane,1.009947481,0.727993535,0.997945478
757,,74,,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,328,0.65,0.5,2824,-0.430782916,-0.693147181,-0.262364264,Methane,0.885084697,0.738019128,0.998043771
772,,89,,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,338,0.67,0.4375,2825,-0.400477567,-0.826678573,-0.426201007,Methane,0.762066455,0.756768507,0.998515541
787,,104,,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,348,0.71,0.375,2826,-0.342490309,-0.980829253,-0.638338944,Methane,0.64042668,0.784426314,0.998608304
802,,119,AFC-20,Methane,0,0,0,0,0.2495,-0.323,2206,1.01,,,,,,278,0.57,0.75,2827,-0.562118918,-0.287682072,0.274436846,Methane,1.496052833,0.558301109,0.993767429
818,,135,,Methane,0,0,0,0,0.2495,-0.323,2206,1.01,,,,,,288,0.56,0.625,2828,-0.579818495,-0.470003629,0.109814866,Methane,1.3029278,0.580163517,0.99483138
834,,151,,Methane,0,0,0,0,0.2495,-0.323,2206,1.01,,,,,,298,0.59,0.5,2829,-0.527632742,-0.693147181,-0.165514438,Methane,1.089906881,0.607096947,0.994957957
850,,167,,Methane,0,0,0,0,0.2495,-0.323,2206,1.01,,,,,,308,0.59,0.4375,2830,-0.527632742,-0.826678573,-0.299045831,Methane,0.901728013,0.638315782,0.995779228
866,,183,,Methane,0,0,0,0,0.2495,-0.323,2206,1.01,,,,,,318,0.62,0.375,2831,-0.478035801,-0.980829253,-0.502793452,Methane,0.741506568,0.67199545,0.997413793
882,,199,,Methane,0,0,0,0,0.2495,-0.323,2206,1.01,,,,,,328,0.51,0.25,2832,-0.673344553,-1.386294361,-0.712949808,Methane,0.649170653,0.690752481,0.996890507
898,,215,,Methane,0,0,0,0,0.2495,-0.323,2206,1.01,,,,,,338,0.67,0.25,2833,-0.400477567,-1.386294361,-0.985816795,Methane,0.524498516,0.728317674,0.997160574
914,,231,,Methane,0,0,0,0,0.2495,-0.323,2206,1.01,,,,,,348,0.59,0.1875,2834,-0.527632742,-1.673976434,-1.146343691,Methane,0.448707227,0.748921024,0.996731215
930,11,0,ACF,Methane,0,0,0,0,0.2495,-0.323,1826.41,1.252,,,,,,273,0.8,1,2835,-0.223143551,0,0.223143551,Methane,2.159329936,0.392719715,0.930125795
939,,9,,Methane,0,0,0,0,0.2495,-0.323,1826.41,1.252,,,,,,298,0.8,0.51,2836,-0.223143551,-0.673344553,-0.450201002,Methane,0.988990351,0.552348565,0.991234944
948,,18,,Methane,0,0,0,0,0.2495,-0.323,1826.41,1.252,,,,,,323,0.8,0.38,2837,-0.223143551,-0.967584026,-0.744440475,Methane,0.689140345,0.602924639,0.996400197
957,,27,ACS,Methane,0,0,0,0,0.2495,-0.323,1484.96,1.042,,,,,,273,0.8,0.66,2838,-0.223143551,-0.415515444,-0.192371893,Methane,1.363340607,0.41025221,0.949974999
966,,36,,Methane,0,0,0,0,0.2495,-0.323,1484.96,1.042,,,,,,298,0.8,0.43,2839,-0.223143551,-0.84397007,-0.620826519,Methane,0.80537276,0.504654748,0.986930437
975,,45,,Methane,0,0,0,0,0.2495,-0.323,1484.96,1.042,,,,,,323,0.8,0.23,2840,-0.223143551,-1.46967597,-1.246532419,Methane,0.858988678,0.405703063,0.912060331
984,12,0,C2,Methane,0,0,0,0,0.2495,-0.323,1906,1.24,0.26,0.98,,,,303,1.875899203,1.369736769,2841,0.629088119,0.314618582,-0.314469537,Methane,1.648616118,0.461154158,0.973928212
995,,11,53-W2-N,Methane,0,0,0,0,0.2495,-0.323,1441,0.86,0.13,0.73,,,,303,1.873738029,1.561811126,2842,0.627935381,0.445846126,-0.182089256,Methane,1.610390125,0.430567514,0.977111815
1008,,24,36-W2,Methane,0,0,0,0,0.2495,-0.323,844,0.55,0.05,0.5,,,,303,0.492130239,0.602203471,2843,-0.709011885,-0.507159898,0.201851987,Methane,1.510937431,0.392288198,0.969140345
1021,,37,53-W1,Methane,0,0,0,0,0.2495,-0.323,779,0.5,0.06,0.44,,,,303,4.147293284,1.999587833,2844,1.422455901,0.692941076,-0.729514825,Methane,1.38664629,0.346297039,0.978755014
1031,,47,44-W2,Methane,0,0,0,0,0.2495,-0.323,767,0.51,0.07,0.44,,,,303,2.135857585,0.765935572,2845,0.758868245,-0.266657222,-1.025525467,Methane,1.010267302,0.418364854,0.942746998
1041,,57,53-W2,Methane,0,0,0,0,0.2495,-0.323,693,0.51,0.11,0.4,,,,303,1.879912812,1.013027249,2846,0.631225399,0.012943125,-0.618282275,Methane,1.002021735,0.387443362,0.971726412
1052,,68,29-W1,Methane,0,0,0,0,0.2495,-0.323,520,0.34,0.04,0.3,,,,303,2.762289363,1.341811311,2847,1.016059815,0.294020426,-0.722039389,Methane,1.204734919,0.330135471,0.95029244
1063,13,0,C1,Methane,0,0,0,0,0.2495,-0.323,1822,1.114,0.365,0.749,,,,303,5.852285354,3.373243697,2848,1.766832244,1.215874803,-0.550957441,Methane,1.932256633,0.412154783,0.967018101
1074,,11,C2,Methane,0,0,0,0,0.2495,-0.323,1522,0.957,0.283,0.674,,,,303,3.303331111,1.38172272,2849,1.194931387,0.323331069,-0.871600318,Methane,0.924979405,0.494562152,0.982871505
1082,,19,C3,Methane,0,0,0,0,0.2495,-0.323,1261,0.775,0.225,0.55,,,,303,3.308887078,1.68577302,2850,1.196611903,0.522224224,-0.674387678,Methane,1.141644149,0.41377383,0.990192582
1092,,29,C4,Methane,0,0,0,0,0.2495,-0.323,1438,0.924,0.163,0.761,,,,303,5.19822456,1.954766711,2851,1.648317136,0.670270857,-0.97804628,Methane,1.045666149,0.481060184,0.986426286
1104,,41,C5,Methane,0,0,0,0,0.2495,-0.323,1668,1.041,0.416,0.625,,,,303,3.065659185,2.125126553,2852,1.120262615,0.753831355,-0.36643126,Methane,1.638388237,0.437129177,0.979077531
1116,,53,C6,Methane,0,0,0,0,0.2495,-0.323,2021,1.299,0.176,1.123,,,,303,4.071906561,2.192014223,2853,1.404111332,0.784820858,-0.619290474,Methane,1.380928896,0.421412013,0.985263884
1126,,63,C7,Methane,0,0,0,0,0.2495,-0.323,1512,0.873,0.08,0.793,,,,303,5.081857915,2.461602094,2854,1.625676926,0.900812396,-0.72486453,Methane,1.360070094,0.448106888,0.984101391
1137,,74,C10,Methane,0,0,0,0,0.2495,-0.323,2336,1.431,0.473,0.958,,,,303,2.312516977,2.159419216,2855,0.838336532,0.769839304,-0.068497227,Methane,1.962522026,0.464976016,0.975630606
1150,14,38,Glc-C-4,Methane,0,0,0,0,0.2495,-0.323,3153,2.056,1.758,0.298,,,,288,0.713002845,1.727010718,2856,-0.338269868,0.546392005,0.884661874,Methane,2.767242862,0.43100344,0.982984871
1163,,51,,Methane,0,0,0,0,0.2495,-0.323,3153,2.056,1.758,0.298,,,,298,0.833161149,1.460786963,2857,-0.1825282,0.378975306,0.561503506,Methane,2.295400665,0.468822851,0.984718972
1176,,64,,Methane,0,0,0,0,0.2495,-0.323,3153,2.056,1.758,0.298,,,,308,0.834750544,0.795889823,2858,-0.180622348,-0.228294516,-0.047672168,Methane,1.972566453,0.492294855,0.969859483
1189,15,0,LMA738,Methane,0,0,0,0,0.2495,-0.323,3290,2.25,1.15,1.1,,,,298,4.785894207,3.401389326,2859,1.565672884,1.224183974,-0.341488911,Methane,2.471139034,0.420473125,0.963732135
1197,,8,LMA726,Methane,0,0,0,0,0.2495,-0.323,3425,2.44,1.31,1.13,,,,298,4.282115869,3.752656644,2860,1.454447249,1.322464027,-0.131983222,Methane,2.738880316,0.380194354,0.955772563
1206,,17,LMA405,Methane,0,0,0,0,0.2495,-0.323,3551,2,1,1,,,,298,2.770780856,2.404114846,2861,1.019129178,0.877181788,-0.14194739,Methane,2.45956272,0.382721088,0.951290821
1216,,27,MaxSorb,Methane,0,0,0,0,0.2495,-0.323,1800,0.83,0.19,0.64,,,,298,4.785894207,2.698264326,2862,1.565672884,0.992608724,-0.57306416,Methane,2.071439915,0.336503716,0.940975943
1224,,35,RGG30,Methane,0,0,0,0,0.2495,-0.323,1440,1.13,0.61,0.52,,,,298,3.274559194,1.994253778,2863,1.186183263,0.690269934,-0.495913328,Methane,1.767955767,0.306916502,0.95123765
1234,,45,F400,Methane,0,0,0,0,0.2495,-0.323,1070,0.55,0.15,0.4,,,,298,2.01511335,1.524765822,2864,0.700675447,0.421840839,-0.278834608,Methane,1.475485755,0.341497744,0.973490702
1241,16,0,S-750-30-09,Methane,0,0,0,0,0.2495,-0.323,469.7,0.256,0.027,0.229,,,,298,3.662691652,1.063753582,2865,1.298198301,0.061803768,-1.236394533,Methane,0.696560433,0.432646637,0.980446338
1248,,7,S-800-30-09,Methane,0,0,0,0,0.2495,-0.323,487.1,0.264,0.026,0.238,,,,298,3.662691652,0.988538682,2866,1.298198301,-0.011527505,-1.309725806,Methane,0.649004378,0.464632161,0.981313309
1255,,14,S-850-30-09,Methane,0,0,0,0,0.2495,-0.323,379.9,0.218,0.034,0.184,,,,298,2.810902896,0.633954155,2867,1.033505747,-0.455778638,-1.489284385,Methane,0.443934863,0.501343971,0.989762048
1262,,21,S-900-30-09,Methane,0,0,0,0,0.2495,-0.323,287.9,0.162,0.023,0.139,,,,298,4.68483816,0.64469914,2868,1.544331371,-0.43897152,-1.983302891,Methane,0.345817093,0.512657143,0.980952507
1268,,27,S-800-90-09,Methane,0,0,0,0,0.2495,-0.323,603.2,0.334,0.039,0.295,,,,298,0.191189932,0.076219512,2869,-1.654487937,-2.574137784,-0.919649846,Methane,0.747339377,0.478835904,0.986189886
1276,,35,S-800-150-09,Methane,0,0,0,0,0.2495,-0.323,480.9,0.266,0.03,0.236,,,,298,3.672064175,0.863821138,2870,1.300753949,-0.146389548,-1.447143497,Methane,0.543189272,0.482143693,0.985031881
1282,,41,S-800-90-06,Methane,0,0,0,0,0.2495,-0.323,228,0.131,0.02,0.111,,,,298,13.41433393,1.294969255,2871,2.596323832,0.258486953,-2.337836878,Methane,0.392812913,0.466181872,0.997441723
1287,,46,S-800-90-10,Methane,0,0,0,0,0.2495,-0.323,610.2,0.356,0.049,0.307,,,,298,4.071060268,1.360945069,2872,1.403903474,0.308179362,-1.095724111,Methane,0.832204048,0.466148349,0.9850023
1293,,52,S-800-90-12,Methane,0,0,0,0,0.2495,-0.323,657.7,0.38,0.046,0.334,,,,298,4.912836021,1.755687619,2873,1.591851376,0.562860586,-1.02899079,Methane,0.996319465,0.429335413,0.985402653
1299,17,0,ACDS2800,Methane,0,0,0,0,0.2495,-0.323,2068,0.88,0.17,0.71,90,9.7,0.2,298,0.855324588,1.982051582,2874,-0.156274247,0.684132461,0.840406707,Methane,2.691021318,0.414106483,0.98598975
1310,,11,ACDS2700,Methane,0,0,0,0,0.2495,-0.323,1264,0.53,0.06,0.47,82,16.6,0.5,298,0.364018987,1.361011995,2875,-1.010549252,0.308228537,1.318777789,Methane,2.575362458,0.318667418,0.974394262
1322,,23,ACDS2600,Methane,0,0,0,0,0.2495,-0.323,995,0.43,0.07,0.36,67,30.4,0.6,298,0.538608429,1.035340332,2876,-0.61876645,0.034730196,0.653496646,Methane,2.100319468,0.319784717,0.951515097
1336,,37,ACDS4800,Methane,0,0,0,0,0.2495,-0.323,2609,1.1,0.4,0.7,84.3,15.5,0.1,298,0.479218527,1.050687835,2877,-0.73559857,0.04944503,0.785043601,Methane,2.23016704,0.506379361,0.99353737
1348,,49,ACDS4700,Methane,0,0,0,0,0.2495,-0.323,2192,0.93,0.19,0.74,83.9,15.6,0.3,298,0.436168163,0.792364071,2878,-0.829727415,-0.232734308,0.596993107,Methane,2.089002005,0.508559111,0.989263663
1360,,61,ACDS4600,Methane,0,0,0,0,0.2495,-0.323,1913,0.8,0.18,0.62,73,26.2,0.3,298,1.005533505,1.050946784,2879,0.005518252,0.049691457,0.044173205,Methane,1.704006984,0.490931683,0.982100262
1372,18,32,sOMC,Methane,0,0,0,0,0.2495,-0.323,2255,2.17,,,,,,278,0.030581169,0.081054386,2880,-3.487370844,-2.512634915,0.97473593,Methane,1.270539989,0.734680498,0.99938581
1382,,42,,Methane,0,0,0,0,0.2495,-0.323,2255,2.17,,,,,,298,0.032634378,0.049312731,2881,-3.422389006,-3.009573002,0.412816004,Methane,0.902850411,0.797957197,0.999216717
1391,,51,,Methane,0,0,0,0,0.2495,-0.323,2255,2.17,,,,,,318,0.032597336,0.024627657,2882,-3.423524724,-3.70388518,-0.280360456,Methane,0.63357817,0.848905035,0.999016267
