,Unnamed: 0,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model
2,2,0.8486867082002039,1.5541661911211333,0.8285979082684065,1.9025817759068304
3,3,0.8349693725624284,1.6935257255956455,0.7831911181461247,2.1784149525460093
0,0,0.8673649970002769,1.551648670095624,0.8280295010771728,1.7164080485024908
1,1,0.8445915299979992,1.78187508594446,0.843249050719808,1.6764097662264767
2,2,0.8646179794671781,1.5821314927479826,0.8448358505172298,1.6230817978828604
3,3,0.850113639625671,1.7368275757441896,0.786624037196322,1.9659141864138103
0,0,0.878638856734813,1.3871759521162723,0.8685957142101897,1.1809775109738627
1,1,0.8642910192852407,1.526417635078961,0.8698629233845849,1.3184925688712934
2,2,0.8812170327151787,1.3554134832490887,0.8777023535314811,1.1922629370040383
3,3,0.8666089484634476,1.5474986231870953,0.8499211501760892,1.355147431142528
0,0,0.8843466478529447,1.297422605874864,0.8008686155572932,1.969962938800804
1,1,0.8680988037725035,1.4630213993933625,0.8301988061041943,1.7616422309392736
2,2,0.8838186191291462,1.2980051019112857,0.8238150030283385,1.8043024973951376
3,3,0.8684120976536531,1.4692201570505907,0.7984983314336551,1.896437674441485
0,0,0.8762288902243229,1.4045085724712951,0.8827071369520881,1.111356271833865
1,1,0.858026840751562,1.595530627612991,0.8663082075897026,1.3507061398133184
2,2,0.8765099314744159,1.4100767741227582,0.8824902603208434,1.1361260436687557
3,3,0.8625516913225286,1.5690450693877225,0.8563426731483782,1.3181440647104752
0,0,0.8921852408862181,1.2363581429972423,0.8827584602586207,1.124271803150144
1,1,0.8855079155532376,1.320139849443556,0.8787939225074524,1.23994659686079
2,2,0.8986456741211859,1.1666388969382953,0.8863357356098158,1.1052666123685502
3,3,0.8876783859499573,1.312800829228178,0.8508198197395405,1.2956292162281788
0,0,0.8826946075319576,1.3410434885039324,0.8542598198728953,1.4839596046991304
1,1,0.8719805637991055,1.4436666032300998,0.8664721793649708,1.4061885215434464
2,2,0.8856928778905792,1.296574720122835,0.8659559410722462,1.3623040458099438
3,3,0.8717301057365349,1.4723512627078494,0.8209820044788622,1.6904502936197143
0,0,0.903075523134747,1.114441198649098,0.8773648650654152,1.1095887800898052
1,1,0.8930701071383744,1.2226039860141775,0.8720692365725131,1.198283669997012
2,2,0.906540322336604,1.0740061674921637,0.886733196795465,1.0221512610744778
3,3,0.888112684611418,1.3026627971849858,0.8634838740638626,1.2095048263913464
0,0,0.8941256604954093,1.1990956638801713,0.8704298047685242,1.2050375083214462
1,1,0.8836571733226343,1.3046590915684608,0.8539247545996067,1.5834551189364874
2,2,0.8998542141430047,1.1285147277740564,0.8794312053625097,1.2184158241286056
3,3,0.8853841911640201,1.2981542715984422,0.8559009108327865,1.3208611114217594
0,0,0.8927880470750053,1.2198205406415323,0.8498272964823339,1.4842551906679715
1,1,0.8822531048101556,1.3257698193762748,0.8614974421356676,1.441914483474961
2,2,0.8995851880706486,1.139063740230411,0.8852269459275977,1.2037676572314695
3,3,0.885553997320779,1.305201730997697,0.8718527525737914,1.317349544210439
0,0,0.9000592146642706,1.125566074571846,0.883165625101302,1.0978773155811383
1,1,0.8921043034720013,1.2019466314499998,0.8883593549856942,1.1298568023837938
2,2,0.905201116184886,1.063736136649289,0.9029015724335024,0.9507423211942582
3,3,0.8928846083412203,1.2145137865006812,0.8704197384905669,1.240318254651703
0,0,0.8995367165039424,1.1273176612947515,0.886114048568985,1.0896326418034217
1,1,0.889686861040888,1.232445998340295,0.8790273976115504,1.2476456219377456
2,2,0.9062926305009712,1.0501064022732431,0.901741188878319,0.985306480025742
3,3,0.891731957807767,1.2207529784899454,0.8647409396235378,1.264658751102116
0,0,0.9016338959214236,1.1417596023519547,0.8941892412273779,0.9988204964980784
1,1,0.8932666234444226,1.2335264448245755,0.8888633497399038,1.1345448944665932
2,2,0.90791778710032,1.064964269489466,0.902332230394595,0.948622081792023
3,3,0.8901643814212807,1.2732608043809626,0.8711455739293058,1.1647797712138117
0,0,0.9053612383525526,1.0731203916300942,0.8821748819877806,1.0949415171087442
1,1,0.8977760543149964,1.1593986754697865,0.8854159827045572,1.1823143165826449
2,2,0.9123739010926352,0.9973034807835004,0.8969431485355814,0.9852517167443068
3,3,0.901522805355592,1.1230645498456604,0.8847857174913905,1.0820065958126934
0,0,0.905636288349345,1.0485996433580906,0.8854327280882728,1.0561697067548292
1,1,0.8944978980762424,1.1666519612540698,0.8851241274986791,1.178260507360127
2,2,0.9115378799111444,0.9800179203200836,0.901882275566416,0.9573750951879124
3,3,0.90007431773906,1.1142943880895098,0.8832938846160397,1.0919185851368698
0,0,0.9038686183913054,1.0566676971267106,0.8920291055639564,1.0412606512115103
1,1,0.8966521489208906,1.1283955702409816,0.8993133947223235,1.0499242163548343
2,2,0.9118581686133987,0.965213136690712,0.9064687238088592,0.9162878949482414
3,3,0.8954815954323727,1.1519504325136465,0.8917603186086263,1.0062837362630264
0,0,0.9094516245284304,1.0326411135674507,0.8935676369688487,0.963730750285487
1,1,0.904511841627835,1.0798557381236624,0.8984613355018046,0.9604179254378338
2,2,0.9167773485637016,0.9424273841037198,0.905608847196946,0.8585914250906033
3,3,0.9041171395081194,1.095081585039405,0.8796698496418796,1.0563824248935751
0,0,0.9133894599563522,0.97803510044025,0.8919172618926192,1.01488623678797
1,1,0.9072779007351336,1.0471218724284852,0.8969844231380677,1.067442998852434
2,2,0.9219458302248738,0.884779250470636,0.9110266030280976,0.8736355911387548
3,3,0.9103050388924562,1.0186490063523232,0.8848644851587032,1.0381635117568215
0,0,0.9147017948450322,0.963846499611195,0.897071345744808,0.9400943831456844
1,1,0.9114146256785828,0.9961885822316392,0.9043312489736096,0.9589535974601416
2,2,0.9238361699369452,0.8585069427797704,0.9161520374515384,0.799244795536261
3,3,0.9118430924390007,0.997990095836539,0.8849118883251534,1.0431011135964745
0,0,0.907031727192652,1.0335744691421151,0.8927852810339034,0.9896288395648613
1,1,0.905495583695575,1.045726299459335,0.8918042967445148,1.0926391510011348
2,2,0.917979653845207,0.91156615947054,0.9094663185426872,0.8765908051677505
3,3,0.904224305561085,1.0655822530889134,0.8799010365960497,1.1188166220787548
0,0,0.9105175416652196,1.016835495698066,0.8961273188693779,0.976336865655384
1,1,0.9062819062443548,1.0604923207175871,0.9047866260383608,0.9615680391263546
2,2,0.9197485075678864,0.913593068160872,0.9128059390248844,0.8327663163241079
3,3,0.9054310734107786,1.076361325745149,0.8828735972638506,1.0802829293682543
0,0,0.9149858387465886,0.9638696782922684,0.900514131083912,0.9324644052497636
1,1,0.9119948487142906,0.9973071175481568,0.8982610994024494,1.0322416700440509
2,2,0.9250290839174504,0.8528406568588878,0.9118100448055932,0.8536193868986544
3,3,0.9094170684895224,1.0323424849572973,0.8843096083239178,1.0795133158724346
0,0,0.9147756106244762,0.9692057206510236,0.8947856156676475,0.9822195632881572
1,1,0.91309586613839,0.9813805956719056,0.8908106005938153,1.1212596814726932
2,2,0.9252697867952696,0.847993037262768,0.9128941529349298,0.8405959083875304
3,3,0.9124168366577388,0.9986139557718172,0.8906416995835704,1.020224562057884
