,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,kpg_pca_mse
1,CO2,GBR_separate,0.934960937,0.916835676,-1,-1,0.934393892,0.962219111,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02100911
1,CO2,ETR_separate,0.930636632,0.978830867,-1,-1,0.94867414,0.75850237,{'n_estimators': 200},0.02100911
1,CO2,LGBM_separate,0.932282494,0.947228101,-1,-1,0.947088717,0.83813945,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.02100911
0,CO2,GBR_separate,0.940973624,0.816761396,-1,-1,0.924922113,0.988398246,"{'learning_rate': 0.5, 'n_estimators': 200}",0.01845436
0,CO2,ETR_separate,0.938711746,0.848304596,-1,-1,0.932303775,0.908663427,{'n_estimators': 200},0.01845436
0,CO2,LGBM_separate,0.943792865,0.779260378,-1,-1,0.932477262,0.900344166,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.01845436
1,CO2,GBR_separate,0.93821812,0.899869079,-1,-1,0.924237211,0.974105814,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019869105
1,CO2,ETR_separate,0.939982206,0.859347351,-1,-1,0.931502079,0.928015878,{'n_estimators': 200},0.019869105
1,CO2,LGBM_separate,0.939098394,0.880351018,-1,-1,0.931118321,0.914204946,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019869105
0,CO2,GBR_separate,0.941989987,0.795393004,-1,-1,0.942540741,0.720968358,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018495602
0,CO2,ETR_separate,0.942767575,0.79094361,-1,-1,0.936500924,0.747019184,{'n_estimators': 200},0.018495602
0,CO2,LGBM_separate,0.945171265,0.762109856,-1,-1,0.948772988,0.637528909,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018495602
1,CO2,GBR_separate,0.936447677,0.921904846,-1,-1,0.944577408,0.702902175,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019949032
1,CO2,ETR_separate,0.942480618,0.833911251,-1,-1,0.937069344,0.741801925,{'n_estimators': 200},0.019949032
1,CO2,LGBM_separate,0.939182474,0.883314915,-1,-1,0.951438507,0.603666188,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019949032
0,CO2,GBR_separate,0.945208867,0.744282217,-1,-1,0.949128892,0.830012591,"{'learning_rate': 0.5, 'n_estimators': 200}",0.01805448
0,CO2,ETR_separate,0.943929554,0.763733814,-1,-1,0.939994916,0.910449641,{'n_estimators': 200},0.01805448
0,CO2,LGBM_separate,0.940714857,0.810354218,-1,-1,0.957801415,0.649465307,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.01805448
1,CO2,GBR_separate,0.937074187,0.860141447,-1,-1,0.951913131,0.755162204,"{'learning_rate': 0.5, 'n_estimators': 200}",0.01960266
1,CO2,ETR_separate,0.940777822,0.807443274,-1,-1,0.943024876,0.887676996,{'n_estimators': 200},0.01960266
1,CO2,LGBM_separate,0.933243353,0.922612412,-1,-1,0.953433935,0.718350652,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.01960266
0,CO2,GBR_separate,0.940950616,0.821301576,-1,-1,0.948154094,0.805089919,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018605969
0,CO2,ETR_separate,0.941866642,0.801351396,-1,-1,0.937622514,0.963601045,{'n_estimators': 200},0.018605969
0,CO2,LGBM_separate,0.943491706,0.778451426,-1,-1,0.940820319,0.936883808,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018605969
1,CO2,GBR_separate,0.934949491,0.875225057,-1,-1,0.93367511,1.013767118,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02030468
1,CO2,ETR_separate,0.942411587,0.76868727,-1,-1,0.936114646,0.982303415,{'n_estimators': 200},0.02030468
1,CO2,LGBM_separate,0.939434701,0.821440731,-1,-1,0.935478791,1.053586225,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.02030468
0,CO2,GBR_separate,0.936233973,0.858301665,-1,-1,0.933454002,0.829387051,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018327377
0,CO2,ETR_separate,0.93768258,0.826437549,-1,-1,0.937881051,0.775547308,{'n_estimators': 200},0.018327377
0,CO2,LGBM_separate,0.939109689,0.811383342,-1,-1,0.929160705,0.852267255,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018327377
1,CO2,GBR_separate,0.944810748,0.779062482,-1,-1,0.92151955,0.953037874,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019995641
1,CO2,ETR_separate,0.93929197,0.853901589,-1,-1,0.900694992,1.134083166,{'n_estimators': 200},0.019995641
1,CO2,LGBM_separate,0.942449791,0.811140787,-1,-1,0.89830923,1.16884188,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019995641
0,CO2,GBR_separate,0.942270848,0.795383306,-1,-1,0.928858539,1.056871108,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018402039
0,CO2,ETR_separate,0.940918231,0.807155644,-1,-1,0.946731272,0.758143998,{'n_estimators': 200},0.018402039
0,CO2,LGBM_separate,0.943398453,0.780092801,-1,-1,0.933207097,1.091824015,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018402039
1,CO2,GBR_separate,0.938423349,0.864743162,-1,-1,0.932354394,0.99918592,"{'learning_rate': 0.5, 'n_estimators': 200}",0.021124134
1,CO2,ETR_separate,0.940869302,0.845910391,-1,-1,0.935533907,0.921735706,{'n_estimators': 200},0.021124134
1,CO2,LGBM_separate,0.939026307,0.859567074,-1,-1,0.922925932,1.242048767,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.021124134
0,CO2,GBR_separate,0.944955676,0.77111202,-1,-1,0.946813973,0.721570291,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018223786
0,CO2,ETR_separate,0.941900465,0.80421083,-1,-1,0.94876033,0.675518389,{'n_estimators': 200},0.018223786
0,CO2,LGBM_separate,0.944435377,0.772971668,-1,-1,0.949955566,0.681166462,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018223786
1,CO2,GBR_separate,0.939246233,0.829643257,-1,-1,0.942405208,0.811086304,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019595409
1,CO2,ETR_separate,0.937721449,0.838829675,-1,-1,0.944559437,0.752056597,{'n_estimators': 200},0.019595409
1,CO2,LGBM_separate,0.935712058,0.877081004,-1,-1,0.948962977,0.703107797,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019595409
0,CO2,GBR_separate,0.945478657,0.769312607,-1,-1,0.932458178,0.882638312,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018298618
0,CO2,ETR_separate,0.944620288,0.778568632,-1,-1,0.929430498,0.867564579,{'n_estimators': 150},0.018298618
0,CO2,LGBM_separate,0.946897497,0.753014356,-1,-1,0.941800528,0.781153393,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018298618
1,CO2,GBR_separate,0.939691555,0.868084688,-1,-1,0.924150854,1.029572768,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020204995
1,CO2,ETR_separate,0.940176934,0.861290255,-1,-1,0.925711217,0.916965565,{'n_estimators': 200},0.020204995
1,CO2,LGBM_separate,0.944037139,0.798463996,-1,-1,0.942447196,0.779507873,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020204995
0,CO2,GBR_separate,0.931994186,0.967448641,-1,-1,0.957515525,0.550102688,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018134456
0,CO2,ETR_separate,0.933842454,0.930366847,-1,-1,0.938575622,0.758197599,{'n_estimators': 200},0.018134456
0,CO2,LGBM_separate,0.932098494,0.973524879,-1,-1,0.961282951,0.506287309,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018134456
1,CO2,GBR_separate,0.925536313,1.002121191,-1,-1,0.949695471,0.622332364,"{'learning_rate': 0.5, 'n_estimators': 200}",0.021049802
1,CO2,ETR_separate,0.928719693,0.972746681,-1,-1,0.935827004,0.778970853,{'n_estimators': 200},0.021049802
1,CO2,LGBM_separate,0.920845855,1.073546067,-1,-1,0.956375845,0.537376638,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.021049802
0,CO2,GBR_separate,0.938808568,0.865869259,-1,-1,0.956890136,0.569483384,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018226383
0,CO2,ETR_separate,0.944618283,0.78990205,-1,-1,0.947746462,0.704966499,{'n_estimators': 200},0.018226383
0,CO2,LGBM_separate,0.94135309,0.836960114,-1,-1,0.95811865,0.559236746,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018226383
1,CO2,GBR_separate,0.93692701,0.854938266,-1,-1,0.942351856,0.796079925,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019698573
1,CO2,ETR_separate,0.943318909,0.78065683,-1,-1,0.942438093,0.797395394,{'n_estimators': 200},0.019698573
1,CO2,LGBM_separate,0.946798061,0.736669081,-1,-1,0.945726856,0.777345301,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019698573
0,CO2,GBR_separate,0.94498378,0.788922342,-1,-1,0.960443101,0.483937634,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018410701
0,CO2,ETR_separate,0.943570802,0.804118075,-1,-1,0.953348758,0.569887549,{'n_estimators': 200},0.018410701
0,CO2,LGBM_separate,0.945546437,0.777619856,-1,-1,0.966833419,0.428589476,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018410701
1,CO2,GBR_separate,0.933167475,0.970950317,-1,-1,0.953577405,0.554363021,"{'learning_rate': 0.5, 'n_estimators': 200}",0.01981216
1,CO2,ETR_separate,0.93906972,0.878077228,-1,-1,0.949472462,0.606509378,{'n_estimators': 200},0.01981216
1,CO2,LGBM_separate,0.940855367,0.854763345,-1,-1,0.965254778,0.429015169,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.01981216
0,CO2,GBR_separate,0.946466889,0.795218981,-1,-1,0.929616459,0.711806045,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018462202
0,CO2,ETR_separate,0.944761913,0.821834071,-1,-1,0.940595389,0.560831002,{'n_estimators': 200},0.018462202
0,CO2,LGBM_separate,0.948564568,0.763343681,-1,-1,0.949287286,0.491207137,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018462202
1,CO2,GBR_separate,0.932773066,1.018024644,-1,-1,0.9445525,0.547175754,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019520076
1,CO2,ETR_separate,0.934561896,0.990130758,-1,-1,0.939824108,0.555119294,{'n_estimators': 200},0.019520076
1,CO2,LGBM_separate,0.932195886,1.031320585,-1,-1,0.934790513,0.649626811,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019520076
0,CO2,GBR_separate,0.946645731,0.73405318,-1,-1,0.944283469,0.848227639,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018330973
0,CO2,ETR_separate,0.947068467,0.724843241,-1,-1,0.928202858,1.000789331,{'n_estimators': 200},0.018330973
0,CO2,LGBM_separate,0.944482173,0.761626078,-1,-1,0.934644306,0.966266107,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018330973
1,CO2,GBR_separate,0.933008885,0.955271026,-1,-1,0.918959035,1.200852796,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019859594
1,CO2,ETR_separate,0.940132008,0.848988885,-1,-1,0.926444371,1.006075623,{'n_estimators': 200},0.019859594
1,CO2,LGBM_separate,0.939076871,0.866043987,-1,-1,0.932539223,0.998750543,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019859594
0,CO2,GBR_separate,0.94464944,0.79478128,-1,-1,0.935422565,0.759526398,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018491438
0,CO2,ETR_separate,0.94630983,0.760626282,-1,-1,0.919374807,0.907342712,{'n_estimators': 200},0.018491438
0,CO2,LGBM_separate,0.949322723,0.71183146,-1,-1,0.938983603,0.746285199,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018491438
1,CO2,GBR_separate,0.932474911,0.945180915,-1,-1,0.923117516,0.931153287,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020983618
1,CO2,ETR_separate,0.940640765,0.828698442,-1,-1,0.91540627,0.962525048,{'n_estimators': 150},0.020983618
1,CO2,LGBM_separate,0.936933001,0.869963305,-1,-1,0.926525175,0.863695538,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020983618
0,CO2,GBR_separate,0.938559498,0.871474405,-1,-1,0.959534647,0.525646286,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018369823
0,CO2,ETR_separate,0.941329466,0.82678177,-1,-1,0.950803469,0.65195951,{'n_estimators': 150},0.018369823
0,CO2,LGBM_separate,0.935822235,0.907398591,-1,-1,0.959027167,0.530965691,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018369823
1,CO2,GBR_separate,0.940174354,0.851832415,-1,-1,0.94988711,0.714350243,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020868924
1,CO2,ETR_separate,0.936814268,0.890976162,-1,-1,0.948037585,0.692643706,{'n_estimators': 200},0.020868924
1,CO2,LGBM_separate,0.935189026,0.914079775,-1,-1,0.955974096,0.581505915,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020868924
0,CO2,GBR_separate,0.939511026,0.85668881,-1,-1,0.944452725,0.667356853,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018550133
0,CO2,ETR_separate,0.942955989,0.803503533,-1,-1,0.951761757,0.569673402,{'n_estimators': 200},0.018550133
0,CO2,LGBM_separate,0.941829331,0.832357279,-1,-1,0.964560555,0.469036916,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018550133
1,CO2,GBR_separate,0.931023672,0.965763169,-1,-1,0.945574014,0.647657205,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020431403
1,CO2,ETR_separate,0.93421076,0.904122725,-1,-1,0.943804318,0.649720658,{'n_estimators': 150},0.020431403
1,CO2,LGBM_separate,0.923866652,1.071909825,-1,-1,0.954411099,0.577959957,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020431403
0,CO2,GBR_separate,0.945468934,0.747878136,-1,-1,0.944899975,0.836917761,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018199112
0,CO2,ETR_separate,0.94479175,0.755635717,-1,-1,0.941652014,0.901766394,{'n_estimators': 200},0.018199112
0,CO2,LGBM_separate,0.942989657,0.778006179,-1,-1,0.93851232,0.979609122,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018199112
1,CO2,GBR_separate,0.930523328,0.880387759,-1,-1,0.945698685,0.854730491,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019786444
1,CO2,ETR_separate,0.933253435,0.841369424,-1,-1,0.942744459,0.889594173,{'n_estimators': 200},0.019786444
1,CO2,LGBM_separate,0.931308597,0.873246514,-1,-1,0.943246315,0.916781412,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019786444
0,CO2,GBR_separate,0.944641344,0.767677541,-1,-1,0.945331981,0.846484672,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018183802
0,CO2,ETR_separate,0.939477375,0.837912343,-1,-1,0.937798989,0.914604121,{'n_estimators': 150},0.018183802
0,CO2,LGBM_separate,0.944014104,0.772559052,-1,-1,0.955438718,0.678106825,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018183802
1,CO2,GBR_separate,0.935396154,0.880867612,-1,-1,0.929454731,1.121782488,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019779444
1,CO2,ETR_separate,0.942204794,0.800095937,-1,-1,0.938045077,0.959394701,{'n_estimators': 200},0.019779444
1,CO2,LGBM_separate,0.94089596,0.818633638,-1,-1,0.939474934,1.00006974,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019779444
0,CO2,GBR_separate,0.938830489,0.844018652,-1,-1,0.949502221,0.77214221,"{'learning_rate': 0.5, 'n_estimators': 200}",0.01854473
0,CO2,ETR_separate,0.941670662,0.800051009,-1,-1,0.941482857,0.848312861,{'n_estimators': 200},0.01854473
0,CO2,LGBM_separate,0.936265234,0.87839231,-1,-1,0.943184192,0.838403032,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.01854473
1,CO2,GBR_separate,0.938599674,0.828944609,-1,-1,0.947798202,0.790773814,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020215654
1,CO2,ETR_separate,0.936350009,0.86605531,-1,-1,0.937046508,0.921798784,{'n_estimators': 200},0.020215654
1,CO2,LGBM_separate,0.935678975,0.86986916,-1,-1,0.952433056,0.727794652,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020215654
0,CO2,GBR_separate,0.939859781,0.841595376,-1,-1,0.951696389,0.628079209,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018442041
0,CO2,ETR_separate,0.944090429,0.78669525,-1,-1,0.944368783,0.733700163,{'n_estimators': 200},0.018442041
0,CO2,LGBM_separate,0.941383713,0.821619291,-1,-1,0.949940293,0.645912803,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018442041
1,CO2,GBR_separate,0.933537387,0.898762012,-1,-1,0.942074863,0.723977763,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019905337
1,CO2,ETR_separate,0.937176958,0.849698924,-1,-1,0.936462434,0.821518186,{'n_estimators': 180},0.019905337
1,CO2,LGBM_separate,0.933703087,0.893858867,-1,-1,0.939995614,0.772560212,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019905337
0,CO2,GBR_separate,0.943109317,0.754521315,-1,-1,0.920760572,1.213880806,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018389426
0,CO2,ETR_separate,0.942268328,0.765257645,-1,-1,0.928112064,1.132935435,{'n_estimators': 200},0.018389426
0,CO2,LGBM_separate,0.944582472,0.734734557,-1,-1,0.908960747,1.453673751,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018389426
1,CO2,GBR_separate,0.934971774,0.894876277,-1,-1,0.903826502,1.481724689,"{'learning_rate': 0.5, 'n_estimators': 200}",0.021224905
1,CO2,ETR_separate,0.937070378,0.867721205,-1,-1,0.926766322,1.141540527,{'n_estimators': 200},0.021224905
1,CO2,LGBM_separate,0.933773415,0.915546232,-1,-1,0.916273522,1.342751757,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.021224905
0,CO2,GBR_separate,0.941682263,0.800186822,-1,-1,0.95699966,0.58100518,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018502978
0,CO2,ETR_separate,0.942139033,0.785179545,-1,-1,0.946180358,0.734697628,{'n_estimators': 150},0.018502978
0,CO2,LGBM_separate,0.946338744,0.731695568,-1,-1,0.950425048,0.682091823,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018502978
1,CO2,GBR_separate,0.942174181,0.758220602,-1,-1,0.949991188,0.681409099,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020291852
1,CO2,ETR_separate,0.939148769,0.797782109,-1,-1,0.942285443,0.796287303,{'n_estimators': 200},0.020291852
1,CO2,LGBM_separate,0.941786629,0.771268381,-1,-1,0.942723602,0.791260325,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020291852
0,CO2,GBR_separate,0.93965221,0.847457039,-1,-1,0.938735452,0.824590862,"{'learning_rate': 0.5, 'n_estimators': 200}",0.0182154
0,CO2,ETR_separate,0.940107782,0.843455568,-1,-1,0.942884515,0.774800413,{'n_estimators': 200},0.0182154
0,CO2,LGBM_separate,0.938193455,0.867141114,-1,-1,0.943204379,0.776570772,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.0182154
1,CO2,GBR_separate,0.934640725,0.953150277,-1,-1,0.944206442,0.769289965,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02023612
1,CO2,ETR_separate,0.940086163,0.874006499,-1,-1,0.942911692,0.782978952,{'n_estimators': 200},0.02023612
1,CO2,LGBM_separate,0.936916845,0.920644,-1,-1,0.93648761,0.840901861,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.02023612
0,CO2,GBR_separate,0.943094196,0.805011198,-1,-1,0.946885203,0.705165226,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018432428
0,CO2,ETR_separate,0.945465003,0.770599055,-1,-1,0.943029998,0.723688383,{'n_estimators': 200},0.018432428
0,CO2,LGBM_separate,0.942836736,0.80563082,-1,-1,0.954728211,0.604320787,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018432428
1,CO2,GBR_separate,0.935889333,0.991065287,-1,-1,0.9400769,0.772588588,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020079507
1,CO2,ETR_separate,0.937621274,0.957591955,-1,-1,0.937153034,0.799295154,{'n_estimators': 200},0.020079507
1,CO2,LGBM_separate,0.933383883,1.027839255,-1,-1,0.937972449,0.820777355,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020079507
0,CO2,GBR_separate,0.939904197,0.818544884,-1,-1,0.938196192,0.930614824,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018309445
0,CO2,ETR_separate,0.940041255,0.813689285,-1,-1,0.950577217,0.750034778,{'n_estimators': 200},0.018309445
0,CO2,LGBM_separate,0.938989862,0.835483383,-1,-1,0.932315528,0.996198527,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018309445
1,CO2,GBR_separate,0.925767065,1.042705518,-1,-1,0.941168932,0.866300808,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019900718
1,CO2,ETR_separate,0.935357679,0.906098115,-1,-1,0.949272294,0.774575344,{'n_estimators': 200},0.019900718
1,CO2,LGBM_separate,0.929864576,0.995569085,-1,-1,0.928864599,1.058748825,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019900718
0,CO2,GBR_separate,0.947884475,0.756154387,-1,-1,0.936756709,0.706760419,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018101873
0,CO2,ETR_separate,0.943207138,0.826633838,-1,-1,0.931666494,0.707633014,{'n_estimators': 150},0.018101873
0,CO2,LGBM_separate,0.947004843,0.768736555,-1,-1,0.944012898,0.64332029,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018101873
1,CO2,GBR_separate,0.937912366,0.874729937,-1,-1,0.93572675,0.756853883,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019676708
1,CO2,ETR_separate,0.94022302,0.841792211,-1,-1,0.930053352,0.729920479,{'n_estimators': 150},0.019676708
1,CO2,LGBM_separate,0.933651559,0.940352778,-1,-1,0.937756994,0.733002875,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019676708
0,CO2,GBR_separate,0.945861421,0.764765222,-1,-1,0.929169612,0.908158118,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018358998
0,CO2,ETR_separate,0.942402879,0.809180702,-1,-1,0.937291523,0.815486237,{'n_estimators': 200},0.018358998
0,CO2,LGBM_separate,0.946531655,0.750985935,-1,-1,0.941865146,0.780400206,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018358998
1,CO2,GBR_separate,0.931946396,0.942745838,-1,-1,0.913639455,1.126516999,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02097275
1,CO2,ETR_separate,0.942141237,0.799162625,-1,-1,0.928679379,0.916427741,{'n_estimators': 200},0.02097275
1,CO2,LGBM_separate,0.936277288,0.890939161,-1,-1,0.937126194,0.841996261,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.02097275
0,CO2,GBR_separate,0.939262719,0.862827768,-1,-1,0.937962773,0.837429265,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018316188
0,CO2,ETR_separate,0.942265469,0.822338102,-1,-1,0.93333974,0.846768346,{'n_estimators': 150},0.018316188
0,CO2,LGBM_separate,0.941656644,0.828265923,-1,-1,0.944082526,0.7342361,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018316188
1,CO2,GBR_separate,0.942489207,0.875822081,-1,-1,0.930253501,0.95371335,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020495484
1,CO2,ETR_separate,0.944439209,0.84220108,-1,-1,0.92756676,0.925592176,{'n_estimators': 200},0.020495484
1,CO2,LGBM_separate,0.942372556,0.876468419,-1,-1,0.936167227,0.883556216,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020495484
0,CO2,GBR_separate,0.93805248,0.827699773,-1,-1,0.941225182,0.761758809,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018574704
