,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,kpg_pca_mse
0,Methane,ETR_separate,0.91663316,0.822976816,-1,-1,0.862202709,1.086776684,{'n_estimators': 150},0.025075982
0,Methane,LGBM_separate,0.918346186,0.807279609,-1,-1,0.895714852,0.873457342,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.025075982
1,Methane,GBR_separate,0.88539727,1.094105239,-1,-1,0.854179633,1.247243062,"{'learning_rate': 0.5, 'n_estimators': 200}",0.027662041
1,Methane,ETR_separate,0.902570531,0.930938725,-1,-1,0.854904855,1.108730549,{'n_estimators': 120},0.027662041
1,Methane,LGBM_separate,0.897246195,0.981401468,-1,-1,0.866829801,1.055144472,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.027662041
0,Methane,GBR_separate,0.901465885,0.985311755,-1,-1,0.873235443,1.155847805,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026409727
0,Methane,ETR_separate,0.914993945,0.848931983,-1,-1,0.88272072,1.018696599,{'n_estimators': 150},0.026409727
0,Methane,LGBM_separate,0.911749122,0.884424596,-1,-1,0.889559531,0.995341986,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026409727
1,Methane,GBR_separate,0.893211834,1.090895006,-1,-1,0.890072211,0.979062066,"{'learning_rate': 0.5, 'n_estimators': 200}",0.030712457
1,Methane,ETR_separate,0.912256042,0.895044917,-1,-1,0.882463218,1.000944065,{'n_estimators': 150},0.030712457
1,Methane,LGBM_separate,0.906111323,0.957478644,-1,-1,0.902864783,0.874824263,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.030712457
0,Methane,GBR_separate,0.905412837,0.891821427,-1,-1,0.898111403,1.102362581,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026209708
0,Methane,ETR_separate,0.918905466,0.767482302,-1,-1,0.884745681,1.20198688,{'n_estimators': 150},0.026209708
0,Methane,LGBM_separate,0.921079897,0.746040273,-1,-1,0.901721416,1.063318689,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026209708
1,Methane,GBR_separate,0.8974552,0.961558779,-1,-1,0.900094081,1.08659242,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029230408
1,Methane,ETR_separate,0.901768777,0.919861733,-1,-1,0.878391459,1.259379484,{'n_estimators': 150},0.029230408
1,Methane,LGBM_separate,0.904045289,0.901199204,-1,-1,0.898760034,1.096300177,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029230408
0,Methane,GBR_separate,0.898945959,1.003787787,-1,-1,0.888459397,1.174047996,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026590409
0,Methane,ETR_separate,0.910622206,0.885273242,-1,-1,0.909831736,0.918254964,{'n_estimators': 150},0.026590409
0,Methane,LGBM_separate,0.911208154,0.874117574,-1,-1,0.909429658,0.952499577,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026590409
1,Methane,GBR_separate,0.879432799,1.173810119,-1,-1,0.899295148,1.052527318,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029155811
1,Methane,ETR_separate,0.899863925,0.990903928,-1,-1,0.910790844,0.892964054,{'n_estimators': 150},0.029155811
1,Methane,LGBM_separate,0.900671985,0.974259801,-1,-1,0.911945681,0.905740801,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029155811
0,Methane,GBR_separate,0.900975966,0.932778579,-1,-1,0.90222132,1.197841208,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026607382
0,Methane,ETR_separate,0.906210289,0.882113471,-1,-1,0.923363534,0.829750944,{'n_estimators': 120},0.026607382
0,Methane,LGBM_separate,0.91259097,0.818479761,-1,-1,0.913727793,1.003433016,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026607382
1,Methane,GBR_separate,0.882671482,1.108602304,-1,-1,0.901124849,1.194208848,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02911622
1,Methane,ETR_separate,0.898891539,0.949243495,-1,-1,0.931276766,0.737450328,{'n_estimators': 120},0.02911622
1,Methane,LGBM_separate,0.902613105,0.912643487,-1,-1,0.908147854,1.074646217,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.02911622
0,Methane,GBR_separate,0.919583546,0.807893379,-1,-1,0.892971895,0.956644437,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026575995
0,Methane,ETR_separate,0.921574312,0.78943523,-1,-1,0.889980126,0.926196431,{'n_estimators': 120},0.026575995
0,Methane,LGBM_separate,0.921858527,0.785312252,-1,-1,0.891580128,0.939047467,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026575995
1,Methane,GBR_separate,0.900206975,1.008323723,-1,-1,0.897226495,0.938180281,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029082701
1,Methane,ETR_separate,0.910692553,0.904823174,-1,-1,0.886577489,0.944147998,{'n_estimators': 150},0.029082701
1,Methane,LGBM_separate,0.908438486,0.92538059,-1,-1,0.883351445,1.019998373,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029082701
0,Methane,GBR_separate,0.891808116,1.055671954,-1,-1,0.925970324,0.766476552,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02621241
0,Methane,ETR_separate,0.903584327,0.940501156,-1,-1,0.93596968,0.634581228,{'n_estimators': 120},0.02621241
0,Methane,LGBM_separate,0.908033156,0.902101982,-1,-1,0.939528872,0.622587423,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.02621241
1,Methane,GBR_separate,0.88663079,1.039299671,-1,-1,0.929061426,0.759344981,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029246018
1,Methane,ETR_separate,0.903849151,0.888384258,-1,-1,0.931819746,0.677385699,{'n_estimators': 150},0.029246018
1,Methane,LGBM_separate,0.906575201,0.857385441,-1,-1,0.941780176,0.606757274,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029246018
0,Methane,GBR_separate,0.914677945,0.824489288,-1,-1,0.888851065,1.098604627,"{'learning_rate': 0.5, 'n_estimators': 200}",0.025802559
0,Methane,ETR_separate,0.922868983,0.744343937,-1,-1,0.8757647,1.1874428,{'n_estimators': 150},0.025802559
0,Methane,LGBM_separate,0.922209601,0.750391746,-1,-1,0.89753968,1.013138614,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.025802559
1,Methane,GBR_separate,0.895127502,0.994762807,-1,-1,0.88111878,1.213210045,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02882229
1,Methane,ETR_separate,0.910518432,0.845197347,-1,-1,0.868762214,1.262944825,{'n_estimators': 150},0.02882229
1,Methane,LGBM_separate,0.906243932,0.886092779,-1,-1,0.892815443,1.083793845,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.02882229
0,Methane,GBR_separate,0.916996225,0.833546355,-1,-1,0.895207879,0.957678157,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026035644
0,Methane,ETR_separate,0.919921845,0.804245092,-1,-1,0.895791628,0.873225152,{'n_estimators': 120},0.026035644
0,Methane,LGBM_separate,0.925439085,0.748623684,-1,-1,0.88608958,1.042623129,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026035644
1,Methane,GBR_separate,0.904635017,0.935397977,-1,-1,0.833486609,1.665740325,"{'learning_rate': 0.5, 'n_estimators': 200}",0.030390342
1,Methane,ETR_separate,0.909509281,0.882464323,-1,-1,0.892543183,0.923221475,{'n_estimators': 200},0.030390342
1,Methane,LGBM_separate,0.911108899,0.869616851,-1,-1,0.893993722,0.991202496,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.030390342
0,Methane,GBR_separate,0.887615755,1.100702557,-1,-1,0.926349919,0.696667563,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026063035
0,Methane,ETR_separate,0.914974255,0.845262159,-1,-1,0.929112268,0.662395645,{'n_estimators': 150},0.026063035
0,Methane,LGBM_separate,0.919142319,0.806570961,-1,-1,0.928958136,0.663525102,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026063035
1,Methane,GBR_separate,0.882791986,1.198276011,-1,-1,0.924800533,0.718712709,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029056892
1,Methane,ETR_separate,0.897311493,1.035853574,-1,-1,0.930101228,0.661396563,{'n_estimators': 180},0.029056892
1,Methane,LGBM_separate,0.90191738,0.995413871,-1,-1,0.921885362,0.738087365,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029056892
0,Methane,GBR_separate,0.90701176,0.924798218,-1,-1,0.921191956,0.760576334,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02678501
0,Methane,ETR_separate,0.916288591,0.827087082,-1,-1,0.905169838,0.877132968,{'n_estimators': 150},0.02678501
0,Methane,LGBM_separate,0.917975203,0.815559512,-1,-1,0.924721524,0.717378358,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.02678501
1,Methane,GBR_separate,0.901019048,1.004064953,-1,-1,0.897552553,0.999831526,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029493029
1,Methane,ETR_separate,0.915200126,0.858326201,-1,-1,0.893829846,0.981494174,{'n_estimators': 180},0.029493029
1,Methane,LGBM_separate,0.919562725,0.815685739,-1,-1,0.908893807,0.869365401,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029493029
0,Methane,GBR_separate,0.89416269,1.026254472,-1,-1,0.938071781,0.685511419,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026134411
0,Methane,ETR_separate,0.909209347,0.875043522,-1,-1,0.931750133,0.707646266,{'n_estimators': 150},0.026134411
0,Methane,LGBM_separate,0.905816779,0.907509007,-1,-1,0.947403733,0.579291091,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026134411
1,Methane,GBR_separate,0.898383371,0.991135608,-1,-1,0.923962708,0.840173272,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029248676
1,Methane,ETR_separate,0.913742741,0.841499099,-1,-1,0.919532311,0.835213679,{'n_estimators': 150},0.029248676
1,Methane,LGBM_separate,0.918877811,0.794229854,-1,-1,0.933051237,0.734899817,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029248676
0,Methane,GBR_separate,0.908928426,0.917403268,-1,-1,0.88253339,0.918780899,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026151671
0,Methane,ETR_separate,0.911385449,0.892480125,-1,-1,0.917941732,0.63404836,{'n_estimators': 150},0.026151671
0,Methane,LGBM_separate,0.918316633,0.825161006,-1,-1,0.896005311,0.826175765,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026151671
1,Methane,GBR_separate,0.890333268,1.118166868,-1,-1,0.888828847,0.881113022,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029531692
1,Methane,ETR_separate,0.907996407,0.945070674,-1,-1,0.919131457,0.613545072,{'n_estimators': 120},0.029531692
1,Methane,LGBM_separate,0.903937371,0.980484654,-1,-1,0.911944746,0.694875428,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029531692
0,Methane,GBR_separate,0.899591263,0.960402095,-1,-1,0.900739172,1.008890266,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026681359
0,Methane,ETR_separate,0.912601397,0.841610904,-1,-1,0.929142831,0.696636998,{'n_estimators': 200},0.026681359
0,Methane,LGBM_separate,0.914311114,0.820104316,-1,-1,0.932238495,0.678531255,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026681359
1,Methane,GBR_separate,0.890998893,1.017949167,-1,-1,0.917766224,0.871268355,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028798139
1,Methane,ETR_separate,0.903074239,0.916105362,-1,-1,0.922987702,0.746892797,{'n_estimators': 150},0.028798139
1,Methane,LGBM_separate,0.907357827,0.87290435,-1,-1,0.921794718,0.808242648,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028798139
0,Methane,GBR_separate,0.911301923,0.866611449,-1,-1,0.89547848,1.037906619,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026044789
0,Methane,ETR_separate,0.9200749,0.780509583,-1,-1,0.896655514,0.909210081,{'n_estimators': 150},0.026044789
0,Methane,LGBM_separate,0.921643128,0.766472493,-1,-1,0.903800935,0.887937756,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026044789
1,Methane,GBR_separate,0.89186227,1.041314107,-1,-1,0.892567354,1.053472499,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02820101
1,Methane,ETR_separate,0.911166143,0.870060422,-1,-1,0.901793034,0.863381593,{'n_estimators': 150},0.02820101
1,Methane,LGBM_separate,0.911124009,0.868825839,-1,-1,0.91382249,0.80439811,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.02820101
0,Methane,GBR_separate,0.907867095,0.914808487,-1,-1,0.922901938,0.795236191,"{'learning_rate': 0.5, 'n_estimators': 200}",0.025936987
0,Methane,ETR_separate,0.914910563,0.845875871,-1,-1,0.91871001,0.737348798,{'n_estimators': 200},0.025936987
0,Methane,LGBM_separate,0.919337991,0.800850754,-1,-1,0.911022944,0.845505478,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.025936987
1,Methane,GBR_separate,0.889239263,1.098269351,-1,-1,0.902773042,1.010884885,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029150779
1,Methane,ETR_separate,0.895171736,1.041812766,-1,-1,0.916450522,0.753502429,{'n_estimators': 120},0.029150779
1,Methane,LGBM_separate,0.89903276,1.003716836,-1,-1,0.918170118,0.784653103,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029150779
0,Methane,GBR_separate,0.897822507,1.026911313,-1,-1,0.928629831,0.629255382,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02579855
0,Methane,ETR_separate,0.910797315,0.901282989,-1,-1,0.935995181,0.543025221,{'n_estimators': 120},0.02579855
0,Methane,LGBM_separate,0.915917824,0.846645973,-1,-1,0.95515895,0.382322446,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.02579855
1,Methane,GBR_separate,0.887045732,1.145335086,-1,-1,0.91708549,0.744446609,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029821796
1,Methane,ETR_separate,0.896619636,1.043539222,-1,-1,0.935430604,0.546698697,{'n_estimators': 200},0.029821796
1,Methane,LGBM_separate,0.894161004,1.064458252,-1,-1,0.952908925,0.418550697,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029821796
0,Methane,GBR_separate,0.902990252,0.958519988,-1,-1,0.901706767,0.902716556,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026497032
0,Methane,ETR_separate,0.912159639,0.875774424,-1,-1,0.910622223,0.745031292,{'n_estimators': 150},0.026497032
0,Methane,LGBM_separate,0.911546906,0.876652734,-1,-1,0.919430489,0.708173264,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026497032
1,Methane,GBR_separate,0.893922989,1.06285018,-1,-1,0.908307857,0.817268369,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028226232
1,Methane,ETR_separate,0.908468732,0.923325401,-1,-1,0.894857368,0.854678807,{'n_estimators': 150},0.028226232
1,Methane,LGBM_separate,0.904126493,0.968677486,-1,-1,0.910552643,0.771906248,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028226232
0,Methane,GBR_separate,0.892652255,1.049058586,-1,-1,0.929954998,0.719392883,"{'learning_rate': 0.5, 'n_estimators': 200}",0.025893757
0,Methane,ETR_separate,0.910339856,0.882417695,-1,-1,0.927522095,0.675887085,{'n_estimators': 120},0.025893757
0,Methane,LGBM_separate,0.912155277,0.862754418,-1,-1,0.945195071,0.54534769,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.025893757
1,Methane,GBR_separate,0.889813004,1.054990937,-1,-1,0.898685641,0.979649571,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028725562
1,Methane,ETR_separate,0.900355643,0.955430751,-1,-1,0.902630231,0.872553905,{'n_estimators': 120},0.028725562
1,Methane,LGBM_separate,0.906090154,0.900828815,-1,-1,0.918121856,0.774566716,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028725562
0,Methane,GBR_separate,0.90634361,0.957549874,-1,-1,0.84053061,1.328807407,"{'learning_rate': 0.5, 'n_estimators': 200}",0.025656068
0,Methane,ETR_separate,0.919837628,0.821617717,-1,-1,0.869515252,1.030448189,{'n_estimators': 180},0.025656068
0,Methane,LGBM_separate,0.91869764,0.828639765,-1,-1,0.865410553,1.073572485,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.025656068
1,Methane,GBR_separate,0.908593611,0.921805115,-1,-1,0.824906596,1.453816961,"{'learning_rate': 0.5, 'n_estimators': 200}",0.030457583
1,Methane,ETR_separate,0.91642508,0.846948077,-1,-1,0.867635666,1.049670767,{'n_estimators': 150},0.030457583
1,Methane,LGBM_separate,0.919980519,0.811734005,-1,-1,0.853607237,1.171312142,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.030457583
0,Methane,GBR_separate,0.902564513,0.96496844,-1,-1,0.899201264,0.943900542,"{'learning_rate': 0.5, 'n_estimators': 200}",0.025822162
0,Methane,ETR_separate,0.907310982,0.927774722,-1,-1,0.922352125,0.716250194,{'n_estimators': 150},0.025822162
0,Methane,LGBM_separate,0.913094236,0.867891643,-1,-1,0.930467806,0.683448808,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.025822162
1,Methane,GBR_separate,0.879994168,1.17846413,-1,-1,0.904519126,0.934022622,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029663396
1,Methane,ETR_separate,0.908379542,0.896060611,-1,-1,0.919703788,0.735445498,{'n_estimators': 150},0.029663396
1,Methane,LGBM_separate,0.904591637,0.92769068,-1,-1,0.925316386,0.732668786,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029663396
0,Methane,GBR_separate,0.898201511,1.011686104,-1,-1,0.89241692,1.097412316,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026411897
0,Methane,ETR_separate,0.912973477,0.869084512,-1,-1,0.879456504,1.105383644,{'n_estimators': 180},0.026411897
0,Methane,LGBM_separate,0.908860189,0.905515288,-1,-1,0.903648107,0.920938805,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026411897
1,Methane,GBR_separate,0.892631152,0.991705004,-1,-1,0.916931365,0.777208056,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028669668
1,Methane,ETR_separate,0.908643409,0.845312391,-1,-1,0.884094587,0.989153728,{'n_estimators': 180},0.028669668
1,Methane,LGBM_separate,0.904771925,0.872612969,-1,-1,0.910966265,0.814425129,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028669668
0,Methane,GBR_separate,0.89553163,1.040384569,-1,-1,0.889504372,1.107920726,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02513686
0,Methane,ETR_separate,0.904898407,0.943955971,-1,-1,0.917452851,0.7290287,{'n_estimators': 120},0.02513686
0,Methane,LGBM_separate,0.902889858,0.965906005,-1,-1,0.935194734,0.607455914,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.02513686
1,Methane,GBR_separate,0.886571653,1.086299986,-1,-1,0.902478747,0.952497034,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028555513
1,Methane,ETR_separate,0.900487313,0.952479998,-1,-1,0.91148482,0.766812526,{'n_estimators': 150},0.028555513
1,Methane,LGBM_separate,0.899145991,0.966416945,-1,-1,0.932826103,0.617562252,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028555513
0,Methane,GBR_separate,0.902616688,0.943652035,-1,-1,0.909963858,0.847475973,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026109643
0,Methane,ETR_separate,0.907548823,0.897924794,-1,-1,0.920906337,0.723843808,{'n_estimators': 150},0.026109643
0,Methane,LGBM_separate,0.909990666,0.873659557,-1,-1,0.929911941,0.68499618,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026109643
1,Methane,GBR_separate,0.895731274,1.008158759,-1,-1,0.917693938,0.798018588,"{'learning_rate': 0.5, 'n_estimators': 200}",0.030081097
1,Methane,ETR_separate,0.907645355,0.89496421,-1,-1,0.931050156,0.626955354,{'n_estimators': 150},0.030081097
1,Methane,LGBM_separate,0.909146928,0.877692316,-1,-1,0.93896134,0.584236994,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.030081097
0,Methane,GBR_separate,0.904922588,0.925113094,-1,-1,0.943186067,0.68356944,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026404862
0,Methane,ETR_separate,0.912227815,0.852575891,-1,-1,0.939169812,0.720461439,{'n_estimators': 150},0.026404862
0,Methane,LGBM_separate,0.912834769,0.847835116,-1,-1,0.944825525,0.674100672,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026404862
1,Methane,GBR_separate,0.881447023,1.161697723,-1,-1,0.931723675,0.878375324,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029525431
1,Methane,ETR_separate,0.901967236,0.955435071,-1,-1,0.933714696,0.786207337,{'n_estimators': 120},0.029525431
1,Methane,LGBM_separate,0.899181713,0.978404288,-1,-1,0.924911619,0.92012282,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029525431
0,Methane,GBR_separate,0.899883653,0.978792381,-1,-1,0.88913191,1.117365417,"{'learning_rate': 0.5, 'n_estimators': 200}",0.025902382
0,Methane,ETR_separate,0.91738801,0.806786682,-1,-1,0.876840512,1.095658696,{'n_estimators': 150},0.025902382
0,Methane,LGBM_separate,0.916206717,0.820042207,-1,-1,0.897427064,0.959678524,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.025902382
1,Methane,GBR_separate,0.898283273,1.017313372,-1,-1,0.882777249,1.207861149,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029733615
1,Methane,ETR_separate,0.916919013,0.831042047,-1,-1,0.8789859,1.077517979,{'n_estimators': 150},0.029733615
1,Methane,LGBM_separate,0.907027388,0.929554317,-1,-1,0.903078489,0.942719878,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029733615
0,Methane,GBR_separate,0.901885414,0.959140777,-1,-1,0.902626296,0.970129252,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026082278
0,Methane,ETR_separate,0.915193479,0.838195185,-1,-1,0.899083357,0.974066723,{'n_estimators': 120},0.026082278
0,Methane,LGBM_separate,0.912387671,0.859415565,-1,-1,0.90045862,0.985609396,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.026082278
1,Methane,GBR_separate,0.90296666,0.90925044,-1,-1,0.883666212,1.13148377,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028002078
1,Methane,ETR_separate,0.920105035,0.751402234,-1,-1,0.869449145,1.231132342,{'n_estimators': 120},0.028002078
1,Methane,LGBM_separate,0.923012182,0.726997914,-1,-1,0.886925128,1.093949443,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028002078
0,Methane,GBR_separate,0.901912905,0.983722169,-1,-1,0.915309496,0.759442377,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026560754
0,Methane,ETR_separate,0.910209941,0.901126056,-1,-1,0.931412182,0.580162601,{'n_estimators': 150},0.026560754
0,Methane,LGBM_separate,0.913428757,0.868626401,-1,-1,0.929936873,0.613084143,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026560754
1,Methane,GBR_separate,0.889473427,1.138006318,-1,-1,0.907601998,0.858702095,"{'learning_rate': 0.5, 'n_estimators': 200}",0.027906342
1,Methane,ETR_separate,0.911887029,0.909557874,-1,-1,0.930371671,0.58936822,{'n_estimators': 180},0.027906342
1,Methane,LGBM_separate,0.907962286,0.941657135,-1,-1,0.927578031,0.61712722,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.027906342
0,Methane,GBR_separate,0.910361294,0.863586999,-1,-1,0.928432201,0.682516133,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026271706
0,Methane,ETR_separate,0.914618925,0.828105329,-1,-1,0.929072196,0.659584672,{'n_estimators': 150},0.026271706
0,Methane,LGBM_separate,0.916623866,0.80489557,-1,-1,0.942785542,0.551086281,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026271706
1,Methane,GBR_separate,0.893561484,0.990727312,-1,-1,0.915206649,0.819758722,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028586281
1,Methane,ETR_separate,0.904377823,0.885465808,-1,-1,0.930651902,0.647244436,{'n_estimators': 120},0.028586281
1,Methane,LGBM_separate,0.90632471,0.866137891,-1,-1,0.934458334,0.628349398,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028586281
0,Methane,GBR_separate,0.901881402,0.981769748,-1,-1,0.930250679,0.630393548,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026361946
