,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,test_mse_separa_model,test_mse_separa_model,test_mse_separa_model,test_mse_separa_model,test_mse_separa_model,test_mse_separa_model,test_mse_separa_model,test_mse_separa_model,test_mse_separa_model,,
16,CO2,RF_total,0.934441212,0.910968727,0.894623787,0.993180806,0.891431694,0.933739341,{'n_estimators': 180},0.830953025,0.749374442,0.99005683,0.873858384,0.989612796,0.881918326,0.866880903,1.118474439,0.636823722,0.89,0.13
17,CFCs,RF_total,0.934441212,0.910968727,0.894623787,0.993180806,0.916075008,1.411346021,{'n_estimators': 180},2.046366187,2.340582509,2.140991934,1.422010786,3.653049278,1.178729128,2.509537016,1.627246033,4.722957413,2.31,1.11
18,Methane,RF_total,0.934441212,0.910968727,0.894623787,0.993180806,0.895685,1.102320575,{'n_estimators': 180},1.262894552,0.933365395,1.062136878,0.917733864,1.158533952,0.997366612,1.147903059,0.887675035,0.664205701,1.01,0.17
19,E&E,RF_total,0.934441212,0.910968727,0.894623787,0.993180806,0.857677364,0.923688337,{'n_estimators': 180},0.862046631,0.671425716,0.68286982,0.835365734,0.693400599,0.667662308,0.802574398,0.858678714,0.712681038,0.77,0.10
20,CO2,LGBM_total,0.938765284,0.851519324,0.920270667,0.792523541,0.92772883,0.655154949,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.609841085,0.510678768,0.685126369,0.666712898,0.799904832,0.706362539,0.765930363,0.983000229,0.552124671,0.69,0.13
21,CFCs,LGBM_total,0.938765284,0.851519324,0.920270667,0.792523541,0.966709155,0.616755503,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",1.355506565,0.760851871,0.844779409,1.284994442,1.407810072,0.621897329,1.063757146,1.697968178,3.868385455,1.35,0.96
22,Methane,LGBM_total,0.938765284,0.851519324,0.920270667,0.792523541,0.899603718,1.122861231,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",1.04339956,0.950906793,1.187852484,0.912557536,1.215662741,1.171550474,1.078816214,0.806513012,0.770377029,1.03,0.16
23,E&E,LGBM_total,0.938765284,0.851519324,0.920270667,0.792523541,0.866202474,0.914472468,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",1.015474114,0.320921029,0.457489902,0.559276315,0.466966447,0.650109486,0.499320333,0.579052831,0.493045463,0.60,0.21
24,CO2,BGLGBM_total,0.946408542,0.746760955,0.916429459,0.7930063,0.924386738,0.655551117,{'n_estimators': 50},0.61525228,0.552279428,0.755376502,0.646998244,0.791208309,0.638213116,0.759705988,0.840918276,0.50743099,0.68,0.11
25,CFCs,BGLGBM_total,0.946408542,0.746760955,0.916429459,0.7930063,0.956396636,0.713017791,{'n_estimators': 50},1.60468323,1.301931833,0.873147136,1.126249277,0.990487415,0.687473478,1.399147663,1.936993295,2.834344429,1.35,0.66
26,Methane,BGLGBM_total,0.946408542,0.746760955,0.916429459,0.7930063,0.89575367,1.154642882,{'n_estimators': 50},1.028772142,0.880072875,1.108153608,0.779808071,1.023810961,0.937446529,1.033176056,0.726484271,0.648433308,0.93,0.17
27,E&E,BGLGBM_total,0.946408542,0.746760955,0.916429459,0.7930063,0.864644514,0.81837386,{'n_estimators': 50},0.871701153,0.394155771,0.487832732,0.540098391,0.488686622,0.60271064,0.463438635,0.553512025,0.513975044,0.57,0.15
28,CO2,DT_separate,0.901803077,1.493523167,-1,-1,0.828286833,1.519648131,{'criterion': 'squared_error'},1.590583149,1.30326238,1.583587957,1.490339995,1.696208538,1.604863629,1.462858416,1.788032708,1.08606539,1.51,0.20
29,CO2,GBR_separate,0.942103727,0.898789674,-1,-1,0.91424451,0.778226228,"{'learning_rate': 0.5, 'n_estimators': 200}",0.731552839,0.623101265,0.757907536,0.860866751,0.823000867,0.689202883,0.75629774,0.821394668,0.552612554,0.74,0.10
30,CO2,BG_separate,0.938625803,0.946052945,-1,-1,0.884732669,0.985728141,{'n_estimators': 100},0.849821496,0.75472239,0.98161711,0.901851355,1.030942831,0.885527412,0.86679133,1.076190557,0.614705644,0.89,0.14
31,CO2,ETR_separate,0.94517191,0.835823899,-1,-1,0.910604377,0.768651791,{'n_estimators': 200},0.688882504,0.680010567,0.840670034,0.74586296,0.945588769,0.749039827,0.813288395,0.959841168,0.56472682,0.78,0.12
32,CO2,RF_separate,0.938559525,0.947495637,-1,-1,0.88642449,0.97198674,{'n_estimators': 200},0.838760849,0.752826599,0.969838545,0.901032318,0.991335277,0.887974538,0.860186273,1.079001461,0.617366227,0.89,0.13
33,CO2,LGBM_separate,0.937442908,0.959810463,-1,-1,0.9174047,0.744754697,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.689013988,0.667660067,0.702825933,0.722684807,0.81387897,0.796033356,0.841549747,0.891406161,0.557911581,0.74,0.10
34,CO2,BGLGBM_separate,0.947909103,0.802259949,-1,-1,0.925297235,0.661417781,{'n_estimators': 30},0.595188818,0.579331176,0.668739571,0.665454954,0.751779761,0.649685806,0.72716547,0.836402076,0.484421587,0.66,0.10
35,CFCs,DT_separate,0.727061029,5.213053068,-1,-1,0.898077736,2.127390049,{'criterion': 'absolute_error'},2.63129101,9.373364705,3.186941907,5.602193573,5.50120323,2.598227936,8.93542049,7.208211146,10.73555094,5.79,3.16
36,CFCs,GBR_separate,0.847970947,2.977401006,-1,-1,0.901943479,1.826401699,"{'learning_rate': 0.5, 'n_estimators': 200}",1.298469382,5.244451569,1.023179869,6.415967971,6.181190162,0.779902667,1.093957411,1.704785221,4.369458128,2.99,2.29
37,CFCs,BG_separate,0.811578013,4.109106226,-1,-1,0.917868975,1.47875108,{'n_estimators': 100},2.220042289,5.463885913,1.085162057,4.114538203,5.593465091,1.724822539,1.645002364,2.194784978,5.033354427,3.06,1.79
38,CFCs,ETR_separate,0.897175267,2.180965091,-1,-1,0.925129735,1.169828586,{'n_estimators': 180},1.632772223,2.527827256,0.856945801,4.049047262,2.610132922,0.906677945,2.073665324,1.929751143,4.70759991,2.25,1.29
39,CFCs,RF_separate,0.809281335,4.164245163,-1,-1,0.914970311,1.544075513,{'n_estimators': 150},2.19929376,5.307749407,1.08597371,4.304143714,5.545174703,1.770092418,1.684719457,2.197671426,4.949968417,3.06,1.75
40,CFCs,LGBM_separate,0.876711604,2.661286506,-1,-1,0.939409331,1.120535736,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 10}",1.062263582,6.441360242,0.778391594,5.361836533,6.021279782,0.711121355,0.859637597,1.945257912,5.640496482,2.99,2.51
41,CFCs,BGLGBM_separate,0.872807233,2.727552005,-1,-1,0.908495803,1.409584705,{'n_estimators': 50},1.113213025,5.366531725,0.740387106,4.77353902,4.529177439,1.01352546,0.989695207,1.58458433,5.020647316,2.65,1.98
42,Methane,DT_separate,0.841528403,1.779301533,-1,-1,0.84629577,1.769943451,{'criterion': 'squared_error'},1.979346377,1.640260469,1.826536806,1.498801684,1.737333558,1.704721991,2.029677994,1.896261742,1.228791875,1.73,0.24
43,Methane,GBR_separate,0.920009898,0.907088161,-1,-1,0.902050852,1.062272957,"{'learning_rate': 0.5, 'n_estimators': 200}",1.17910358,0.93975095,1.02908254,0.854211959,1.100937045,0.991476982,1.182735109,0.681762852,0.76748342,0.98,0.17
44,Methane,BG_separate,0.915384208,0.949956786,-1,-1,0.895413024,1.105405697,{'n_estimators': 100},1.266644859,0.97136625,1.061822428,0.872776141,1.16464443,0.992970656,1.155262395,0.903983542,0.662390498,1.02,0.17
45,Methane,ETR_separate,0.928461101,0.809702513,-1,-1,0.889961006,1.128778877,{'n_estimators': 200},1.266691734,0.877912424,1.040179265,0.910959224,1.075133887,0.857754784,0.974232668,0.746968198,0.602952607,0.95,0.19
46,Methane,RF_separate,0.915220219,0.950980414,-1,-1,0.896225361,1.097987368,{'n_estimators': 200},1.262403386,0.973533688,1.06168572,0.874354669,1.162113861,0.993589502,1.168538199,0.917497975,0.659689445,1.02,0.17
47,Methane,LGBM_separate,0.92650605,0.823127228,-1,-1,0.90892731,0.999407137,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",1.075546371,0.895322472,0.899367497,0.748940852,1.040750046,0.973900515,0.913104547,0.637664293,0.637565604,0.88,0.16
48,Methane,BGLGBM_separate,0.932253083,0.761499819,-1,-1,0.909670427,0.981378405,{'n_estimators': 10},0.965791811,0.780540261,0.87436362,0.67950393,0.909936604,0.716081879,0.922923398,0.607076328,0.523142218,0.80,0.16
49,E&E,DT_separate,0.844454277,1.136007954,-1,-1,0.829380476,1.223844754,{'criterion': 'squared_error'},1.252425824,1.112460776,1.055347824,1.1138287,1.14786486,1.288086959,1.337295558,1.46272572,1.192534945,1.22,0.12
50,E&E,GBR_separate,0.930105332,0.516130935,-1,-1,0.916341636,0.536952422,"{'learning_rate': 0.5, 'n_estimators': 200}",0.733350134,0.375904828,0.375346916,0.508651876,0.556665944,0.529634216,0.528557107,0.537338611,0.54545498,0.52,0.10
51,E&E,BG_separate,0.895792014,0.76276254,-1,-1,0.875373868,0.799184068,{'n_estimators': 100},0.776507067,0.624819767,0.717552635,0.735268989,0.73903563,0.794715754,0.911715179,1.002288457,0.7229397,0.78,0.11
52,E&E,ETR_separate,0.902060454,0.711184558,-1,-1,0.874892502,0.797659853,{'n_estimators': 200},0.716526717,0.594155571,0.519583597,0.607274304,0.501686174,0.719118072,0.73412014,0.693549815,0.617962841,0.65,0.10
53,E&E,RF_separate,0.895449786,0.765789949,-1,-1,0.876103975,0.79383864,{'n_estimators': 200},0.765590182,0.636905008,0.714983431,0.732568019,0.735481274,0.794657183,0.899875021,1.009452405,0.720086361,0.78,0.11
54,E&E,LGBM_separate,0.932027207,0.510657836,-1,-1,0.914911273,0.542810363,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.56179801,0.548818986,0.405432272,0.496440696,0.335192158,0.587165406,0.454262195,0.491160119,0.437851829,0.49,0.08
55,E&E,BGLGBM_separate,0.935402685,0.482508734,-1,-1,0.917322851,0.515256263,{'n_estimators': 50},0.570387871,0.410399271,0.381937631,0.470691681,0.364832274,0.549361121,0.453416283,0.457504827,0.421274626,0.46,0.07
