,Unnamed: 0,GAC,GAS,E,S,A,B,V,L,BET,Vt,Vmeso,Vmic,%C,%O,%N,Temp(K),Pressure,Adsorp(mmol/g),Index,K,n,R2
283,0,Maxsorb II,Methane,0,0,0,0,0.2495,-0.323,2768,1.38,,,,,,281,1.116912015,0.610204887,27,0.65041001,0.630509171,0.995283385
293,10,,Methane,0,0,0,0,0.2495,-0.323,2768,1.38,,,,,,288,2.030457065,0.848582937,28,0.606021526,0.607962869,0.992081304
300,17,,Methane,0,0,0,0,0.2495,-0.323,2768,1.38,,,,,,298,1.720879778,0.625393909,29,0.456994146,0.68415524,0.99665347
310,27,,Methane,0,0,0,0,0.2495,-0.323,2768,1.38,,,,,,307,1.514202866,0.498903533,30,0.408485626,0.678626186,0.997339537
319,36,,Methane,0,0,0,0,0.2495,-0.323,2768,1.38,,,,,,313,1.203457364,0.36492374,31,0.3415024,0.719682676,0.996078834
327,44,,Methane,0,0,0,0,0.2495,-0.323,2768,1.38,,,,,,343,1.039420342,0.16411446,32,0.202941724,0.790678277,0.996087661
336,39,ACB-5,Methane,0,0,0,0,0.2495,-0.323,3537,2.56,1.53,1.03,,,,298,0.993995717,1.163487243,33,1.340027052,0.688861401,0.99676729
345,48,ACB-2,Methane,0,0,0,0,0.2495,-0.323,2986,3.18,2.25,0.93,,,,298,0.037929152,0.102730619,34,1.033499363,0.747347235,0.996950172
356,27,MAC,Methane,0,0,0,0,0.2495,-0.323,671.17,0.333,0.066,0.267,,,,298,0.059288538,0.139731142,35,1.113802216,0.751823892,0.995315738
365,36,,Methane,0,0,0,0,0.2495,-0.323,671.17,0.333,0.066,0.267,,,,308,0.061660079,0.084866562,36,0.916482016,0.804758319,0.99804644
374,45,,Methane,0,0,0,0,0.2495,-0.323,671.17,0.333,0.066,0.267,,,,323,0.072332016,0.046946927,37,0.716899623,0.883642588,0.992527568
383,82,K2CO3/MAC,Methane,0,0,0,0,0.2495,-0.323,643.25,0.322,0.075,0.247,,,,298,0.026138614,0.047493404,38,1.065850658,0.815363249,0.997417153
393,92,,Methane,0,0,0,0,0.2495,-0.323,643.25,0.322,0.075,0.247,,,,308,0.042772277,0.052242744,39,0.805334533,0.88178979,0.999464462
401,100,,Methane,0,0,0,0,0.2495,-0.323,643.25,0.322,0.075,0.247,,,,323,0.076039604,0.028496042,40,0.637232955,1.026724504,0.986351694
410,0,Coal tar pitch,Methane,0,0,0,0,0.2495,-0.323,855.3,0.4685,,,,,,298,0.028067789,0.09366485,41,1.305483392,0.641823918,0.995195877
420,10,Petro pitch 1,Methane,0,0,0,0,0.2495,-0.323,1305,0.6828,,,,,,298,0.046779649,0.140497275,42,1.209150569,0.660311447,0.998121449
431,21,Viscose Rayon,Methane,0,0,0,0,0.2495,-0.323,1873.9,1.588,,,,,,298,0.043037277,0.089407357,43,1.016111429,0.658381832,0.991254791
442,32,AC,Methane,0,0,0,0,0.2495,-0.323,988.2,0.5524,,,,,,298,0.028067789,0.038317439,44,0.67814287,0.751129281,0.998385594
452,0,KUA11701,Methane,0,0,0,0,0.2495,-0.323,726,,,0.33,,,,298,1.02915952,1.202020202,45,1.485094017,0.325265081,0.972144916
461,9,KUA2170-200,Methane,0,0,0,0,0.2495,-0.323,1305,,,0.58,,,,298,0.89193825,1.732323232,46,2.254560141,0.34720972,0.974629514
470,18,KUA21801,Methane,0,0,0,0,0.2495,-0.323,2085,,,0.96,,,,298,1.097770154,2.191919192,47,2.862758707,0.374778062,0.969351776
480,28,KUA21751,Methane,0,0,0,0,0.2495,-0.323,2021,,,0.83,,,,298,1.852487136,2.050505051,48,2.32871168,0.40068582,0.95243279
490,38,KUA41701,Methane,0,0,0,0,0.2495,-0.323,2123,,,0.93,,,,298,1.92109777,2.51010101,49,2.464579746,0.409815332,0.977564255
501,49,KUA31752,Methane,0,0,0,0,0.2495,-0.323,3355,,,1.53,,,,298,3.97941681,3.676767677,50,2.222749693,0.462311337,0.988137529
511,59,CFC-76,Methane,0,0,0,0,0.2495,-0.323,2370,,,1.13,,,,298,1.031637981,1.308177723,51,1.841431002,0.46430363,0.988320983
521,69,Com-AFC,Methane,0,0,0,0,0.2495,-0.323,2206,,,1.1,,,,298,1.982640431,1.595513454,52,1.348729839,0.523890407,0.993863097
528,76,LFC-61,Methane,0,0,0,0,0.2495,-0.323,1965,,,0.92,,,,298,3.817576444,2.981747135,53,2.02121152,0.346259554,0.988543423
537,85,CFC-50,Methane,0,0,0,0,0.2495,-0.323,1770,,,0.78,,,,298,2.350086225,1.935587116,54,1.52937434,0.444408997,0.986362438
545,93,CFS-54,Methane,0,0,0,0,0.2495,-0.323,1500,,,0.67,,,,298,4.106106422,2.510354118,55,1.590897695,0.381206051,0.981128793
554,102,LFC-29,Methane,0,0,0,0,0.2495,-0.323,874,,,0.31,,,,298,3.883881015,2.065473375,56,1.543422547,0.279932159,0.975039574
562,110,CFS-27,Methane,0,0,0,0,0.2495,-0.323,644,,,0.29,,,,298,3.517390619,1.856289141,57,1.42229616,0.283820085,0.97398906
570,118,CFC-11,Methane,0,0,0,0,0.2495,-0.323,283,,,0.13,,,,298,1.761179342,1.255344254,58,1.204955727,0.201606761,0.976623457
578,0,RP-15,Methane,0,0,0,0,0.2495,-0.323,1493,0.658,0.17,0.488,,,,293,0.112,0.16,59,1.718210739,0.408769515,0.965552085
591,13,,Methane,0,0,0,0,0.2495,-0.323,1493,0.658,0.17,0.488,,,,303,0.144,0.16,60,1.615294265,0.416005099,0.969651514
604,26,,Methane,0,0,0,0,0.2495,-0.323,1493,0.658,0.17,0.488,,,,313,0.264,0.312,61,1.324414791,0.450957788,0.980389003
616,38,RP-20,Methane,0,0,0,0,0.2495,-0.323,1853,0.765,0.34,0.425,,,,293,0.122,0.16,62,1.810410474,0.438969176,0.976128374
630,52,,Methane,0,0,0,0,0.2495,-0.323,1853,0.765,0.34,0.425,,,,303,0.094,0.192,63,1.600991908,0.449543801,0.982734139
642,64,,Methane,0,0,0,0,0.2495,-0.323,1853,0.765,0.34,0.425,,,,313,0.139,0.167,64,1.271389939,0.496619977,0.98772121
654,0,Maxsorb II,Methane,0,0,0,0,0.2495,-0.323,2768,1.38,,,,,,281,0.98,1.3125,65,1.585465177,0.672327467,0.996801074
665,11,,Methane,0,0,0,0,0.2495,-0.323,2768,1.38,,,,,,298,1.45,1.3125,66,1.146359403,0.707164741,0.997136685
675,21,,Methane,0,0,0,0,0.2495,-0.323,2768,1.38,,,,,,313,1.04,0.75,67,0.844819644,0.766932154,0.998232317
685,31,,Methane,0,0,0,0,0.2495,-0.323,2768,1.38,,,,,,343,1.94,0.8125,68,0.487492295,0.854995439,0.999483132
691,0,MaxSorb III,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,278,0.5,0.9375,69,2.153569898,0.599562443,0.994883251
706,15,,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,288,0.5,0.75,70,1.780568906,0.630945856,0.996159675
721,30,,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,298,0.57,0.6875,71,1.459564305,0.665532411,0.996913695
736,45,,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,308,0.6,0.625,72,1.246585465,0.686001487,0.996965462
751,60,,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,318,0.61,0.5,73,1.009947481,0.727993535,0.997945478
765,74,,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,328,0.65,0.5,74,0.885084697,0.738019128,0.998043771
780,89,,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,338,0.67,0.4375,75,0.762066455,0.756768507,0.998515541
795,104,,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,348,0.71,0.375,76,0.640426679,0.784426315,0.998608304
810,119,AFC-20,Methane,0,0,0,0,0.2495,-0.323,2206,1.01,,,,,,278,0.57,0.75,77,1.496052836,0.558301109,0.993767429
826,135,,Methane,0,0,0,0,0.2495,-0.323,2206,1.01,,,,,,288,0.56,0.625,78,1.302927801,0.580163517,0.99483138
842,151,,Methane,0,0,0,0,0.2495,-0.323,2206,1.01,,,,,,298,0.59,0.5,79,1.08990688,0.607096948,0.994957957
858,167,,Methane,0,0,0,0,0.2495,-0.323,2206,1.01,,,,,,308,0.59,0.4375,80,0.901728013,0.638315782,0.995779228
874,183,,Methane,0,0,0,0,0.2495,-0.323,2206,1.01,,,,,,318,0.62,0.375,81,0.741506569,0.67199545,0.997413793
890,199,,Methane,0,0,0,0,0.2495,-0.323,2206,1.01,,,,,,328,0.51,0.25,82,0.649170652,0.690752481,0.996890507
906,215,,Methane,0,0,0,0,0.2495,-0.323,2206,1.01,,,,,,338,0.67,0.25,83,0.524498515,0.728317674,0.997160574
922,231,,Methane,0,0,0,0,0.2495,-0.323,2206,1.01,,,,,,348,0.59,0.1875,84,0.448707226,0.748921024,0.996731215
938,0,ACF,Methane,0,0,0,0,0.2495,-0.323,1826.41,1.252,,,,,,273,0.8,1,85,2.159329948,0.392719713,0.930125795
947,9,,Methane,0,0,0,0,0.2495,-0.323,1826.41,1.252,,,,,,298,0.8,0.51,86,0.988990351,0.552348565,0.991234944
956,18,,Methane,0,0,0,0,0.2495,-0.323,1826.41,1.252,,,,,,323,0.8,0.38,87,0.689140346,0.602924639,0.996400197
965,27,ACS,Methane,0,0,0,0,0.2495,-0.323,1484.96,1.042,,,,,,273,0.8,0.66,88,1.363340597,0.410252212,0.949975
974,36,,Methane,0,0,0,0,0.2495,-0.323,1484.96,1.042,,,,,,298,0.8,0.43,89,0.80537276,0.504654748,0.986930437
983,45,,Methane,0,0,0,0,0.2495,-0.323,1484.96,1.042,,,,,,323,0.8,0.23,90,0.858988677,0.405703063,0.912060331
992,0,C2,Methane,0,0,0,0,0.2495,-0.323,1906,1.24,0.26,0.98,,,,303,1.875899203,1.369736769,91,1.64861611,0.461154159,0.973928212
1003,11,53-W2-N,Methane,0,0,0,0,0.2495,-0.323,1441,0.86,0.13,0.73,,,,303,1.873738029,1.561811126,92,1.610390121,0.430567515,0.977111815
1016,24,36-W2,Methane,0,0,0,0,0.2495,-0.323,844,0.55,0.05,0.5,,,,303,0.492130239,0.602203471,93,1.51093743,0.392288198,0.969140345
1029,37,53-W1,Methane,0,0,0,0,0.2495,-0.323,779,0.5,0.06,0.44,,,,303,4.147293284,1.999587833,94,1.386646292,0.346297039,0.978755014
1039,47,44-W2,Methane,0,0,0,0,0.2495,-0.323,767,0.51,0.07,0.44,,,,303,2.135857585,0.765935572,95,1.010267298,0.418364855,0.942746998
1049,57,53-W2,Methane,0,0,0,0,0.2495,-0.323,693,0.51,0.11,0.4,,,,303,1.879912812,1.013027249,96,1.002021731,0.387443363,0.971726412
1060,68,29-W1,Methane,0,0,0,0,0.2495,-0.323,520,0.34,0.04,0.3,,,,303,2.762289363,1.341811311,97,1.204734923,0.33013547,0.95029244
1071,0,C1,Methane,0,0,0,0,0.2495,-0.323,1822,1.114,0.365,0.749,,,,303,5.852285354,3.373243697,98,1.932256628,0.412154783,0.967018101
1082,11,C2,Methane,0,0,0,0,0.2495,-0.323,1522,0.957,0.283,0.674,,,,303,3.303331111,1.38172272,99,0.924979406,0.494562152,0.982871505
1090,19,C3,Methane,0,0,0,0,0.2495,-0.323,1261,0.775,0.225,0.55,,,,303,3.308887078,1.68577302,100,1.14164415,0.41377383,0.990192582
1100,29,C4,Methane,0,0,0,0,0.2495,-0.323,1438,0.924,0.163,0.761,,,,303,5.19822456,1.954766711,101,1.045666152,0.481060183,0.986426286
1112,41,C5,Methane,0,0,0,0,0.2495,-0.323,1668,1.041,0.416,0.625,,,,303,3.065659185,2.125126553,102,1.638388236,0.437129177,0.979077531
1124,53,C6,Methane,0,0,0,0,0.2495,-0.323,2021,1.299,0.176,1.123,,,,303,4.071906561,2.192014223,103,1.380928897,0.421412013,0.985263884
1134,63,C7,Methane,0,0,0,0,0.2495,-0.323,1512,0.873,0.08,0.793,,,,303,5.081857915,2.461602094,104,1.360070091,0.448106889,0.984101391
1145,74,C10,Methane,0,0,0,0,0.2495,-0.323,2336,1.431,0.473,0.958,,,,303,2.312516977,2.159419216,105,1.962522023,0.464976016,0.975630606
1158,38,Glc-C-4,Methane,0,0,0,0,0.2495,-0.323,3153,2.056,1.758,0.298,,,,288,0.713002845,1.727010718,106,2.767242859,0.43100344,0.982984871
1171,51,,Methane,0,0,0,0,0.2495,-0.323,3153,2.056,1.758,0.298,,,,298,0.833161149,1.460786963,107,2.295400665,0.468822851,0.984718972
1184,64,,Methane,0,0,0,0,0.2495,-0.323,3153,2.056,1.758,0.298,,,,308,0.834750544,0.795889823,108,1.972566454,0.492294855,0.969859483
1197,0,LMA738,Methane,0,0,0,0,0.2495,-0.323,3290,2.25,1.15,1.1,,,,298,4.785894207,3.401389326,109,2.471139035,0.420473125,0.963732135
1205,8,LMA726,Methane,0,0,0,0,0.2495,-0.323,3425,2.44,1.31,1.13,,,,298,4.282115869,3.752656644,110,2.73888033,0.380194352,0.955772562
1214,17,LMA405,Methane,0,0,0,0,0.2495,-0.323,3551,2,1,1,,,,298,2.770780856,2.404114846,111,2.459562718,0.382721088,0.951290821
1224,27,MaxSorb,Methane,0,0,0,0,0.2495,-0.323,1800,0.83,0.19,0.64,,,,298,4.785894207,2.698264326,112,2.071439914,0.336503717,0.940975943
1232,35,RGG30,Methane,0,0,0,0,0.2495,-0.323,1440,1.13,0.61,0.52,,,,298,3.274559194,1.994253778,113,1.767955763,0.306916503,0.95123765
1242,45,F400,Methane,0,0,0,0,0.2495,-0.323,1070,0.55,0.15,0.4,,,,298,2.01511335,1.524765822,114,1.475485754,0.341497744,0.973490702
1249,0,S-750-30-09,Methane,0,0,0,0,0.2495,-0.323,469.7,0.256,0.027,0.229,,,,298,3.662691652,1.063753582,115,0.696560437,0.432646636,0.980446338
1256,7,S-800-30-09,Methane,0,0,0,0,0.2495,-0.323,487.1,0.264,0.026,0.238,,,,298,3.662691652,0.988538682,116,0.649004378,0.464632161,0.98131331
1263,14,S-850-30-09,Methane,0,0,0,0,0.2495,-0.323,379.9,0.218,0.034,0.184,,,,298,2.810902896,0.633954155,117,0.44393486,0.501343973,0.989762048
1270,21,S-900-30-09,Methane,0,0,0,0,0.2495,-0.323,287.9,0.162,0.023,0.139,,,,298,4.68483816,0.64469914,118,0.345817093,0.512657143,0.980952507
1276,27,S-800-90-09,Methane,0,0,0,0,0.2495,-0.323,603.2,0.334,0.039,0.295,,,,298,0.191189932,0.076219512,119,0.747339374,0.478835905,0.986189886
1284,35,S-800-150-09,Methane,0,0,0,0,0.2495,-0.323,480.9,0.266,0.03,0.236,,,,298,3.672064175,0.863821138,120,0.54318927,0.482143694,0.985031881
1290,41,S-800-90-06,Methane,0,0,0,0,0.2495,-0.323,228,0.131,0.02,0.111,,,,298,13.41433393,1.294969255,121,0.392812914,0.466181871,0.997441723
1295,46,S-800-90-10,Methane,0,0,0,0,0.2495,-0.323,610.2,0.356,0.049,0.307,,,,298,4.071060268,1.360945069,122,0.832204043,0.46614835,0.9850023
1301,52,S-800-90-12,Methane,0,0,0,0,0.2495,-0.323,657.7,0.38,0.046,0.334,,,,298,4.912836021,1.755687619,123,0.996319461,0.429335415,0.985402653
1307,0,ACDS2800,Methane,0,0,0,0,0.2495,-0.323,2068,0.88,0.17,0.71,90,9.7,0.2,298,0.855324588,1.982051582,124,2.69102131,0.414106484,0.98598975
1318,11,ACDS2700,Methane,0,0,0,0,0.2495,-0.323,1264,0.53,0.06,0.47,82,16.6,0.5,298,0.364018987,1.361011995,125,2.575362467,0.318667417,0.974394262
1330,23,ACDS2600,Methane,0,0,0,0,0.2495,-0.323,995,0.43,0.07,0.36,67,30.4,0.6,298,0.538608429,1.035340332,126,2.10031947,0.319784717,0.951515097
1344,37,ACDS4800,Methane,0,0,0,0,0.2495,-0.323,2609,1.1,0.4,0.7,84.3,15.5,0.1,298,0.479218527,1.050687835,127,2.230167033,0.506379362,0.99353737
1356,49,ACDS4700,Methane,0,0,0,0,0.2495,-0.323,2192,0.93,0.19,0.74,83.9,15.6,0.3,298,0.436168163,0.792364071,128,2.089002009,0.50855911,0.989263663
1368,61,ACDS4600,Methane,0,0,0,0,0.2495,-0.323,1913,0.8,0.18,0.62,73,26.2,0.3,298,1.005533505,1.050946784,129,1.704006984,0.490931683,0.982100262
1380,32,sOMC,Methane,0,0,0,0,0.2495,-0.323,2255,2.17,,,,,,278,0.030581169,0.081054386,130,1.270539989,0.734680498,0.99938581
1390,42,,Methane,0,0,0,0,0.2495,-0.323,2255,2.17,,,,,,298,0.032634378,0.049312731,131,0.902850411,0.797957197,0.999216717
1399,51,,Methane,0,0,0,0,0.2495,-0.323,2255,2.17,,,,,,318,0.032597336,0.024627657,132,0.63357817,0.848905035,0.999016267
1409,0,AC700,Methane,0,0,0,0,0.2495,-0.323,1499,0.88,0.16,0.72,,,,293,2.530991736,2.459016393,133,2.044691584,0.466143868,0.991559537
1421,12,,Methane,0,0,0,0,0.2495,-0.323,1499,0.88,0.16,0.72,,,,313,2.582644628,1.836065574,134,1.467524811,0.476021825,0.990694028
1432,23,,Methane,0,0,0,0,0.2495,-0.323,1499,0.88,0.16,0.72,,,,333,2.324380165,1.295081967,135,1.13579565,0.484385872,0.9898405
1443,34,,Methane,0,0,0,0,0.2495,-0.323,1499,0.88,0.16,0.72,,,,353,2.530991736,1.032786885,136,0.844794323,0.514892096,0.99003402
1454,45,,Methane,0,0,0,0,0.2495,-0.323,1499,0.88,0.16,0.72,,,,373,2.530991736,0.803278689,137,0.629753641,0.550294791,0.990425131
1465,0,GAC-Egypt,Methane,0,0,0,0,0.2495,-0.323,1587.9,0.59,,,,,,293,0.519374683,0.853699657,138,1.423708633,0.527575211,0.998238324
1482,17,,Methane,0,0,0,0,0.2495,-0.323,1587.9,0.59,,,,,,303,0.491074955,0.707258464,139,1.20175058,0.565836815,0.997693965
1495,30,,Methane,0,0,0,0,0.2495,-0.323,1587.9,0.59,,,,,,313,0.476815825,0.585209909,140,1.062059816,0.586606265,0.998040114
1508,43,,Methane,0,0,0,0,0.2495,-0.323,1587.9,0.59,,,,,,323,0.476579084,0.479415999,141,0.894478258,0.625042749,0.998383791
1521,56,,Methane,0,0,0,0,0.2495,-0.323,1587.9,0.59,,,,,,333,0.490382941,0.398014728,142,0.769467622,0.6528063,0.998078083
1534,69,,Methane,0,0,0,0,0.2495,-0.323,1587.9,0.59,,,,,,343,0.490146199,0.292220818,143,0.660011238,0.684050348,0.998066403
1549,0,875-CO-8,Methane,0,0,0,0,0.2495,-0.323,2643,1.05,0.59,0.46,,,,298,0.62670666,1.935195221,144,2.712551098,0.353908949,0.98264759
1560,11,875-CO-4,Methane,0,0,0,0,0.2495,-0.323,1911,0.81,0.28,0.53,,,,298,1.68502508,2.725030097,145,2.772799917,0.311124074,0.969733692
1572,23,875-CO-2,Methane,0,0,0,0,0.2495,-0.323,1721,0.69,0.15,0.54,,,,298,2.280476226,3.176368599,146,3.113488152,0.240148222,0.947475865
1584,35,990-CO-2,Methane,0,0,0,0,0.2495,-0.323,3300,1.36,1.04,0.32,,,,298,1.067224142,1.43659181,147,1.98958467,0.429922769,0.983087572
1597,48,970-CO-2,Methane,0,0,0,0,0.2495,-0.323,3360,1.3,0.94,0.36,,,,298,1.19989503,1.750330251,148,2.143696433,0.421938064,0.984600077
1610,61,925-CO-2,Methane,0,0,0,0,0.2495,-0.323,2344,0.96,0.48,0.48,,,,298,1.130941665,2.080581242,149,2.610221393,0.348607629,0.975057999
1623,74,600-600-H2,Methane,0,0,0,0,0.2495,-0.323,1269,0.6,0.02,0.58,,,,298,0.850202429,2.297708951,150,3.014315398,0.275701196,0.970687435
1634,85,500-600-H2,Methane,0,0,0,0,0.2495,-0.323,1140,0.5,0.02,0.48,,,,298,1.912955466,2.83928266,151,2.855802101,0.27542663,0.961510933
1647,98,400-600-H2,Methane,0,0,0,0,0.2495,-0.323,1113,0.51,0.02,0.49,,,,298,0.779352227,0.964068826,152,2.21282855,0.337588804,0.94513769
1660,111,400-600-H-KOH,Methane,0,0,0,0,0.2495,-0.323,2228,0.9,0.4,0.5,,,,298,1.305601495,1.566622691,153,2.542015719,0.364553368,0.952807183
1670,121,500-600-H-KOH,Methane,0,0,0,0,0.2495,-0.323,1991,0.93,0.44,0.49,,,,298,1.452651778,2.176781003,154,2.577177816,0.349048023,0.966040411
1682,0,MaxSorb III,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,278,1.228364004,1.998293882,155,2.194521261,0.589649089,0.994864903
1691,9,,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,298,1.62562823,1.64357546,156,1.436272868,0.670901621,0.994832206
1701,19,,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,318,1.502363259,1.227079994,157,1.040411076,0.721953303,0.994537025
1709,27,,Methane,0,0,0,0,0.2495,-0.323,3140,2.01,,,,,,338,1.501546935,0.810414461,158,0.758675661,0.755775135,0.994463676
1717,35,ACF-20,Methane,0,0,0,0,0.2495,-0.323,1900,1.028,,,,,,278,1.16695561,1.274228507,159,1.495175975,0.55700357,0.990333823
1726,44,,Methane,0,0,0,0,0.2495,-0.323,1900,1.028,,,,,,298,1.452768378,1.101131881,160,1.079692421,0.608426249,0.992614981
1734,52,,Methane,0,0,0,0,0.2495,-0.323,1900,1.028,,,,,,318,1.611952462,0.906515133,161,0.754134308,0.669834233,0.996804309
1742,60,,Methane,0,0,0,0,0.2495,-0.323,1900,1.028,,,,,,338,1.676625105,0.58229842,162,0.52156722,0.736528414,0.996001703
1750,0,UK-GAC,Methane,0,0,0,0,0.2495,-0.323,1342,0.85,0.073,0.777,,,,284.2,2.63443329,1.802884615,163,1.469306512,0.456408984,0.994644128
1759,9,,Methane,0,0,0,0,0.2495,-0.323,1342,0.85,0.073,0.777,,,,298.3,3.591881222,1.665521978,164,1.112981958,0.502602222,0.993846258
1769,19,,Methane,0,0,0,0,0.2495,-0.323,1342,0.85,0.073,0.777,,,,323,2.132353717,0.858516484,165,0.759582002,0.554117752,0.995681295
1778,0,AC1,Methane,0,0,0,0,0.2495,-0.323,1235,0.629,0.029,0.6,,,,294,4.212147887,2.190182433,166,1.336192994,0.427541458,0.991788606
1788,10,AC2,Methane,0,0,0,0,0.2495,-0.323,1589,0.747,0.041,0.706,,,,294,1.742957746,1.417821892,167,1.364072784,0.462756925,0.994275249
1800,22,AC3,Methane,0,0,0,0,0.2495,-0.323,1426,0.599,0.039,0.56,,,,294,1.016725352,1.008165133,168,1.403412413,0.433786554,0.990219604
1812,34,AC4,Methane,0,0,0,0,0.2495,-0.323,999,0.5,0.044,0.456,,,,294,0.871478873,0.64591882,169,0.855126446,0.466044202,0.994801181
1824,46,AC3,Methane,0,0,0,0,0.2495,-0.323,1426,0.599,0.039,0.56,,,,283,0.718827226,1.033195021,170,1.683144651,0.406559765,0.992257227
1837,59,,Methane,0,0,0,0,0.2495,-0.323,1426,0.599,0.039,0.56,,,,311,1.610775145,0.995850622,171,1.043513365,0.487134242,0.992350916
1849,71,,Methane,0,0,0,0,0.2495,-0.323,1426,0.599,0.039,0.56,,,,329,1.2965543,0.597510373,172,0.824637511,0.518421433,0.991972239
1862,0,CAGO Com,Methane,0,0,0,0,0.2495,-0.323,1229,0.596,0.022,0.574,,,,303,1.815748817,0.577993513,173,0.365113436,0.55989901,0.995829352
