,Unnamed: 0,GAC,GAS,E,S,A,B,V,L,BET,Vt,Vmeso,Vmic,%C,%O,%N,Temp(K),Pressure,Adsorp(mmol/g),Index,K,n,R2
3082,0,750,Hydrogen,0,0,0,0,0.1086,-1.2,1926,1.05,0.26,0.79,,,,77,0.189996718,5.611222445,311,9.935811458,0.330055326,0.999603101
3094,12,800,Hydrogen,0,0,0,0,0.1086,-1.2,2022,1.09,0.23,0.83,,,,77,0.257029739,4.659318637,312,8.577672784,0.357188674,0.998181759
3108,26,700,Hydrogen,0,0,0,0,0.1086,-1.2,2089,1.1,0.19,0.91,,,,77,0.469719928,5.961923848,313,9.092024933,0.331357278,0.990792689
3122,40,850,Hydrogen,0,0,0,0,0.1086,-1.2,1773,0.94,0.2,0.74,,,,77,0.21799697,3.156312625,314,6.784310334,0.370721003,0.994355942
3137,55,900,Hydrogen,0,0,0,0,0.1086,-1.2,1749,0.94,0.22,0.72,,,,77,0.249767828,2.054108216,315,5.295503932,0.395040284,0.992443663
3151,69,950,Hydrogen,0,0,0,0,0.1086,-1.2,921,0.5,0.12,0.38,,,,77,0.141886561,0.851703407,316,2.8768135,0.395321997,0.994873698
3164,0,ZTC-5,Hydrogen,0,0,0,0,0.1086,-1.2,3332,1.66,0.48,1.18,,,,77,0.549359298,10.17503297,317,12.66618544,0.315140865,0.998250374
3172,8,ZTC-15,Hydrogen,0,0,0,0,0.1086,-1.2,3169,1.55,0.4,1.15,,,,77,0.539590016,6.785092075,318,10.58314975,0.338058264,0.986989968
3182,18,C10-ZTC-5,Hydrogen,0,0,0,0,0.1086,-1.2,3292,1.64,0.48,1.16,,,,77,0.294274004,6.884399705,319,12.14096165,0.313878857,0.994137106
3193,29,C10-ZTC-15,Hydrogen,0,0,0,0,0.1086,-1.2,2782,1.27,0.36,0.91,,,,77,0.879392245,8.499562705,320,10.37805466,0.325045233,0.98876866
3204,0,CP-4-800,Hydrogen,0,0,0,0,0.1086,-1.2,3450,2.57,1.35,1.22,,,,77,0.113681476,6.186438673,321,13.61101564,0.316903115,0.998788624
3217,13,CP-4-700,Hydrogen,0,0,0,0,0.1086,-1.2,3480,2.39,1.21,1.18,,,,77,0.112524681,4.902395356,322,12.38020164,0.334095004,0.99675256
3232,28,CP-4-650,Hydrogen,0,0,0,0,0.1086,-1.2,3260,2.13,1.1,1.03,,,,77,0.084919327,4.26045257,323,11.49876345,0.329997649,0.997806837
3247,43,CP-4-600,Hydrogen,0,0,0,0,0.1086,-1.2,2050,1.03,0.29,0.74,,,,77,0.083815112,3.034774859,324,9.28121808,0.281551443,0.988605015
3261,0,AC15,Hydrogen,0,0,0,0,0.1086,-1.2,675,0.9,0.477,0.363,71.4,27.8,,298,2.963621111,0.049819143,325,0.019150342,0.99317409,0.999413648
3269,8,AC30,Hydrogen,0,0,0,0,0.1086,-1.2,909,1.204,0.704,0.5,89.3,6.5,,298,1.292609664,0.049408719,326,0.043125737,0.855962286,0.99957331
3278,17,AC45,Hydrogen,0,0,0,0,0.1086,-1.2,1018,1.362,0.803,0.559,92.5,6.4,,298,2.323630492,0.068083005,327,0.033372808,0.895197875,0.997630155
3287,26,AC60,Hydrogen,0,0,0,0,0.1086,-1.2,1034,1.35,0.785,0.565,93.3,5.5,,298,1.812179215,0.086378438,328,0.047675432,0.919644341,0.998961267
3296,35,AC11,Hydrogen,0,0,0,0,0.1086,-1.2,664,0.37,0.084,0.286,91.9,6.3,,298,2.395209581,0.086387675,329,0.041557068,0.945233171,0.999399521
3305,44,AC12,Hydrogen,0,0,0,0,0.1086,-1.2,940,0.707,0.182,0.525,93.8,5.1,,298,2.694610778,0.043397835,330,0.027890619,0.943708589,0.997009837
3314,53,AC13,Hydrogen,0,0,0,0,0.1086,-1.2,937,0.98,0.464,0.516,93.1,6.2,,298,2.095808383,0.057656204,331,0.031411246,0.993763346,0.998871147
3323,62,AC460,Hydrogen,0,0,0,0,0.1086,-1.2,1185,1.41,0.765,0.645,94.4,4.8,,298,1.849948613,0.032374101,332,0.027767311,0.9445319,0.999547989
3333,72,AC600,Hydrogen,0,0,0,0,0.1086,-1.2,1307,1.661,0.959,0.702,98.8,1.1,,298,1.055874877,0.039568345,333,0.047241172,0.82678038,0.99840444
3344,83,AC15,Hydrogen,0,0,0,0,0.1086,-1.2,675,0.9,0.477,0.363,71.4,27.8,,77,0.176429917,2.489837398,334,3.724070099,0.222229484,0.981945189
3352,91,AC30,Hydrogen,0,0,0,0,0.1086,-1.2,909,1.204,0.704,0.5,89.3,6.5,,77,0.1698734,1.930894309,335,4.01738685,0.251180409,0.957654194
3362,101,AC45,Hydrogen,0,0,0,0,0.1086,-1.2,1018,1.362,0.803,0.559,92.5,6.4,,77,0.331402141,3.201219512,336,5.023409588,0.214809292,0.95012291
3373,112,AC60,Hydrogen,0,0,0,0,0.1086,-1.2,1034,1.35,0.785,0.565,93.3,5.5,,77,0.483990177,3.709349593,337,5.57296827,0.22903547,0.946684115
3384,123,AC11,Hydrogen,0,0,0,0,0.1086,-1.2,664,0.37,0.084,0.286,91.9,6.3,,77,0.628590659,3.53612293,338,4.296548022,0.214520751,0.949894117
3393,132,AC12,Hydrogen,0,0,0,0,0.1086,-1.2,940,0.707,0.182,0.525,93.8,5.1,,77,0.781832167,4.099961539,339,5.180224224,0.216493234,0.938199131
3405,144,AC13,Hydrogen,0,0,0,0,0.1086,-1.2,937,0.98,0.464,0.516,93.1,6.2,,77,0.485565251,3.843206894,340,5.002326132,0.231287783,0.968217882
3414,153,AC460,Hydrogen,0,0,0,0,0.1086,-1.2,1185,1.41,0.765,0.645,94.4,4.8,,77,0.460441866,3.007701777,341,5.412287435,0.272217731,0.933044544
3425,164,AC600,Hydrogen,0,0,0,0,0.1086,-1.2,1307,1.661,0.959,0.702,98.8,1.1,,77,0.374574497,3.453182569,342,6.146167965,0.231680293,0.948980254
3438,0,NPC-1,Hydrogen,0,0,0,0,0.1086,-1.2,2084.51,1.06,0.102,0.958,,,,77,0.049191642,0.695364238,343,10.01716155,0.582700769,0.969278608
3448,10,NPC-2,Hydrogen,0,0,0,0,0.1086,-1.2,3037.83,1.81,0.456,1.354,,,,77,0.044737473,0.662251656,344,12.44626417,0.628543444,0.982559597
3462,24,NPC-3,Hydrogen,0,0,0,0,0.1086,-1.2,3354.26,2.143,0.803,1.34,,,,77,0.04479621,0.761589404,345,14.2929686,0.647318644,0.984156975
3475,37,NPC-4,Hydrogen,0,0,0,0,0.1086,-1.2,3369.59,2.049,1.233,0.816,,,,77,0.049328693,0.927152318,346,14.79163007,0.653942305,0.985093444
3488,0,C-CROPASP40,Hydrogen,0,0,0,0,0.1086,-1.2,662,0.468,0.176,0.292,90.3,6.32,3.37,77,0.052786228,4.359464272,347,14.1743822,0.45802655,0.987503969
3497,9,C-CROPASP30,Hydrogen,0,0,0,0,0.1086,-1.2,1110,0.781,0.296,0.485,90.52,7.74,1.75,77,0.052734288,5.14246494,348,18.1426888,0.471073958,0.993251741
3506,18,C-CROPASP20,Hydrogen,0,0,0,0,0.1086,-1.2,1458,1.13,0.494,0.636,89.95,7.58,2.47,77,0.051023967,5.925558359,349,21.84410756,0.494694088,0.989689711
3515,27,C-CROPASP15,Hydrogen,0,0,0,0,0.1086,-1.2,1122,0.769,0.254,0.515,89.69,7.08,3.23,77,0.05450768,3.408584997,350,21.1782974,0.66373382,0.997867461
3525,37,C-PASP,Hydrogen,0,0,0,0,0.1086,-1.2,952,0.61,0.19,0.42,87.23,11.33,1.44,77,0.062792164,3.519978482,351,12.60943992,0.492879835,0.993741158
3536,0,NCNR-500,Hydrogen,0,0,0,0,0.1086,-1.2,428,0.307,0.165,0.142,,,,298,2.345658041,0.135194308,352,0.107515055,0.792645125,0.998988807
3547,11,NCBCT-700,Hydrogen,0,0,0,0,0.1086,-1.2,697,0.498,0.268,0.23,,,,298,2.5,0.310639456,353,0.221943074,0.750681074,0.9978685
3559,23,NCNT-900,Hydrogen,0,0,0,0,0.1086,-1.2,870,0.623,0.336,0.287,,,,298,1.812191104,0.405882353,354,0.316548959,0.746960758,0.997779311
3570,0,CS17,Hydrogen,0,0,0,0,0.1086,-1.2,1160,0.81,0.45,0.36,,,,77,0.122357439,5.850977991,355,8.829542173,0.130070069,0.936809983
3579,9,CS09,Hydrogen,0,0,0,0,0.1086,-1.2,580,0.26,0.06,0.21,,,,77,0.104978297,4.898518221,356,6.97272541,0.107463951,0.916793861
3588,18,CS27,Hydrogen,0,0,0,0,0.1086,-1.2,1370,0.68,0.18,0.5,,,,77,0.158357092,6.395358941,357,10.41932081,0.14366171,0.86252198
3599,29,C-MSU-F,Hydrogen,0,0,0,0,0.1086,-1.2,1000,0.78,0.53,0.25,,,,77,0.160301901,4.263848487,358,7.255970997,0.214510349,0.979790714
3610,40,CS29,Hydrogen,0,0,0,0,0.1086,-1.2,1870,1.11,0.47,0.64,,,,77,0.177681043,5.216308256,359,9.98118843,0.241673739,0.976585004
3621,51,CY,Hydrogen,0,0,0,0,0.1086,-1.2,2210,1.17,0.46,0.71,,,,77,0.125998783,1.860064799,360,6.379493745,0.383600131,0.986176466
3631,61,CS19,Hydrogen,0,0,0,0,0.1086,-1.2,1680,1.05,0.57,0.48,,,,77,0.10448175,5.442733656,361,9.692094993,0.19120038,0.965066303
3643,0,BC-5,Hydrogen,0,0,0,0,0.1086,-1.2,2828,1.08,0.73,0.35,,,,77,0.070281124,5.060706402,362,15.35381881,0.378758364,0.991592279
3652,9,BC-7,Hydrogen,0,0,0,0,0.1086,-1.2,2840,1.1,0.75,0.35,,,,77,0.004016064,1.236203091,363,14.62663964,0.398441888,0.995414993
3663,20,BC-CONTROL,Hydrogen,0,0,0,0,0.1086,-1.2,2473,0.92,0.52,0.4,,,,298,4.810864679,1.129023366,364,0.39788155,0.594347307,0.995629841
3670,27,BC-5,Hydrogen,0,0,0,0,0.1086,-1.2,2828,1.08,0.73,0.35,,,,298,0.604300072,0.099656503,365,0.174008558,0.81940542,0.999110168
3678,35,BC-7,Hydrogen,0,0,0,0,0.1086,-1.2,2840,1.1,0.75,0.35,,,,298,0.029684916,0.274585471,366,0.171569825,0.772840572,0.991677288
3686,0,FE/OMC-9,Hydrogen,0,0,0,0,0.1086,-1.2,921,0.89,0.55,0.34,78.15,11.52,,298,5.277311409,0.506593031,367,0.083141441,0.907946304,0.998096507
3696,10,FE/OMC-6,Hydrogen,0,0,0,0,0.1086,-1.2,1032,0.98,0.49,0.39,79.89,12.87,,298,5.274906072,0.429670324,368,0.060680373,0.96626716,0.997901778
3706,20,FE/OMC-3,Hydrogen,0,0,0,0,0.1086,-1.2,1378,1.25,0.78,0.47,82.15,13.54,,298,4.897268017,0.352805346,369,0.053049585,0.96868606,0.997971591
3716,30,OMC,Hydrogen,0,0,0,0,0.1086,-1.2,1521,1.33,0.82,0.51,84.08,14.76,,298,5.270576463,0.291209452,370,0.057025372,0.893280906,0.998100479
3726,0,W AC-KOH,Hydrogen,0,0,0,0,0.1086,-1.2,2835,0.73,,,,,,298,3.796610169,0.303316139,371,0.186444944,0.625042349,0.988302399
3736,10,,Hydrogen,0,0,0,0,0.1086,-1.2,2835,0.73,,,,,,77,1.509433962,9.453426151,372,14.07286555,0.201664081,0.822841006
3745,19,P AC-KOH,Hydrogen,0,0,0,0,0.1086,-1.2,2810,0.48,,,,,,299,4.372990354,0.337492474,373,0.215313168,0.56699078,0.980977557
3754,28,,Hydrogen,0,0,0,0,0.1086,-1.2,2810,0.48,,,,,,77,1.231502182,11.43145161,374,14.23884188,0.197010167,0.929638788
3763,0,CNF,Hydrogen,0,0,0,0,0.1086,-1.2,520,0.26,0.04,0.22,,,,77,0.441640379,5.098039216,375,6.007299425,0.129739489,0.976496158
3770,7,CNFK,Hydrogen,0,0,0,0,0.1086,-1.2,1765,1,0.32,0.68,,,,77,0.315457413,6.274509804,376,8.676510462,0.226783493,0.982947401
3779,16,CNFK1,Hydrogen,0,0,0,0,0.1086,-1.2,1574,0.74,0.05,0.69,,,,77,0.378548896,7.787114846,377,10.90781377,0.164411418,0.931672924
3790,0,PC-2-600,Hydrogen,0,0,0,0,0.1086,-1.2,1452,0.721,0.154,0.567,,,6.5,77,0.317460317,5.176600442,378,10.41549184,0.247765097,0.963100682
3805,15,PC-4-600,Hydrogen,0,0,0,0,0.1086,-1.2,1954,0.944,0.171,0.773,,,5.01,77,0.285714286,6.799116998,379,9.812388863,0.287976838,0.997618637
3822,32,PC-2-700,Hydrogen,0,0,0,0,0.1086,-1.2,2493,1.141,0.176,0.965,,,2.44,77,0.285714286,7.803532009,380,12.28622111,0.275695744,0.997178503
3837,47,PC-4-700,Hydrogen,0,0,0,0,0.1086,-1.2,1741,0.852,0.143,0.709,,,1.57,77,0.476190476,5.6401766,381,7.698882951,0.402540516,0.997052253
3852,62,PC-2-800,Hydrogen,0,0,0,0,0.1086,-1.2,2919,1.425,0.226,1.199,,,0.98,77,0.285714286,7.803532009,382,13.26396713,0.311391774,0.997221839
3867,77,PC-4-800,Hydrogen,0,0,0,0,0.1086,-1.2,2507,1.216,0.212,1.004,,,0.53,77,0.634920635,8.035320088,383,10.17782434,0.360989591,0.997485447
3880,90,PC,Hydrogen,0,0,0,0,0.1086,-1.2,1394,0.569,0.016,0.553,,,,77,0.349206349,7.33995585,384,10.98447347,0.247386632,0.987331934
3892,0,CH700/700/3,Hydrogen,0,0,0,0,0.1086,-1.2,3066,1.38,0.27,1.11,,,,77,1.114982578,15.12570588,385,16.02711362,0.164082814,0.968222888
3901,9,CH800/700/3,Hydrogen,0,0,0,0,0.1086,-1.2,2481,0.95,0.11,0.84,,,,77,1.393728223,16.02997717,386,16.25823727,0.129776088,0.960122354
3911,19,CH900/700/3,Hydrogen,0,0,0,0,0.1086,-1.2,2192,0.93,0.06,0.87,,,,77,1.114982578,14.09122312,387,15.17530465,0.130120301,0.933701857
3920,28,CH1000/700/3,Hydrogen,0,0,0,0,0.1086,-1.2,1638,0.7,0.03,0.67,,,,77,1.254355401,12.53904842,388,13.07357647,0.108564426,0.932846344
3928,36,CH900/800/2,Hydrogen,0,0,0,0,0.1086,-1.2,1926,0.82,0.04,0.78,,,,77,0.95890411,13.00737845,389,14.2630961,0.125616441,0.934650138
3937,45,CH900/800/3,Hydrogen,0,0,0,0,0.1086,-1.2,2513,1.08,0.11,0.97,,,,77,1.095890411,15.19666059,390,16.00716812,0.144061231,0.965406058
3947,55,CH900/800/4,Hydrogen,0,0,0,0,0.1086,-1.2,2840,1.25,0.19,1.06,,,,77,1.506849315,14.1679405,391,14.41168199,0.161793562,0.977078642
3959,0,SPK2,Hydrogen,0,0,0,0,0.1086,-1.2,1092,0.46,0.06,0.4,,,,77,0.253164557,0.860323887,392,3.528461186,0.280737465,0.792593321
3969,10,SPK4,Hydrogen,0,0,0,0,0.1086,-1.2,1806,0.82,0.18,0.64,,,,77,0.268987342,1.720647773,393,6.530764996,0.267510045,0.762920747
3980,21,SPK5,Hydrogen,0,0,0,0,0.1086,-1.2,3170,1.51,0.44,1.07,,,,77,0.189873418,3.390688259,394,9.21630042,0.351060186,0.980127531
3990,31,SPK6,Hydrogen,0,0,0,0,0.1086,-1.2,2986,1.63,0.77,0.86,,,,77,0.142405063,2.226720648,395,8.510762631,0.366155249,0.979680947
4000,0,AC300,Hydrogen,0,0,0,0,0.1086,-1.2,2955,1.39,0.38,1.01,92.1,7.34,0.2,77,0.344827586,6.018119413,396,14.74756803,0.186207096,0.849922534
4010,10,AC301,Hydrogen,0,0,0,0,0.1086,-1.2,2541,1.12,0.3,0.82,85.28,4.28,9.9,77,0.804597701,8.424994679,397,13.38354531,0.172516105,0.875556117
4021,21,AC302,Hydrogen,0,0,0,0,0.1086,-1.2,2160,0.96,0.26,0.7,80.23,3.98,15.07,77,0.91954023,10.09152831,398,12.53426828,0.1517041,0.915561695
4032,0,AC4,Hydrogen,0,0,0,0,0.1086,-1.2,3503,1.68,0.57,1.1,,,,77,0.283255492,4.002659574,399,17.02712405,0.182088633,0.787793189
4043,0,ZMIPC,Hydrogen,0,0,0,0,0.1086,-1.2,1542,1.152,0.831,0.321,,,,298,5.096084578,0.159381632,400,0.029769619,0.987148408,0.999866669
4054,11,A-ZMIPC,Hydrogen,0,0,0,0,0.1086,-1.2,952,0.717,0.576,0.141,,,,298,3.05990927,0.228655984,401,0.063353371,1.041899302,0.999916847
4065,22,B-ZMIPC,Hydrogen,0,0,0,0,0.1086,-1.2,520,0.613,0.569,0.044,,,,298,5.437588832,0.273982204,402,0.043468888,1.046920984,0.999940553
4076,0,AC,Hydrogen,0,0,0,0,0.1086,-1.2,1585,1.44,0.85,0.59,,,,77,1.01141925,5.785200856,403,6.680279515,0.372984605,0.992614738
4085,9,AC-C2,Hydrogen,0,0,0,0,0.1086,-1.2,1488,1.22,0.62,0.6,,,,77,0.946166395,8.441195962,404,9.300482793,0.309329737,0.9955756
4093,17,AC-C4,Hydrogen,0,0,0,0,0.1086,-1.2,1308,1.1,0.58,0.52,,,,77,0.946166395,6.800570962,405,7.177209075,0.310696538,0.997963042
4102,26,AC-K3,Hydrogen,0,0,0,0,0.1086,-1.2,2009,1,0.18,0.82,,,,77,0.946166395,11.87869596,406,13.13031116,0.258791133,0.990209369
4110,34,AC-K5,Hydrogen,0,0,0,0,0.1086,-1.2,3190,1.69,0.6,1.09,,,,77,0.88091354,13.28469107,407,14.59756313,0.296725323,0.997311071
4119,0,BF-900,Hydrogen,0,0,0,0,0.1086,-1.2,933,0.57,0.16,0.41,,,,77,0.343347639,4.462305987,408,6.469806256,0.236505307,0.994394839
4130,11,BF-1000,Hydrogen,0,0,0,0,0.1086,-1.2,1131,0.69,0.2,0.49,,,,77,0.25751073,4.501108647,409,7.438819418,0.233740728,0.991220408
4143,24,BF-1050,Hydrogen,0,0,0,0,0.1086,-1.2,1069,0.67,0.21,0.46,,,,77,0.25751073,5.277161863,410,8.068577191,0.219783654,0.994879872
4156,37,ACBF-900,Hydrogen,0,0,0,0,0.1086,-1.2,3188,1.94,0.78,1.16,,,,7,0.355731225,7.647058824,411,11.51155941,0.331713395,0.998954637
4167,48,ACBF-1000,Hydrogen,0,0,0,0,0.1086,-1.2,1893,1.13,0.35,0.78,,,,77,0.118577075,6.764705882,412,10.97973032,0.264390105,0.998439215
4179,60,ACBF-1050,Hydrogen,0,0,0,0,0.1086,-1.2,1425,0.91,0.34,0.57,,,,77,0.276679842,3.602941176,413,7.118256891,0.32839939,0.991160013
4191,72,ACBF-1100,Hydrogen,0,0,0,0,0.1086,-1.2,1523,0.95,0.32,0.63,,,,77,0.23715415,5.294117647,414,8.901068678,0.322387113,0.998635557
4204,0,CYE750,Hydrogen,0,0,0,0,0.1086,-1.2,1022,0.67,0.57,0.1,,,,77,0.222575517,1.452211225,415,3.745894642,0.332220076,0.988723154
4218,14,CX750,Hydrogen,0,0,0,0,0.1086,-1.2,1176,0.75,0.65,0.1,,,,77,0.190779014,2.796211772,416,5.621220394,0.280110657,0.99366239
4233,29,CYE650,Hydrogen,0,0,0,0,0.1086,-1.2,1307,0.8,0.56,0.24,,,,77,0.222575517,3.764039181,417,6.510282855,0.271475927,0.996650523
4249,45,CX800,Hydrogen,0,0,0,0,0.1086,-1.2,1499,1.07,0.97,0.1,,,,77,0.286168521,4.35560798,418,6.797222979,0.287852717,0.996697505
4264,60,CX850,Hydrogen,0,0,0,0,0.1086,-1.2,1589,1.38,1.3,0.08,,,,77,0.317965024,4.839564422,419,7.26063232,0.284710612,0.997683852
4280,76,CY850,Hydrogen,0,0,0,0,0.1086,-1.2,1918,1.16,0.87,0.29,,,,77,0.254372019,4.785630032,420,8.781361417,0.287097699,0.992698699
4296,92,CY750,Hydrogen,0,0,0,0,0.1086,-1.2,1764,0.97,0.47,0.5,,,,77,0.190779014,5.484383815,421,9.773346211,0.268930227,0.994911441
4314,110,CY800,Hydrogen,0,0,0,0,0.1086,-1.2,1825,1.03,0.64,0.39,,,,77,0.254372019,6.559823581,422,10.0136739,0.272686706,0.996609092
4329,0,ZTC3,Hydrogen,0,0,0,0,0.1086,-1.2,1338,0.78,0.28,0.5,,,,77,0.105196856,1.205673759,423,4.171403545,0.3498863,0.990438954
4342,13,ZTC2,Hydrogen,0,0,0,0,0.1086,-1.2,1626,0.97,0.36,0.61,,,,77,0.140780551,2.056737589,424,5.49772097,0.343600437,0.994516715
4356,27,ZTC1,Hydrogen,0,0,0,0,0.1086,-1.2,1665,1.06,0.45,0.61,,,,77,0.072476216,2.836879433,425,7.310556914,0.29077074,0.996325567
4372,43,AC-ZTC3,Hydrogen,0,0,0,0,0.1086,-1.2,2072,1.64,1.57,0.07,,,,77,0.108714324,4.255319149,426,9.679642013,0.300010347,0.995792403
4386,57,AC-ZTC2,Hydrogen,0,0,0,0,0.1086,-1.2,2626,1.67,1,0.67,,,,77,0.144788829,5.531914894,427,10.9791702,0.303928422,0.997858021
4400,71,AC-ZTC1,Hydrogen,0,0,0,0,0.1086,-1.2,3064,1.66,0.5,1.16,,,,77,0.179227302,5.390070922,428,12.50348889,0.296653311,0.991193685
4415,0,OB-KOH-4,Hydrogen,0,0,0,0,0.1086,-1.2,1269,0.61,0.13,0.48,,,,77,0.123152709,3.303108808,429,8.071534351,0.18643124,0.928155766
4428,13,OB-KOH-1,Hydrogen,0,0,0,0,0.1086,-1.2,760,0.31,0.01,0.3,,,,77,0.123152709,2.720207254,430,6.23757751,0.145278268,0.85808189
4441,0,SUC-N-800,Hydrogen,0,0,0,0,0.1086,-1.2,534,0.212,0.001,0.211,,,,77,0.015733864,1.657608696,431,5.240659912,0.261823025,0.996994819
4451,10,A-SUC-700,Hydrogen,0,0,0,0,0.1086,-1.2,802,0.376,0.062,0.314,,,,77,0.008064407,2.418478261,432,8.782277322,0.233853037,0.990266464
4463,22,A-SUC-800,Hydrogen,0,0,0,0,0.1086,-1.2,974,0.531,0.15,0.381,,,,77,0.009569943,2.038043478,433,10.27763003,0.301973886,0.990185413
4477,36,A-SUC-900,Hydrogen,0,0,0,0,0.1086,-1.2,1552,1.124,0.399,0.725,,,,77,0.009539563,1.793478261,434,12.92878815,0.390853755,0.995296482
4491,50,A-SUC-1000,Hydrogen,0,0,0,0,0.1086,-1.2,1245,0.872,0.313,0.559,,,,77,0.011001215,1.059782609,435,10.70674813,0.414797797,0.991621713
4504,0,RHC,Hydrogen,0,0,0,0,0.1086,-1.2,16,0.029,0.026,0.003,,,,77,0.022293448,1.333331016,436,3.724857497,0.218519583,0.960972898
4515,11,RHC0.5,Hydrogen,0,0,0,0,0.1086,-1.2,1855,1.511,0.934,0.577,,,,77,0.01740926,2.049325078,437,12.84071769,0.366483876,0.986085962
4528,24,RHC1,Hydrogen,0,0,0,0,0.1086,-1.2,2682,1.963,1.171,0.792,,,,77,0.011019839,1.854305211,438,14.56260276,0.403753135,0.995863256
4543,39,RHC2,Hydrogen,0,0,0,0,0.1086,-1.2,3044,2.25,1.475,0.775,,,,77,0.012709316,1.040801215,439,13.60359861,0.572207146,0.998832659
4557,53,RHC3,Hydrogen,0,0,0,0,0.1086,-1.2,2232,1.24,0.584,0.656,,,,77,0.01747531,1.431101671,440,13.58296487,0.433999587,0.989773136
4571,0,4C-4,Hydrogen,0,0,0,0,0.1086,-1.2,1896,1.02,0.35,0.67,,,,298,6.421294354,0.258597155,441,0.17234852,0.580934868,0.968637975
4581,10,8C-4,Hydrogen,0,0,0,0,0.1086,-1.2,1842,0.94,0.3,0.64,,,,298,5.779307109,0.228763943,442,0.160302757,0.589834076,0.966835824
4592,21,12C-4,Hydrogen,0,0,0,0,0.1086,-1.2,1994,0.98,0.29,0.69,,,,298,10.27321783,0.437596423,443,0.179029295,0.579343703,0.971577361
4603,32,4C-5,Hydrogen,0,0,0,0,0.1086,-1.2,2539,1.75,0.9,0.85,,,,298,5.772908565,0.318167599,444,0.185755594,0.597531354,0.978248657
4614,43,8C-5,Hydrogen,0,0,0,0,0.1086,-1.2,2356,1.44,0.64,0.8,,,,298,15.09203239,0.60670994,445,0.183713503,0.58580898,0.973803128
4623,52,12C-5,Hydrogen,0,0,0,0,0.1086,-1.2,2561,1.4,0.54,0.86,,,,298,15.08776669,0.666312377,446,0.186264665,0.590497309,0.974541058
4634,0,HPCDCM,Hydrogen,0,0,0,0,0.1086,-1.2,2933,2.101,1.12,0.981,,,,77,0.029059829,1.155522682,447,12.720798,0.509163783,0.983192655
4644,0,AC-BF900,Hydrogen,0,0,0,0,0.1086,-1.2,3188,1.94,0.78,1.16,,,,77,0.286492246,4.644326388,448,9.95462409,0.381652781,0.993247444
4654,10,AC-BF900-5TON,Hydrogen,0,0,0,0,0.1086,-1.2,3323,2.32,0.97,1.35,,,,77,0.227891559,6.812921747,449,11.98980525,0.327570909,0.998764551
4663,19,AC-BF900-10TON,Hydrogen,0,0,0,0,0.1086,-1.2,2045,1.25,0.57,0.68,,,,77,0.358707233,6.037572511,450,10.51434303,0.327759232,0.993917353
4674,30,AC-CB700,Hydrogen,0,0,0,0,0.1086,-1.2,2399,1.6,0.7,0.9,,,,77,0.547723362,9.625139172,451,12.17238442,0.303712915,0.997696384
4683,39,AC-CB700-5TON,Hydrogen,0,0,0,0,0.1086,-1.2,2534,1.77,0.74,1.03,,,,77,0.141124076,4.737416678,452,10.24068899,0.333467646,0.995353275
4693,49,AC-CB700-10TON,Hydrogen,0,0,0,0,0.1086,-1.2,1937,1.11,0.25,0.86,,,,77,0.342977776,6.417096835,453,10.33170215,0.286034178,0.990290994
4703,59,AC-BF1000,Hydrogen,0,0,0,0,0.1086,-1.2,1893,1.13,0.35,0.78,,,,77,0.139820157,3.760330579,454,9.823119629,0.304112235,0.992359193
4715,71,AC-CB850,Hydrogen,0,0,0,0,0.1086,-1.2,2233,1.3,0.5,0.8,,,,77,0.32201232,5.326899088,455,9.69294019,0.321544488,0.991710861
4725,81,AC-CB850-5TON,Hydrogen,0,0,0,0,0.1086,-1.2,2582,1.72,0.73,0.99,,,,77,0.450611489,7.342433868,456,9.927809778,0.26352675,0.994905796
4734,90,AC-CB850-10TON,Hydrogen,0,0,0,0,0.1086,-1.2,1966,1.23,0.56,0.67,,,,77,0.449325497,6.62227852,457,9.006980655,0.27614703,0.996375842
4744,0,PPYH114800,Hydrogen,0,0,0,0,0.1086,-1.2,3279,1.7,1.31,0.39,87.8,10.6,1.6,77,0.31370168,11.31147541,458,17.76996299,0.207747569,0.965729014
4755,11,PPYH214800,Hydrogen,0,0,0,0,0.1086,-1.2,3085,1.76,1.58,0.18,87,11.4,1.6,77,0.9029171,11.04383697,459,15.43746536,0.212649874,0.905031399
4764,20,PPY4800,Hydrogen,0,0,0,0,0.1086,-1.2,2965,2.34,2.16,0.18,87,11.9,0.9,77,0.895192524,9.752867212,460,12.65996604,0.213275202,0.919412169
4773,29,PPYH124800,Hydrogen,0,0,0,0,0.1086,-1.2,3477,1.78,1.16,0.62,87.8,11.4,0.8,77,1.132075472,15.60791945,461,17.54278598,0.186040629,0.933534134
4782,38,SD4800,Hydrogen,0,0,0,0,0.1086,-1.2,2783,1.8,1.44,0.36,89.7,10.3,0,77,0.240767521,5.334872979,462,11.83926143,0.2659144,0.970147743
4795,0,IT-ACMAX,Hydrogen,0,0,0,0,0.1086,-1.2,2205.9,1.204,,,95.06,4.94,0,77,0.032153906,2.833753149,463,12.77018458,0.381868953,0.991580793
4805,10,IT-AC50,Hydrogen,0,0,0,0,0.1086,-1.2,1049,0.555,,,97.29,2.38,10.34,77,0.011828084,2.191435768,464,6.44968286,0.207623211,0.975228261
4815,0,NI-HPCM,Hydrogen,0,0,0,0,0.1086,-1.2,620,0.41,,,,,,77,0.089605735,4.186893204,465,10.25557588,0.449738874,0.996764919
